airt,High,all,08182017,MLRF1
airtV,average,all,08182017,MLRF1
barom,sHigh,all,08182017,MLRF1
bleaST,High,even,08182017,MLRF1
bleaST,average,midn,08182017,MLRF1
bleaST,average,pdaw,08182017,MLRF1
bleaST,average,dayb,08182017,MLRF1
bleaST,High,midd,08182017,MLRF1
bleaST,High,aftn,08182017,MLRF1
ekmD7day,downshore,all,08182017,MLRF1
sst,average,all,08182017,MLRF1
paccum,uLow,all,08182017,MLRF1
satCA,Low,all,08182017,MLRF1
seandbc,sHigh,all,08182017,MLRF1
seandbcD,sHigh,all,08182017,MLRF1
seandbcM,sHigh,all,08182017,MLRF1
seandbcV,average,all,08182017,MLRF1
spawt,uHigh,all,08182017,MLRF1
surfb,average,all,08182017,MLRF1
surfc,average,all,08182017,MLRF1
winddr,ene-ese,even,08182017,MLRF1
winddr,ne-ene,midn,08182017,MLRF1
winddr,ne-ene,pdaw,08182017,MLRF1
winddr,ne-ene,dawn,08182017,MLRF1
winddr,n-ne,morn,08182017,MLRF1
winddr,ese-sse,midd,08182017,MLRF1
winddr,ene-ese,aftn,08182017,MLRF1
windgu,average,even,08182017,MLRF1
windgu,average,midn,08182017,MLRF1
windgu,sLow,pdaw,08182017,MLRF1
windgu,sLow,dayb,08182017,MLRF1
windgu,average,midd,08182017,MLRF1
windgu,average,aftn,08182017,MLRF1
windsd7,vLow,all,08182017,MLRF1
windsp,Low,even,08182017,MLRF1
windsp,vLow,midn,08182017,MLRF1
windsp,Low,pdaw,08182017,MLRF1
windsp,Low,dayb,08182017,MLRF1
windsp,sLow,midd,08182017,MLRF1
windsp,Low,psun,08182017,MLRF1
windsp,sLow,suns,08182017,MLRF1
windsp3day,vLow,all,08182017,MLRF1
