airt,average,all,02212018,MLRF1
airtV,sLow,all,02212018,MLRF1
barom,High,all,02212018,MLRF1
bleaST,average,all,02212018,MLRF1
ekmD7day,downshore,all,02212018,MLRF1
sst,average,all,02212018,MLRF1
paccum,uLow,all,02212018,MLRF1
satCA,Low,all,02212018,MLRF1
seandbc,average,all,02212018,MLRF1
seandbcD,average,all,02212018,MLRF1
seandbcM,sLow,all,02212018,MLRF1
seandbcV,average,all,02212018,MLRF1
spawt,cond,all,02212018,MLRF1
surfb,sHigh,nite,02212018,MLRF1
surfb,sHigh,dawn,02212018,MLRF1
surfb,High,morn,02212018,MLRF1
surfb,High,midd,02212018,MLRF1
surfb,sHigh,aftn,02212018,MLRF1
surfc,average,all,02212018,MLRF1
winddr,ene-ese,even,02212018,MLRF1
winddr,ene-ese,midn,02212018,MLRF1
winddr,ese-sse,pdaw,02212018,MLRF1
winddr,ene-ese,dayl,02212018,MLRF1
windgu,average,even,02212018,MLRF1
windgu,sHigh,midn,02212018,MLRF1
windgu,sHigh,pdaw,02212018,MLRF1
windgu,sHigh,dayb,02212018,MLRF1
windgu,sHigh,midd,02212018,MLRF1
windgu,sHigh,psun,02212018,MLRF1
windgu,average,suns,02212018,MLRF1
windsd7,vLow,nite,02212018,MLRF1
windsd7,vLow,dayb,02212018,MLRF1
windsd7,vLow,midd,02212018,MLRF1
windsd7,Low,aftn,02212018,MLRF1
windsp,average,even,02212018,MLRF1
windsp,sHigh,midn,02212018,MLRF1
windsp,average,pdaw,02212018,MLRF1
windsp,average,dayl,02212018,MLRF1
windsp3day,average,all,02212018,MLRF1
