airt,Low,even,01152018,MLRF1
airt,vLow,midn,01152018,MLRF1
airt,dLow,pdaw,01152018,MLRF1
airt,dLow,dayb,01152018,MLRF1
airt,dLow,midd,01152018,MLRF1
airt,Low,aftn,01152018,MLRF1
airtV,average,nite,01152018,MLRF1
airtV,average,dayb,01152018,MLRF1
airtV,sHigh,midd,01152018,MLRF1
airtV,sHigh,aftn,01152018,MLRF1
barom,High,nite,01152018,MLRF1
barom,High,dayb,01152018,MLRF1
barom,High,midd,01152018,MLRF1
barom,High,psun,01152018,MLRF1
barom,sHigh,suns,01152018,MLRF1
bleaST,average,all,01152018,MLRF1
ekmD7day,onshore,all,01152018,MLRF1
sst,average,all,01152018,MLRF1
paccum,uLow,all,01152018,MLRF1
satCA,Low,all,01152018,MLRF1
seandbc,sLow,all,01152018,MLRF1
seandbcD,sLow,all,01152018,MLRF1
seandbcM,average,all,01152018,MLRF1
seandbcV,sLow,all,01152018,MLRF1
spawt,uLow,all,01152018,MLRF1
surfb,sHigh,all,01152018,MLRF1
surfc,average,all,01152018,MLRF1
winddr,w-nw,even,01152018,MLRF1
winddr,nw-n,midn,01152018,MLRF1
winddr,nw-n,pdaw,01152018,MLRF1
winddr,nw-n,dawn,01152018,MLRF1
winddr,ssw-wsw,morn,01152018,MLRF1
winddr,n-ne,midd,01152018,MLRF1
winddr,n-ne,aftn,01152018,MLRF1
windgu,sHigh,all,01152018,MLRF1
windsd7,average,all,01152018,MLRF1
windsp,sHigh,even,01152018,MLRF1
windsp,sHigh,midn,01152018,MLRF1
windsp,average,pdaw,01152018,MLRF1
windsp,average,dayb,01152018,MLRF1
windsp,average,midd,01152018,MLRF1
windsp,average,psun,01152018,MLRF1
windsp,sHigh,suns,01152018,MLRF1
windsp3day,average,all,01152018,MLRF1
