airt,High,even,09202017,MLRF1
airt,sHigh,midn,09202017,MLRF1
airt,sHigh,pdaw,09202017,MLRF1
airt,average,dawn,09202017,MLRF1
airt,sHigh,morn,09202017,MLRF1
airt,sHigh,midd,09202017,MLRF1
airt,sHigh,psun,09202017,MLRF1
airt,High,suns,09202017,MLRF1
airtV,average,all,09202017,MLRF1
barom,average,all,09202017,MLRF1
bleaST,average,all,09202017,MLRF1
ekmD7day,onshore,all,09202017,MLRF1
sst,average,all,09202017,MLRF1
paccum,uLow,all,09202017,MLRF1
satCA,Low,all,09202017,MLRF1
seandbc,sHigh,all,09202017,MLRF1
seandbcD,sHigh,all,09202017,MLRF1
seandbcM,sHigh,all,09202017,MLRF1
seandbcV,average,all,09202017,MLRF1
spawt,uHigh,all,09202017,MLRF1
surfb,average,all,09202017,MLRF1
surfc,average,all,09202017,MLRF1
winddr,wsw-w,even,09202017,MLRF1
winddr,nw-n,midn,09202017,MLRF1
winddr,nw-n,pdaw,09202017,MLRF1
winddr,nw-n,dayb,09202017,MLRF1
winddr,nw-n,midd,09202017,MLRF1
winddr,w-nw,psun,09202017,MLRF1
winddr,ssw-wsw,suns,09202017,MLRF1
windgu,sLow,even,09202017,MLRF1
windgu,average,midn,09202017,MLRF1
windgu,sLow,pdaw,09202017,MLRF1
windgu,vLow,dawn,09202017,MLRF1
windgu,Low,morn,09202017,MLRF1
windgu,Low,midd,09202017,MLRF1
windgu,Low,psun,09202017,MLRF1
windgu,average,suns,09202017,MLRF1
windsd7,average,nite,09202017,MLRF1
windsd7,average,dawn,09202017,MLRF1
windsd7,sLow,morn,09202017,MLRF1
windsd7,Low,midd,09202017,MLRF1
windsd7,vLow,aftn,09202017,MLRF1
windsp,Low,even,09202017,MLRF1
windsp,sLow,midn,09202017,MLRF1
windsp,Low,pdaw,09202017,MLRF1
windsp,dLow,dayb,09202017,MLRF1
windsp,vLow,midd,09202017,MLRF1
windsp,dLow,psun,09202017,MLRF1
windsp,Low,suns,09202017,MLRF1
windsp3day,sLow,all,09202017,MLRF1
