airt,average,all,09302017,MLRF1
airtV,average,all,09302017,MLRF1
barom,average,all,09302017,MLRF1
bleaST,average,all,09302017,MLRF1
ekmD7day,onshore,all,09302017,MLRF1
sst,average,all,09302017,MLRF1
paccum,uLow,all,09302017,MLRF1
satCA,Low,all,09302017,MLRF1
seandbc,sHigh,all,09302017,MLRF1
seandbcD,sHigh,all,09302017,MLRF1
seandbcM,sHigh,all,09302017,MLRF1
seandbcV,Low,nite,09302017,MLRF1
seandbcV,Low,dawn,09302017,MLRF1
seandbcV,vLow,morn,09302017,MLRF1
seandbcV,vLow,midd,09302017,MLRF1
seandbcV,vLow,aftn,09302017,MLRF1
spawt,uHigh,all,09302017,MLRF1
surfb,average,all,09302017,MLRF1
surfc,average,all,09302017,MLRF1
winddr,ese-sse,even,09302017,MLRF1
winddr,ese-sse,midn,09302017,MLRF1
winddr,sse-ssw,pdaw,09302017,MLRF1
winddr,sse-ssw,dawn,09302017,MLRF1
winddr,ssw-wsw,morn,09302017,MLRF1
winddr,ssw-wsw,midd,09302017,MLRF1
winddr,ssw-wsw,aftn,09302017,MLRF1
windgu,average,nite,09302017,MLRF1
windgu,average,dayb,09302017,MLRF1
windgu,sLow,midd,09302017,MLRF1
windgu,average,psun,09302017,MLRF1
windgu,sLow,suns,09302017,MLRF1
windsd7,vLow,all,09302017,MLRF1
windsp,average,even,09302017,MLRF1
windsp,sLow,midn,09302017,MLRF1
windsp,sLow,pdaw,09302017,MLRF1
windsp,sLow,dayb,09302017,MLRF1
windsp,Low,midd,09302017,MLRF1
windsp,average,psun,09302017,MLRF1
windsp,Low,suns,09302017,MLRF1
windsp3day,Low,nite,09302017,MLRF1
windsp3day,Low,dawn,09302017,MLRF1
windsp3day,vLow,morn,09302017,MLRF1
windsp3day,vLow,midd,09302017,MLRF1
windsp3day,vLow,aftn,09302017,MLRF1
