airt,average,all,12272017,MLRF1
airtV,sLow,nite,12272017,MLRF1
airtV,sLow,dayb,12272017,MLRF1
airtV,average,midd,12272017,MLRF1
airtV,average,aftn,12272017,MLRF1
barom,High,all,12272017,MLRF1
bleaST,average,all,12272017,MLRF1
ekmD7day,onshore,all,12272017,MLRF1
sst,average,all,12272017,MLRF1
paccum,uLow,all,12272017,MLRF1
satCA,Low,all,12272017,MLRF1
seandbc,average,all,12272017,MLRF1
seandbcD,average,all,12272017,MLRF1
seandbcM,average,all,12272017,MLRF1
seandbcV,sLow,all,12272017,MLRF1
spawt,cond,all,12272017,MLRF1
surfb,sHigh,all,12272017,MLRF1
surfc,average,all,12272017,MLRF1
winddr,ne-ene,even,12272017,MLRF1
winddr,ne-ene,midn,12272017,MLRF1
winddr,n-ne,pdaw,12272017,MLRF1
winddr,n-ne,dawn,12272017,MLRF1
winddr,ne-ene,morn,12272017,MLRF1
winddr,ne-ene,midd,12272017,MLRF1
winddr,ne-ene,aftn,12272017,MLRF1
windgu,average,all,12272017,MLRF1
windsd7,vLow,all,12272017,MLRF1
windsp,sLow,nite,12272017,MLRF1
windsp,sLow,dawn,12272017,MLRF1
windsp,average,morn,12272017,MLRF1
windsp,average,midd,12272017,MLRF1
windsp,average,aftn,12272017,MLRF1
windsp3day,Low,all,12272017,MLRF1
