airt,average,all,02082018,MLRF1
airtV,sLow,all,02082018,MLRF1
barom,sHigh,all,02082018,MLRF1
bleaST,average,all,02082018,MLRF1
ekmD7day,onshore,nite,02082018,MLRF1
ekmD7day,onshore,dawn,02082018,MLRF1
ekmD7day,downshore,morn,02082018,MLRF1
ekmD7day,downshore,midd,02082018,MLRF1
ekmD7day,downshore,aftn,02082018,MLRF1
sst,average,all,02082018,MLRF1
paccum,uLow,all,02082018,MLRF1
satCA,Low,all,02082018,MLRF1
seandbc,sLow,all,02082018,MLRF1
seandbcD,sLow,all,02082018,MLRF1
seandbcM,sLow,all,02082018,MLRF1
seandbcV,sLow,all,02082018,MLRF1
spawt,uLow,all,02082018,MLRF1
surfb,sHigh,all,02082018,MLRF1
surfc,average,all,02082018,MLRF1
winddr,ene-ese,nite,02082018,MLRF1
winddr,ese-sse,dayl,02082018,MLRF1
windgu,average,all,02082018,MLRF1
windsd7,sLow,even,02082018,MLRF1
windsd7,sLow,midn,02082018,MLRF1
windsd7,Low,pdaw,02082018,MLRF1
windsd7,Low,dayl,02082018,MLRF1
windsp,average,all,02082018,MLRF1
windsp3day,average,nite,02082018,MLRF1
windsp3day,average,dayb,02082018,MLRF1
windsp3day,sLow,midd,02082018,MLRF1
windsp3day,sLow,aftn,02082018,MLRF1
