airt,sHigh,nite,06292017,MLRF1
airt,average,dawn,06292017,MLRF1
airt,sHigh,morn,06292017,MLRF1
airt,sHigh,midd,06292017,MLRF1
airt,sHigh,aftn,06292017,MLRF1
airtV,sLow,all,06292017,MLRF1
barom,average,even,06292017,MLRF1
barom,sHigh,midn,06292017,MLRF1
barom,average,pdaw,06292017,MLRF1
barom,average,dawn,06292017,MLRF1
barom,sHigh,morn,06292017,MLRF1
barom,sHigh,midd,06292017,MLRF1
barom,sHigh,aftn,06292017,MLRF1
bleaST,average,all,06292017,MLRF1
ekmD7day,downshore,all,06292017,MLRF1
sst,average,all,06292017,MLRF1
paccum,uLow,all,06292017,MLRF1
satCA,Low,all,06292017,MLRF1
seandbc,average,nite,06292017,MLRF1
seandbc,average,dayb,06292017,MLRF1
seandbc,sHigh,midd,06292017,MLRF1
seandbc,sHigh,aftn,06292017,MLRF1
seandbcD,average,all,06292017,MLRF1
seandbcM,average,all,06292017,MLRF1
seandbcV,average,all,06292017,MLRF1
spawt,uHigh,all,06292017,MLRF1
surfb,average,all,06292017,MLRF1
surfc,average,all,06292017,MLRF1
winddr,ne-ene,even,06292017,MLRF1
winddr,ne-ene,midn,06292017,MLRF1
winddr,n-ne,pdaw,06292017,MLRF1
winddr,ese-sse,dawn,06292017,MLRF1
winddr,sse-ssw,morn,06292017,MLRF1
winddr,ese-sse,midd,06292017,MLRF1
winddr,sse-ssw,psun,06292017,MLRF1
winddr,ese-sse,suns,06292017,MLRF1
windgu,vLow,even,06292017,MLRF1
windgu,Low,midn,06292017,MLRF1
windgu,vLow,pdaw,06292017,MLRF1
windgu,sLow,dawn,06292017,MLRF1
windgu,Low,morn,06292017,MLRF1
windgu,Low,midd,06292017,MLRF1
windgu,sLow,psun,06292017,MLRF1
windgu,vLow,suns,06292017,MLRF1
windsd7,vLow,all,06292017,MLRF1
windsp,dLow,even,06292017,MLRF1
windsp,vLow,midn,06292017,MLRF1
windsp,dLow,pdaw,06292017,MLRF1
windsp,Low,dawn,06292017,MLRF1
windsp,vLow,morn,06292017,MLRF1
windsp,vLow,midd,06292017,MLRF1
windsp,Low,psun,06292017,MLRF1
windsp,dLow,suns,06292017,MLRF1
windsp3day,sLow,even,06292017,MLRF1
windsp3day,sLow,midn,06292017,MLRF1
windsp3day,Low,pdaw,06292017,MLRF1
windsp3day,Low,dayl,06292017,MLRF1
