airt,average,all,11092017,MLRF1
airtV,average,all,11092017,MLRF1
barom,average,all,11092017,MLRF1
bleaST,average,all,11092017,MLRF1
ekmD7day,onshore,all,11092017,MLRF1
sst,average,all,11092017,MLRF1
paccum,uLow,all,11092017,MLRF1
satCA,Low,all,11092017,MLRF1
seandbc,average,all,11092017,MLRF1
seandbcD,average,all,11092017,MLRF1
seandbcM,average,all,11092017,MLRF1
seandbcV,sLow,all,11092017,MLRF1
spawt,cond,all,11092017,MLRF1
surfb,average,all,11092017,MLRF1
surfc,average,all,11092017,MLRF1
winddr,n-ne,even,11092017,MLRF1
winddr,n-ne,midn,11092017,MLRF1
winddr,ne-ene,pdaw,11092017,MLRF1
winddr,n-ne,dayb,11092017,MLRF1
winddr,ne-ene,midd,11092017,MLRF1
winddr,ne-ene,aftn,11092017,MLRF1
windgu,average,even,11092017,MLRF1
windgu,sLow,midn,11092017,MLRF1
windgu,average,pdaw,11092017,MLRF1
windgu,average,dayl,11092017,MLRF1
windsd7,vLow,all,11092017,MLRF1
windsp,Low,even,11092017,MLRF1
windsp,Low,midn,11092017,MLRF1
windsp,sLow,pdaw,11092017,MLRF1
windsp,average,dayl,11092017,MLRF1
windsp3day,Low,all,11092017,MLRF1
