YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 09 11 00  90  8.6  9.2 99.00 99.00 99.00 999 1024.6  23.8  23.8 999.0 99.0 99.00
2005 01 09 12 00  83  7.4  8.0 99.00 99.00 99.00 999 1025.0  23.9  23.8 999.0 99.0 99.00
2005 01 09 13 00  77  6.0  6.6 99.00 99.00 99.00 999 1025.5  24.0  23.8 999.0 99.0 99.00
2005 01 09 14 00  78  6.5  7.3 99.00 99.00 99.00 999 1026.2  24.2  23.8 999.0 99.0 99.00
2005 01 09 15 00  81  6.6  7.1 99.00 99.00 99.00 999 1026.5  24.3  23.8 999.0 99.0 99.00
2005 01 09 16 00  86  6.0  6.9 99.00 99.00 99.00 999 1026.1  24.3  23.8 999.0 99.0 99.00
2005 01 09 17 00  88  6.4  6.6 99.00 99.00 99.00 999 1025.5  24.3  24.0 999.0 99.0 99.00
2005 01 09 18 00  84  6.5  6.9 99.00 99.00 99.00 999 1024.6  24.2  24.1 999.0 99.0 99.00
2005 01 09 19 00  72  5.6  6.1 99.00 99.00 99.00 999 1024.2  24.3  24.0 999.0 99.0 99.00
2005 01 09 20 00  80  6.4  6.8 99.00 99.00 99.00 999 1023.9  24.4  24.0 999.0 99.0 99.00
2005 01 09 21 00  66  7.2  7.9 99.00 99.00 99.00 999 1023.9  24.1  24.0 999.0 99.0 99.00
2005 01 09 22 00  70  7.1  7.8 99.00 99.00 99.00 999 1023.9  24.2  24.0 999.0 99.0 99.00
2005 01 09 23 00  71  7.6  8.2 99.00 99.00 99.00 999 1024.0  23.9  23.9 999.0 99.0 99.00
2005 01 10 00 00  65  7.6  8.1 99.00 99.00 99.00 999 1024.6  23.7  23.9 999.0 99.0 99.00
2005 01 10 01 00  67  6.8  7.7 99.00 99.00 99.00 999 1025.0  23.7  23.9 999.0 99.0 99.00
2005 01 10 02 00  67  6.8  7.5 99.00 99.00 99.00 999 1025.3  23.8  23.8 999.0 99.0 99.00
2005 01 10 03 00  71  7.7  8.0 99.00 99.00 99.00 999 1025.5  23.8  23.8 999.0 99.0 99.00
2005 01 10 04 00  77  7.3  8.1 99.00 99.00 99.00 999 1025.4  23.7  23.6 999.0 99.0 99.00
2005 01 10 05 00  70  6.9  7.3 99.00 99.00 99.00 999 1024.9  23.6  23.4 999.0 99.0 99.00
2005 01 10 06 00  80  7.3  8.2 99.00 99.00 99.00 999 1024.5  23.4  23.2 999.0 99.0 99.00
2005 01 10 07 00  87  9.5 10.5 99.00 99.00 99.00 999 1024.1  23.3  23.1 999.0 99.0 99.00
2005 01 10 08 00  77  8.8  9.7 99.00 99.00 99.00 999 1023.6  23.3  23.3 999.0 99.0 99.00
2005 01 10 09 00  70  7.1  7.7 99.00 99.00 99.00 999 1023.7  23.3  23.6 999.0 99.0 99.00
2005 01 10 10 00  75  7.3  8.2 99.00 99.00 99.00 999 1023.5  23.1  23.7 999.0 99.0 99.00
2005 01 10 11 00  80  6.6  7.5 99.00 99.00 99.00 999 1023.6  23.1  23.7 999.0 99.0 99.00
