#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 05 28 23 00 310  3.1  4.1    MM    MM    MM  MM 1016.6  29.4  32.3  24.0   MM -0.3    MM
2017 05 28 22 00 280  3.6  4.1    MM    MM    MM  MM 1016.6  29.5  32.6  23.6   MM -0.8    MM
2017 05 28 21 00 260  2.1  3.1    MM    MM    MM  MM 1016.5  29.5  32.7  23.8   MM -1.6    MM
2017 05 28 20 00 220  0.5  1.0    MM    MM    MM  MM 1016.9  29.4  32.6  22.8   MM -1.2    MM
2017 05 28 19 00 350  1.0  1.5    MM    MM    MM  MM 1017.4  29.4  32.1  22.7   MM -0.9    MM
2017 05 28 18 00 200  2.6  3.1    MM    MM    MM  MM 1018.1  29.6  31.9  23.9   MM +0.0    MM
2017 05 28 17 00 210  2.1  2.6    MM    MM    MM  MM 1018.1  29.1  31.8  23.8   MM +0.3    MM
2017 05 28 16 00 200  1.0  1.5    MM    MM    MM  MM 1018.3  30.6  31.4  23.4   MM +0.8    MM
2017 05 28 15 00  MM  0.0  0.5    MM    MM    MM  MM 1018.1  28.9  30.9  21.1   MM +1.5    MM
2017 05 28 14 00  60  1.5  2.6    MM    MM    MM  MM 1017.8  28.4  30.6  20.0   MM +1.4    MM
2017 05 28 13 00  30  2.6  2.6    MM    MM    MM  MM 1017.5  28.0  30.4  20.1   MM +1.9    MM
2017 05 28 12 00  20  4.6  4.6    MM    MM    MM  MM 1016.6  27.9  30.5  19.7   MM +1.1    MM
2017 05 28 11 00 190  2.1  3.1    MM    MM    MM  MM 1016.4  28.3  30.6  21.1   MM +1.1    MM
2017 05 28 10 00 120  1.0  2.6    MM    MM    MM  MM 1015.6  28.3  30.7  21.5   MM -0.0    MM
2017 05 28 09 00  MM  0.0  1.5    MM    MM    MM  MM 1015.5  28.3  30.8  23.1   MM -0.6    MM
2017 05 28 08 00 120  0.5  2.6    MM    MM    MM  MM 1015.3  28.4  30.9  22.9   MM -1.4    MM
2017 05 28 07 00 340  3.1  4.1    MM    MM    MM  MM 1015.6  28.4  31.0  24.1   MM -1.5    MM
2017 05 28 06 00 320  3.6  4.1    MM    MM    MM  MM 1016.1  28.7  31.2  24.0   MM -1.5    MM
2017 05 28 05 00 290  2.1  3.6    MM    MM    MM  MM 1016.7  29.2  31.3  23.1   MM -0.6    MM
2017 05 28 04 00 310  4.1  4.6    MM    MM    MM  MM 1017.1  29.2  31.4  23.7   MM +0.0    MM
2017 05 28 03 00 290  3.1  4.6    MM    MM    MM  MM 1017.6  29.3  31.4  23.8   MM +0.6    MM
2017 05 28 02 00 300  4.1  4.1    MM    MM    MM  MM 1017.3  29.4  31.5  23.3   MM +0.4    MM
2017 05 28 01 00 260  1.5  2.1    MM    MM    MM  MM 1017.2  29.4  31.5  24.2   MM +0.3    MM
2017 05 28 00 00 250  0.5  2.1    MM    MM    MM  MM 1017.0  29.5  31.6  23.9   MM -0.3    MM
2017 05 27 23 00  MM  0.0  0.5    MM    MM    MM  MM 1016.9  29.6  31.7  24.5   MM -0.3    MM
2017 05 27 22 00 250  1.5  2.6    MM    MM    MM  MM 1016.9  29.5  31.8  24.9   MM -1.1    MM
2017 05 27 21 00 260  1.0  2.6    MM    MM    MM  MM 1017.3  29.8  31.9  25.2   MM -1.0    MM
2017 05 27 20 00 200  3.1  3.1    MM    MM    MM  MM 1017.2  29.6  31.8  25.1   MM -1.1    MM
2017 05 27 19 00 200  3.1  3.6    MM    MM    MM  MM 1018.0  29.4  31.5  25.0   MM -0.4    MM
2017 05 27 18 00 100  0.5  2.1    MM    MM    MM  MM 1018.3  29.7  31.2  25.0   MM +0.0    MM
2017 05 27 17 00 190  1.0  2.1    MM    MM    MM  MM 1018.3  29.2  30.9  24.5   MM +0.0    MM
2017 05 27 16 00 190  2.6  3.1    MM    MM    MM  MM 1018.4  29.7  30.7  25.2   MM +0.0    MM
2017 05 27 15 00 200  1.5  2.1    MM    MM    MM  MM 1018.4  29.6  30.4  24.8   MM +0.6    MM
2017 05 27 14 00 200  1.0  1.0    MM    MM    MM  MM 1018.5  29.6  30.1  25.1   MM +1.0    MM
2017 05 27 13 00 200  0.5  1.0    MM    MM    MM  MM 1018.4  30.2  29.9  25.8   MM +1.5    MM
2017 05 27 12 00 130  0.5  1.0    MM    MM    MM  MM 1017.8  29.6  29.8  23.8   MM +0.8    MM
2017 05 27 11 00 200  1.0  1.0    MM    MM    MM  MM 1017.5  28.4  29.9  23.9   MM +0.5    MM
2017 05 27 10 00  MM  0.0  0.5    MM    MM    MM  MM 1016.9  28.1  30.0  24.3   MM -0.3    MM
2017 05 27 09 00 190  1.0  1.0    MM    MM    MM  MM 1017.0  28.0  30.0  24.4   MM -0.5    MM
2017 05 27 08 00 210  1.0  1.5    MM    MM    MM  MM 1017.0  28.0  30.2  24.4   MM -1.0    MM
2017 05 27 07 00 330  3.1  3.6    MM    MM    MM  MM 1017.2  28.4  30.2  24.7   MM -0.7    MM
2017 05 27 06 00 240  1.0  1.0    MM    MM    MM  MM 1017.5  29.1  30.3  23.9   MM +0.0    MM
2017 05 27 05 00 210  0.5  0.5    MM    MM    MM  MM 1018.0  29.2  30.3  24.7   MM +0.9    MM
2017 05 27 04 00  MM  0.0  0.5    MM    MM    MM  MM 1017.9  29.3  30.3  24.9   MM +0.9    MM
2017 05 27 03 00 240  1.0  1.0    MM    MM    MM  MM 1017.5  28.9  30.4  25.2   MM +0.8    MM
2017 05 27 02 00 210  1.5  1.5    MM    MM    MM  MM 1017.1  29.0  30.4  25.2   MM +0.7    MM
2017 05 27 01 00  MM  0.0  0.0    MM    MM    MM  MM 1017.0  28.9  30.4  25.1   MM +0.7    MM
2017 05 27 00 00  MM  0.0  0.0    MM    MM    MM  MM 1016.7  28.9  30.4  24.8   MM +0.5    MM
2017 05 26 23 00  MM  0.0  0.5    MM    MM    MM  MM 1016.4  29.5  30.5  24.9   MM +0.0    MM
2017 05 26 22 00 290  1.0  1.5    MM    MM    MM  MM 1016.3  29.7  30.4  24.5   MM -0.5    MM
2017 05 26 21 00 210  1.5  2.1    MM    MM    MM  MM 1016.2  29.9  30.4  25.2   MM -1.0    MM
2017 05 26 20 00 220  2.1  2.1    MM    MM    MM  MM 1016.4  29.7  30.3  25.3   MM -1.2    MM
2017 05 26 19 00  10  1.5  2.1    MM    MM    MM  MM 1016.8  29.8  30.1  25.0   MM -1.1    MM
2017 05 26 18 00 210  0.5  1.0    MM    MM    MM  MM 1017.2  29.4  29.8  24.2   MM -0.6    MM
2017 05 26 17 00  MM  0.0  0.0    MM    MM    MM  MM 1017.6  29.6  29.4  24.2   MM +0.0    MM
2017 05 26 16 00  MM  0.0  0.5    MM    MM    MM  MM 1017.9  30.9  29.2  24.9   MM +0.3    MM
2017 05 26 15 00 180  1.0  1.0    MM    MM    MM  MM 1017.8  30.8  28.9  26.4   MM +1.0    MM
2017 05 26 14 00  MM  0.0  0.5    MM    MM    MM  MM 1017.8  28.8  28.7  25.1   MM +1.7    MM
2017 05 26 13 00 230  2.1  2.6    MM    MM    MM  MM 1017.6  28.1  28.5  25.1   MM +2.2    MM
2017 05 26 12 00  MM  0.0  0.5    MM    MM    MM  MM 1016.8  28.1  28.4  25.4   MM +1.6    MM
2017 05 26 11 00 220  2.1  2.1    MM    MM    MM  MM 1016.1  27.9  28.4  25.5   MM +1.1    MM
2017 05 26 10 00 200  2.1  2.6    MM    MM    MM  MM 1015.4  28.2  28.5  25.6   MM +0.4    MM
2017 05 26 09 00 210  2.6  3.1    MM    MM    MM  MM 1015.2  27.8  28.6  25.6   MM +0.0    MM
2017 05 26 08 00 200  3.1  3.6    MM    MM    MM  MM 1015.0  27.8  28.6  25.3   MM -0.7    MM
2017 05 26 07 00 200  2.6  3.6    MM    MM    MM  MM 1015.0  28.2  28.6  25.3   MM -0.6    MM
2017 05 26 06 00 200  1.5  2.1    MM    MM    MM  MM 1015.2  28.0  28.7  24.9   MM +0.0    MM
2017 05 26 05 00 210  1.0  1.0    MM    MM    MM  MM 1015.7  28.2  28.7  24.5   MM +1.1    MM
2017 05 26 04 00 210  1.0  1.0    MM    MM    MM  MM 1015.6  28.3  28.8  24.0   MM +1.5    MM
2017 05 26 03 00 230  1.5  2.1    MM    MM    MM  MM 1015.1  28.4  28.8  23.7   MM +1.5    MM
2017 05 26 02 00 240  1.0  2.1    MM    MM    MM  MM 1014.6  28.2  28.8  25.5   MM +2.0    MM
2017 05 26 01 00 230  1.0  1.5    MM    MM    MM  MM 1014.1  28.5  28.8  25.0   MM +1.8    MM
2017 05 26 00 00 260  4.1  5.1    MM    MM    MM  MM 1013.6  28.6  28.8  25.0   MM +1.1    MM
2017 05 25 23 00 260  5.7  6.2    MM    MM    MM  MM 1012.6  28.8  28.9  24.8   MM -0.0    MM
2017 05 25 22 00 260  5.1  5.7    MM    MM    MM  MM 1012.3  28.8  28.9  24.9   MM -0.6    MM
2017 05 25 21 00 280  3.6  4.1    MM    MM    MM  MM 1012.5  28.6  28.9  25.0   MM -0.5    MM
2017 05 25 20 00 250  5.1  5.7    MM    MM    MM  MM 1012.8  28.4  29.0  25.2   MM -0.6    MM
2017 05 25 19 00 220  7.2  8.2    MM    MM    MM  MM 1012.9  28.5  29.0  25.2   MM -0.9    MM
2017 05 25 18 00 220  7.7  9.3    MM    MM    MM  MM 1013.0  28.4  28.9  25.6   MM -0.3    MM
2017 05 25 17 00 220  9.8 11.8    MM    MM    MM  MM 1013.4  28.2  28.7  25.2   MM +0.5    MM
2017 05 25 16 00 220  9.3 11.3    MM    MM    MM  MM 1013.8  28.1  28.6  25.3   MM +1.6    MM
2017 05 25 15 00 210  9.8 10.8    MM    MM    MM  MM 1013.3  28.0  28.4  25.1   MM +1.8    MM
2017 05 25 14 00 210  7.7  8.8    MM    MM    MM  MM 1012.9  28.0  28.4  25.2   MM +1.7    MM
2017 05 25 13 00 200  9.8 10.3    MM    MM    MM  MM 1012.2  27.8  28.2  25.0   MM   MM    MM
2017 05 25 12 00 210  8.8 10.3    MM    MM    MM  MM 1011.5  27.8  28.2  25.1   MM   MM    MM
2017 05 25 11 00 200  9.3 11.3    MM    MM    MM  MM 1011.2  27.8  28.2  25.1   MM +0.6    MM
2017 05 25 09 00 200  9.3   MM    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2017 05 25 08 00 210  5.1  5.7    MM    MM    MM  MM 1010.6  26.9  28.4  24.8   MM -1.6    MM
2017 05 25 07 00 200  6.2  6.7    MM    MM    MM  MM 1011.0  26.8  28.6  24.1   MM   MM    MM
2017 05 25 06 00 210  6.7  7.2    MM    MM    MM  MM 1011.7  26.9  28.7  23.8   MM -1.0    MM
2017 05 25 05 00 210  6.2  6.7    MM    MM    MM  MM 1012.2  27.0  28.9  23.2   MM -1.3    MM
2017 05 25 04 00 210  7.2  8.2    MM    MM    MM  MM     MM  26.7  29.0  22.7   MM   MM    MM
2017 05 25 03 00 200  6.2  6.7    MM    MM    MM  MM 1012.7  25.3  29.1  23.1   MM +2.0    MM
2017 05 25 02 00 290 10.3 11.8    MM    MM    MM  MM 1013.5  24.5  29.2  22.7   MM +3.6    MM
2017 05 25 01 00 300 13.9 14.9    MM    MM    MM  MM 1011.9  24.6  29.3  22.6   MM +1.9    MM
2017 05 25 00 00 210  7.7  8.8    MM    MM    MM  MM 1010.7  28.7  29.4  26.1   MM -0.0    MM
2017 05 24 23 00 190  7.2  8.2    MM    MM    MM  MM 1009.9  28.4  29.4  25.5   MM -0.3    MM
2017 05 24 22 00 190  8.2  9.3    MM    MM    MM  MM 1010.0  28.2  29.5  25.1   MM -0.5    MM
2017 05 24 21 00 200  5.1  6.2    MM    MM    MM  MM 1010.5  28.3  29.5  24.8   MM -0.3    MM
2017 05 24 20 00 180  8.2  8.8    MM    MM    MM  MM 1010.2  28.3  29.4  24.7   MM -1.4    MM
2017 05 24 19 00 170  7.7  8.8    MM    MM    MM  MM 1010.5  28.3  29.3  24.8   MM -1.8    MM
2017 05 24 18 00 180  9.3 10.3    MM    MM    MM  MM 1010.8  27.8  29.1  24.7   MM -1.3    MM
2017 05 24 17 00 190  8.2  9.3    MM    MM    MM  MM 1011.6  27.9  28.9  24.8   MM +0.0    MM
2017 05 24 16 00 200  7.7  8.2    MM    MM    MM  MM 1012.3  27.7  28.7  24.6   MM +1.2    MM
2017 05 24 15 00 200  8.8  9.8    MM    MM    MM  MM 1012.1  27.5  28.5  24.5   MM +1.0    MM
2017 05 24 14 00 190  7.7  8.8    MM    MM    MM  MM 1011.6  27.4  28.3  24.1   MM -0.0    MM
2017 05 24 13 00 200  8.2  8.8    MM    MM    MM  MM 1011.1  27.4  28.1  24.1   MM -0.6    MM
2017 05 24 12 00 200  8.8  9.8    MM    MM    MM  MM 1011.1  27.2  28.1  24.4   MM -0.6    MM
2017 05 24 11 00 210  7.7  8.8    MM    MM    MM  MM 1011.6  27.1  28.2  24.1   MM +0.0    MM
2017 05 24 10 00 210  7.2  7.7    MM    MM    MM  MM 1011.7  27.2  28.3  24.4   MM -0.6    MM
2017 05 24 09 00 210  7.7  8.8    MM    MM    MM  MM 1011.7  27.4  28.4  24.8   MM -1.0    MM
2017 05 24 08 00 200  7.2  8.2    MM    MM    MM  MM 1011.7  27.3  28.5  24.9   MM -1.7    MM
2017 05 24 07 00 190  6.2  6.7    MM    MM    MM  MM 1012.3  27.4  28.6  24.9   MM -1.4    MM
2017 05 24 06 00 180  6.7  7.7    MM    MM    MM  MM 1012.7  27.5  28.7  24.9   MM -0.9    MM
2017 05 24 05 00 170  6.7  7.2    MM    MM    MM  MM 1013.4  27.5  28.8  24.4   MM +0.3    MM
2017 05 24 04 00 170  7.7  8.8    MM    MM    MM  MM 1013.7  27.5  28.9  24.4   MM +0.8    MM
2017 05 24 03 00 160  7.7  8.2    MM    MM    MM  MM 1013.6  27.4  28.9  23.9   MM +0.9    MM
2017 05 24 02 00 160  6.7  7.7    MM    MM    MM  MM 1013.1  27.4  29.0  23.4   MM +0.5    MM
2017 05 24 01 00 150  5.1  5.7    MM    MM    MM  MM 1012.9  27.4  29.1  22.9   MM +0.3    MM
2017 05 24 00 00 160  4.6  5.1    MM    MM    MM  MM 1012.7  27.3  29.1  23.0   MM -0.3    MM
2017 05 23 23 00 160  4.1  4.6    MM    MM    MM  MM 1012.6  27.8  29.2  23.4   MM -0.7    MM
2017 05 23 22 00 170  5.1  5.7    MM    MM    MM  MM 1012.6  27.5  29.1  23.0   MM -1.4    MM
2017 05 23 21 00 180  4.6  5.7    MM    MM    MM  MM 1013.0  27.5  29.1  23.4   MM -1.5    MM
2017 05 23 20 00 190  6.2  7.2    MM    MM    MM  MM 1013.3  27.4  29.1  23.0   MM -1.6    MM
2017 05 23 19 00 190  5.7  7.2    MM    MM    MM  MM 1014.0  27.6  29.0  23.4   MM -1.2    MM
2017 05 23 18 00 190  5.7  6.7    MM    MM    MM  MM 1014.5  27.3  28.8  23.0   MM -1.0    MM
2017 05 23 17 00 170  6.7  7.2    MM    MM    MM  MM 1014.9  27.5  28.6  23.2   MM -0.8    MM
2017 05 23 16 00 170  6.2  7.2    MM    MM    MM  MM 1015.2  27.4  28.3  23.2   MM -0.3    MM
2017 05 23 15 00 180  7.2  8.8    MM    MM    MM  MM 1015.5  27.2  28.1  22.5   MM +0.3    MM
2017 05 23 14 00 170  6.7  7.2    MM    MM    MM  MM 1015.7  27.1  27.9  21.5   MM +1.0    MM
2017 05 23 13 00 180  6.2  7.2    MM    MM    MM  MM 1015.5  27.0  27.8  22.0   MM +1.3    MM
2017 05 23 12 00 170  6.7  7.7    MM    MM    MM  MM 1015.2  26.8  27.8  21.7   MM +1.2    MM
2017 05 23 11 00 170  6.7  7.7    MM    MM    MM  MM 1014.7  26.7  27.9  21.7   MM +0.4    MM
2017 05 23 10 00 170  7.7  8.8    MM    MM    MM  MM 1014.2  26.6  28.0  21.9   MM -0.6    MM
2017 05 23 09 00 160  7.7  8.2    MM    MM    MM  MM 1014.0  26.5  28.1  21.7   MM -1.1    MM
2017 05 23 08 00 170  6.2  7.7    MM    MM    MM  MM 1014.3  26.6  28.2  21.7   MM -1.4    MM
2017 05 23 07 00 150  6.7  7.2    MM    MM    MM  MM 1014.8  26.8  28.3  21.2   MM -1.6    MM
2017 05 23 06 00 140  7.2  7.7    MM    MM    MM  MM 1015.1  26.7  28.5  22.0   MM -1.6    MM
2017 05 23 05 00 130  7.2  8.2    MM    MM    MM  MM 1015.7  26.8  28.7  22.0   MM -0.9    MM
2017 05 23 04 00 130  6.7  7.2    MM    MM    MM  MM 1016.4  26.7  28.8  22.3   MM +0.0    MM
2017 05 23 03 00 130  7.2  7.7    MM    MM    MM  MM 1016.7  26.8  28.9  22.3   MM +1.2    MM
2017 05 23 02 00 140  6.2  7.2    MM    MM    MM  MM 1016.6  27.0  29.1  22.3   MM +1.3    MM
2017 05 23 01 00 140  6.2  6.7    MM    MM    MM  MM 1016.5  26.9  29.2  21.8   MM +1.2    MM
2017 05 23 00 00 160  5.1  6.2    MM    MM    MM  MM 1015.5  27.1  29.4  22.2   MM -0.3    MM
2017 05 22 23 00 170  5.1  6.2    MM    MM    MM  MM 1015.3  27.8  29.4  22.4   MM -0.8    MM
2017 05 22 22 00 160  4.6  5.7    MM    MM    MM  MM 1015.3  27.8  29.4  22.2   MM -1.2    MM
2017 05 22 21 00 170  5.1  6.2    MM    MM    MM  MM 1015.8  27.9  29.2  22.6   MM -1.7    MM
2017 05 22 20 00 140  5.7  6.7    MM    MM    MM  MM 1016.1  27.8  29.0  22.3   MM -2.0    MM
2017 05 22 19 00 170  6.2  7.2    MM    MM    MM  MM 1016.5  27.4  28.9  22.2   MM -2.2    MM
2017 05 22 18 00 160  4.1  5.7    MM    MM    MM  MM 1017.5  27.5  28.7  22.0   MM -1.3    MM
2017 05 22 17 00 160  4.6  5.7    MM    MM    MM  MM 1018.1  27.5  28.5  21.9   MM -0.8    MM
2017 05 22 16 00 160  4.6  5.1    MM    MM    MM  MM 1018.7  27.4  28.3  21.7   MM +0.0    MM
2017 05 22 15 00 160  4.6  6.2    MM    MM    MM  MM 1018.8  27.3  28.2  21.9   MM +0.5    MM
2017 05 22 14 00 160  4.1  4.6    MM    MM    MM  MM 1018.9  27.6  28.0  22.4   MM +1.1    MM
2017 05 22 13 00 150  4.6  5.1    MM    MM    MM  MM 1018.7  27.6  27.9  22.4   MM +1.7    MM
2017 05 22 12 00 120  4.1  5.1    MM    MM    MM  MM 1018.3  27.2  27.9  22.9   MM +1.2    MM
2017 05 22 11 00 130  3.6  4.1    MM    MM    MM  MM 1017.8  26.8  28.0  22.7   MM +0.7    MM
2017 05 22 10 00 100  2.6  2.6    MM    MM    MM  MM 1017.0  26.6  28.0  22.2   MM +0.0    MM
2017 05 22 09 00 130  3.6  4.1    MM    MM    MM  MM 1017.1  26.5  27.8  22.1   MM -0.5    MM
2017 05 22 08 00 130  3.6  4.6    MM    MM    MM  MM 1017.1  26.4  27.9  22.0   MM -1.2    MM
2017 05 22 07 00 140  4.6  5.7    MM    MM    MM  MM 1017.2  26.6  28.1  21.6   MM -1.7    MM
2017 05 22 06 00 130  5.7  6.2    MM    MM    MM  MM 1017.6  26.7  28.2  22.1   MM -1.6    MM
2017 05 22 05 00 130  6.7  7.2    MM    MM    MM  MM 1018.3  26.8  28.3  22.3   MM +0.0    MM
2017 05 22 04 00 120  5.1  6.2    MM    MM    MM  MM 1018.9  26.9  28.5  22.0   MM +1.3    MM
2017 05 22 03 00 110  6.7  7.7    MM    MM    MM  MM 1019.2  26.7  28.7  21.6   MM +2.2    MM
2017 05 22 02 00 110  7.2  8.8    MM    MM    MM  MM 1018.5  26.6  28.8  21.2   MM +1.3    MM
2017 05 22 01 00 110  6.2  7.2    MM    MM    MM  MM 1017.6  26.6  29.0  20.8   MM +0.4    MM
2017 05 22 00 00 110  6.2  6.7    MM    MM    MM  MM 1017.0  26.4  29.1  20.9   MM -0.9    MM
2017 05 21 23 00 100  6.2  7.2    MM    MM    MM  MM 1017.2  26.7  29.1  20.8   MM -0.9    MM
2017 05 21 22 00 110  7.2  8.2    MM    MM    MM  MM 1017.2  26.7  29.1  20.4   MM -1.5    MM
2017 05 21 21 00 110  5.7  6.7    MM    MM    MM  MM 1017.9  26.8  29.0  20.8   MM -1.4    MM
2017 05 21 20 00 110  6.7  7.2    MM    MM    MM  MM 1018.1  26.8  29.0  20.8   MM -1.6    MM
2017 05 21 19 00 120  6.2  7.2    MM    MM    MM  MM 1018.7  26.8  28.8  21.0   MM -1.1    MM
2017 05 21 18 00 110  5.7  6.7    MM    MM    MM  MM 1019.3  26.9  28.5  20.5   MM -0.4    MM
2017 05 21 17 00 120  5.7  6.2    MM    MM    MM  MM 1019.7  27.0  28.3  21.6   MM +0.0    MM
2017 05 21 16 00 110  6.2  7.2    MM    MM    MM  MM 1019.8  27.0  28.3  21.3   MM +0.3    MM
2017 05 21 15 00 110  6.7  7.7    MM    MM    MM  MM 1019.7  26.7  28.2  21.1   MM +0.7    MM
2017 05 21 14 00 100  6.7  7.2    MM    MM    MM  MM 1019.6  26.8  28.1  21.5   MM +1.1    MM
2017 05 21 13 00 110  6.2  6.7    MM    MM    MM  MM 1019.5  26.8  27.9  21.0   MM +1.7    MM
2017 05 21 12 00 100  5.1  5.7    MM    MM    MM  MM 1019.0  26.7  27.8  21.4   MM +1.7    MM
2017 05 21 11 00 120  5.1  6.2    MM    MM    MM  MM 1018.5  26.6  27.9  21.8   MM +1.4    MM
2017 05 21 10 00 120  5.7  6.7    MM    MM    MM  MM 1017.8  26.5  27.9  21.5   MM +0.5    MM
2017 05 21 09 00 130  7.2  7.7    MM    MM    MM  MM 1017.3  26.6  28.0  21.1   MM -0.4    MM
2017 05 21 08 00 130  7.2  7.7    MM    MM    MM  MM 1017.1  26.7  28.0  21.7   MM -0.8    MM
2017 05 21 07 00 140  7.2  8.2    MM    MM    MM  MM 1017.3  26.8  28.1  22.1   MM -0.9    MM
2017 05 21 06 00 130  6.7  7.2    MM    MM    MM  MM 1017.7  27.1  28.2  22.7   MM +0.0    MM
2017 05 21 05 00 130  7.7  8.2    MM    MM    MM  MM 1017.9  27.1  28.3  23.2   MM +0.3    MM
2017 05 21 04 00 120  6.2  6.7    MM    MM    MM  MM 1018.2  27.3  28.4  22.6   MM +0.7    MM
2017 05 21 03 00 120  6.7  7.2    MM    MM    MM  MM 1017.9  27.4  28.6  22.6   MM +0.7    MM
2017 05 21 02 00 110  7.2  8.2    MM    MM    MM  MM 1017.6  27.4  28.7  22.7   MM +0.8    MM
2017 05 21 01 00 120  7.7  8.2    MM    MM    MM  MM 1017.5  27.3  28.9  23.0   MM +0.7    MM
2017 05 21 00 00 110  6.7  7.7    MM    MM    MM  MM 1017.2  27.4  28.9  22.7   MM +0.3    MM
2017 05 20 23 00 100  6.7  8.2    MM    MM    MM  MM 1016.8  27.2  29.0  22.6   MM -0.4    MM
2017 05 20 22 00 110  7.2  8.8    MM    MM    MM  MM 1016.8  27.4  29.1  22.4   MM -0.8    MM
2017 05 20 21 00 120  7.7  8.8    MM    MM    MM  MM 1016.9  27.5  29.1  22.5   MM -1.1    MM
2017 05 20 20 00 120  7.2  7.7    MM    MM    MM  MM 1017.2  27.5  29.1  22.2   MM -1.2    MM
2017 05 20 19 00 120  7.7  8.8    MM    MM    MM  MM 1017.6  27.4  29.0  22.3   MM -0.6    MM
2017 05 20 18 00 120  7.7  9.3    MM    MM    MM  MM 1018.0  27.5  28.8  22.3   MM +0.0    MM
2017 05 20 17 00 110  8.8  9.8    MM    MM    MM  MM 1018.4  27.4  28.6  22.1   MM +0.8    MM
2017 05 20 16 00 120  7.2  7.7    MM    MM    MM  MM 1018.2  27.4  28.4  22.8   MM +1.1    MM
2017 05 20 15 00 120  7.7  9.3    MM    MM    MM  MM 1017.8  27.3  28.1  23.0   MM +1.1    MM
2017 05 20 14 00 120  7.2  8.2    MM    MM    MM  MM 1017.6  27.6  28.0  23.1   MM +1.8    MM
2017 05 20 13 00 130  7.2  8.8    MM    MM    MM  MM 1017.1  27.5  27.8  23.3   MM +2.1    MM
2017 05 20 12 00 140  7.7  8.8    MM    MM    MM  MM 1016.7  27.2  27.8  23.4   MM +2.1    MM
2017 05 20 11 00 120  9.3 10.3    MM    MM    MM  MM 1015.8  27.0  28.0  23.6   MM +1.4    MM
2017 05 20 10 00 120  8.8  9.8    MM    MM    MM  MM 1015.0  27.0  28.2  23.7   MM +0.4    MM
2017 05 20 09 00 120  9.3 10.3    MM    MM    MM  MM 1014.6  27.1  28.3  23.9   MM -0.6    MM
2017 05 20 08 00 120  9.3  9.8    MM    MM    MM  MM 1014.4  27.1  28.3  24.1   MM -1.9    MM
2017 05 20 07 00 120  9.3 10.8    MM    MM    MM  MM 1014.6  27.2  28.3  23.9   MM -2.1    MM
2017 05 20 06 00 120  9.3 10.3    MM    MM    MM  MM 1015.2  27.3  28.3  23.8   MM -1.5    MM
2017 05 20 05 00 120  7.7  8.8    MM    MM    MM  MM 1016.3  27.4  28.4  23.8   MM +0.6    MM
2017 05 20 04 00 120  7.7  8.2    MM    MM    MM  MM 1016.7  27.5  28.4  24.0   MM +1.4    MM
2017 05 20 03 00 130  7.7  8.8    MM    MM    MM  MM 1016.7  27.7  28.6  24.1   MM +2.2    MM
2017 05 20 02 00 120  8.8 10.3    MM    MM    MM  MM 1015.7  27.7  28.8  23.9   MM +1.2    MM
2017 05 20 01 00 120  8.2  9.3    MM    MM    MM  MM 1015.3  27.8  28.9  24.0   MM +1.1    MM
2017 05 20 00 00 120 10.3 11.3    MM    MM    MM  MM 1014.5  27.8  29.0  23.5   MM +0.6    MM
2017 05 19 23 00 120  9.3 10.8    MM    MM    MM  MM 1014.5  28.0  29.0  23.8   MM -0.0    MM
2017 05 19 22 00 110  9.3 10.3    MM    MM    MM  MM 1014.2  28.0  29.1  24.1   MM -0.9    MM
2017 05 19 21 00 100  9.8 10.8    MM    MM    MM  MM 1013.9  27.7  29.1  24.0   MM -1.8    MM
2017 05 19 20 00 100  9.8 11.3    MM    MM    MM  MM 1014.4  27.6  28.9  24.0   MM -1.5    MM
2017 05 19 19 00 110  6.2  7.2    MM    MM    MM  MM 1015.1  26.2  28.8  23.4   MM -1.0    MM
2017 05 19 18 00 120  8.2  9.3    MM    MM    MM  MM 1015.7  27.4  28.7  24.1   MM +0.0    MM
2017 05 19 17 00 120  8.2  9.8    MM    MM    MM  MM 1015.9  27.4  28.5  23.3   MM +0.5    MM
2017 05 19 16 00 120  8.2  8.8    MM    MM    MM  MM 1016.1  27.2  28.2  23.5   MM +0.9    MM
2017 05 19 15 00 140  8.8 10.3    MM    MM    MM  MM 1015.8  27.6  28.1  22.9   MM +0.5    MM
2017 05 19 14 00 140  7.7  8.8    MM    MM    MM  MM 1015.4  27.4  27.9  23.5   MM +0.5    MM
2017 05 19 13 00 140  6.7  7.7    MM    MM    MM  MM 1015.2  27.4  27.8  24.2   MM +1.2    MM
2017 05 19 12 00 140  6.2  6.7    MM    MM    MM  MM 1015.3  26.3  27.7  23.7   MM +1.7    MM
2017 05 19 11 00 120  8.8  9.8    MM    MM    MM  MM 1014.9  26.7  27.8  23.9   MM +1.3    MM
2017 05 19 10 00 130  6.2  7.2    MM    MM    MM  MM 1014.0  26.8  28.0  23.7   MM +0.3    MM
2017 05 19 09 00 140  7.2  7.7    MM    MM    MM  MM 1013.6  27.0  28.0  23.9   MM -0.5    MM
2017 05 19 08 00 140  8.2  9.3    MM    MM    MM  MM 1013.6  26.8  28.1  23.8   MM -1.5    MM
