#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 06 08 01 00 330  5.7  6.2    MM    MM    MM  MM 1011.0  24.7  28.4  23.3   MM +2.3    MM
2017 06 07 22 00 170  2.6   MM    MM    MM    MM  MM 1008.7  24.3    MM  22.3   MM -0.8    MM
2017 06 07 21 00 150  7.7  8.2    MM    MM    MM  MM 1009.0  26.5  28.9  20.8   MM -0.8    MM
2017 06 07 20 00 190  7.2   MM    MM    MM    MM  MM 1010.2  26.6    MM  24.1   MM -0.5    MM
2017 06 07 19 00 160  7.7  9.3    MM    MM    MM  MM 1009.5  27.3  29.1  22.3   MM -2.8    MM
2017 06 07 18 00 160  6.2  7.2    MM    MM    MM  MM 1009.8  27.5  29.3  22.4   MM -2.7    MM
2017 06 07 17 00 160  5.1  5.7    MM    MM    MM  MM 1010.7  27.1  29.2  22.0   MM -1.6    MM
2017 06 07 16 00 180  2.6  3.1    MM    MM    MM  MM 1012.3  27.4  29.1  20.8   MM -0.4    MM
2017 06 07 15 00 140  2.6  2.6    MM    MM    MM  MM 1012.5  26.3  29.0  20.8   MM +1.8    MM
2017 06 07 14 00 350  3.6  4.1    MM    MM    MM  MM 1012.3  25.8  29.0  20.2   MM +1.0    MM
2017 06 07 13 00  MM  0.0  0.5    MM    MM    MM  MM 1012.7  25.9  28.9  20.6   MM +2.0    MM
2017 06 07 12 00  10  5.1  5.7    MM    MM    MM  MM 1010.7  24.8  28.8  20.9   MM +0.4    MM
2017 06 07 11 00 340  9.3 10.8    MM    MM    MM  MM 1011.3  23.3  29.0  21.8   MM +1.3    MM
2017 06 07 10 00 200  8.2  9.3    MM    MM    MM  MM 1010.7  28.2  29.2  25.2   MM +0.3    MM
2017 06 07 09 00 190  9.8 11.3    MM    MM    MM  MM 1010.3  28.0  29.2  25.0   MM -0.8    MM
2017 06 07 08 00 190  9.8 10.8    MM    MM    MM  MM 1010.0  28.2  29.4  25.0   MM -1.4    MM
2017 06 07 07 00 200  8.8  9.8    MM    MM    MM  MM 1010.4  28.4  29.5  25.1   MM -0.8    MM
2017 06 07 06 00 200  9.8 10.8    MM    MM    MM  MM 1011.1  28.7  29.7  24.9   MM +0.0    MM
2017 06 07 05 00 200  7.7  9.3    MM    MM    MM  MM 1011.4  29.0  29.8  25.3   MM +0.4    MM
2017 06 07 04 00 200  7.7  9.8    MM    MM    MM  MM 1011.2  29.2  29.9  25.3   MM +1.0    MM
2017 06 07 03 00 200  8.8  9.8    MM    MM    MM  MM 1011.2  29.6  30.0  25.2   MM +1.8    MM
2017 06 07 02 00 200  7.7  8.2    MM    MM    MM  MM 1011.0  29.4  30.2  25.8   MM +2.1    MM
2017 06 07 01 00 200  7.2  8.2    MM    MM    MM  MM 1010.2  29.5  30.2  25.9   MM +1.1    MM
2017 06 07 00 00 210  6.2  6.7    MM    MM    MM  MM 1009.4  29.7  30.2  25.2   MM -0.0    MM
2017 06 06 23 00 190  5.1  6.2    MM    MM    MM  MM 1008.9  29.1  30.1  26.5   MM -0.7    MM
2017 06 06 22 00 190  6.7  7.7    MM    MM    MM  MM 1009.1  29.3  30.1  26.1   MM -0.8    MM
2017 06 06 21 00 190  6.7  7.7    MM    MM    MM  MM 1009.4  29.4  30.0  26.3   MM -0.9    MM
2017 06 06 20 00 200  7.7  8.8    MM    MM    MM  MM 1009.6  29.5  30.0  25.8   MM -1.5    MM
2017 06 06 19 00 200  7.2  8.8    MM    MM    MM  MM 1009.9  29.1  30.0  26.4   MM -1.8    MM
2017 06 06 18 00 200  7.7  9.3    MM    MM    MM  MM 1010.3  28.7  29.8  26.1   MM -1.9    MM
2017 06 06 17 00 200  8.2  9.8    MM    MM    MM  MM 1011.1  28.8  29.4  26.0   MM -1.5    MM
2017 06 06 16 00 200  9.8 10.3    MM    MM    MM  MM 1011.7  28.7  29.2  26.1   MM -0.9    MM
2017 06 06 15 00 190  8.2  9.3    MM    MM    MM  MM 1012.2  28.5  29.0  26.1   MM +0.6    MM
2017 06 06 14 00 190  7.2  8.2    MM    MM    MM  MM 1012.6  28.5  28.8  26.0   MM +1.4    MM
2017 06 06 13 00 190  6.7  7.2    MM    MM    MM  MM 1012.6  28.2  28.7  25.7   MM +1.5    MM
2017 06 06 12 00 190  7.7  8.8    MM    MM    MM  MM 1011.6  28.2  28.7  25.6   MM +0.3    MM
2017 06 06 11 00 200  9.3 10.3    MM    MM    MM  MM 1011.2  28.2  28.8  25.1   MM +0.0    MM
2017 06 06 10 00 200  8.8  9.8    MM    MM    MM  MM 1011.1  28.3  28.8  25.2   MM +0.0    MM
2017 06 06 09 00 180  7.2  8.8    MM    MM    MM  MM 1011.3  28.3  28.8  25.5   MM -0.6    MM
2017 06 06 08 00 180  6.7  7.2    MM    MM    MM  MM 1011.3  28.2  28.9  25.8   MM -1.2    MM
2017 06 06 07 00 180  6.7  7.7    MM    MM    MM  MM 1011.2  28.3  29.0  25.7   MM   MM    MM
2017 06 06 06 00 170  7.2   MM    MM    MM    MM  MM 1011.9  28.3  29.0  26.1   MM   MM    MM
2017 06 06 05 00 170  6.2  7.2    MM    MM    MM  MM 1012.5  28.2  29.1  25.8   MM +0.3    MM
2017 06 06 02 00 130  3.6  3.6    MM    MM    MM  MM 1012.2    MM  29.3    MM   MM +0.5    MM
2017 06 06 01 00 190  3.6  4.1    MM    MM    MM  MM 1011.6  25.6  29.4  23.4   MM +0.3    MM
2017 06 05 23 00 170  5.7  6.7    MM    MM    MM  MM 1011.7  28.7  29.5  26.0   MM -0.0    MM
2017 06 05 22 00 170  3.1  3.6    MM    MM    MM  MM 1011.3  28.7  29.4  25.7   MM -0.8    MM
2017 06 05 21 00 170  3.6  4.1    MM    MM    MM  MM 1011.6  28.9  29.3  25.5   MM -0.8    MM
2017 06 05 20 00 180  4.1  4.6    MM    MM    MM  MM 1011.8  29.1  29.2  25.1   MM -1.3    MM
2017 06 05 19 00 170  4.6  5.7    MM    MM    MM  MM 1012.1  28.9  29.2  25.4   MM -2.0    MM
2017 06 05 18 00 170  5.7  6.2    MM    MM    MM  MM 1012.4  28.3  29.3  25.2   MM -1.8    MM
2017 06 05 17 00 170  5.1  6.2    MM    MM    MM  MM 1013.1  28.6  29.2  25.2   MM -1.3    MM
2017 06 05 16 00 180  5.1  6.2    MM    MM    MM  MM 1014.1  28.6  28.9  25.9   MM +0.0    MM
2017 06 05 15 00 190  4.6  5.7    MM    MM    MM  MM 1014.2  28.5  28.7  25.7   MM +0.3    MM
2017 06 05 14 00 190  6.2  6.2    MM    MM    MM  MM 1014.4  28.4  28.6  25.2   MM +1.2    MM
2017 06 05 13 00 180  6.2  7.2    MM    MM    MM  MM 1014.2  28.4  28.6  24.7   MM +1.2    MM
2017 06 05 12 00 180  7.2  7.7    MM    MM    MM  MM 1013.9  28.3  28.5  24.7   MM +1.0    MM
2017 06 05 11 00 170  7.7  8.2    MM    MM    MM  MM 1013.2  28.1  28.5  24.7   MM +0.0    MM
2017 06 05 10 00 180  6.2  6.7    MM    MM    MM  MM 1013.0  28.0  28.5  24.8   MM +0.0    MM
2017 06 05 09 00 180  6.7  7.2    MM    MM    MM  MM 1012.9  27.6  28.5  23.6   MM -0.7    MM
2017 06 05 08 00 160  5.1  5.7    MM    MM    MM  MM 1013.0  28.2  28.6  25.1   MM -1.2    MM
2017 06 05 07 00 170  5.7  6.2    MM    MM    MM  MM 1013.1  28.1  28.6  24.8   MM -1.3    MM
2017 06 05 06 00 160  5.7  6.2    MM    MM    MM  MM 1013.6  28.1  28.7  24.3   MM -0.8    MM
2017 06 05 05 00 150  5.7  6.7    MM    MM    MM  MM 1014.2  28.1  28.8  24.2   MM   MM    MM
2017 06 05 04 00 140  5.1  6.2    MM    MM    MM  MM 1014.4  28.2  28.9  24.7   MM +0.8    MM
2017 06 05 03 00 140  6.2  7.2    MM    MM    MM  MM 1014.4  28.0  29.0  24.6   MM +0.8    MM
2017 06 05 02 00 130  6.2   MM    MM    MM    MM  MM     MM  28.0    MM    MM   MM   MM    MM
2017 06 05 01 00 130  5.1  5.7    MM    MM    MM  MM 1013.6  28.0  29.1  24.1   MM +0.6    MM
2017 06 05 00 00 140  4.6  5.1    MM    MM    MM  MM 1013.6  28.0  29.2  23.8   MM -0.0    MM
2017 06 04 23 00 140  3.1  4.6    MM    MM    MM  MM 1013.4  27.8  29.2  24.7   MM   MM    MM
2017 06 04 22 00 130  5.1  6.2    MM    MM    MM  MM 1013.0  27.6  29.2  24.4   MM   MM    MM
2017 06 04 21 00 130  3.1  4.1    MM    MM    MM  MM 1013.4  27.6  29.2  24.0   MM   MM    MM
2017 06 04 17 00 130  8.8  9.8    MM    MM    MM  MM 1015.3  26.1  28.8  23.7   MM +0.0    MM
2017 06 04 16 00 150  3.6  4.1    MM    MM    MM  MM 1015.4  27.8  28.8  23.5   MM +0.0    MM
2017 06 04 15 00 180  3.6  4.6    MM    MM    MM  MM 1015.2  27.1  28.9  21.8   MM +0.6    MM
2017 06 04 14 00 160  9.3  9.8    MM    MM    MM  MM 1015.2  26.3  28.9  21.3   MM +1.0    MM
2017 06 04 13 00 150  2.1  3.1    MM    MM    MM  MM 1015.2  27.9  28.9  24.2   MM +1.5    MM
2017 06 04 12 00 130  4.1  4.1    MM    MM    MM  MM 1014.6  27.4  28.9  24.6   MM +1.0    MM
2017 06 04 11 00 170  1.0  1.5    MM    MM    MM  MM 1014.2  27.7  28.9  24.0   MM +0.6    MM
2017 06 04 10 00 170  1.0  1.5    MM    MM    MM  MM 1013.7  27.6  28.9  24.5   MM -0.7    MM
2017 06 04 09 00 180  2.1  3.1    MM    MM    MM  MM 1013.6  27.6  29.0  23.9   MM -1.4    MM
2017 06 04 08 00 170  2.1  3.6    MM    MM    MM  MM 1013.6  27.6  29.1  24.3   MM -1.9    MM
2017 06 04 07 00 170  2.6  3.1    MM    MM    MM  MM 1014.4  27.5  29.1  23.8   MM -1.2    MM
2017 06 04 06 00 150  3.6  4.1    MM    MM    MM  MM 1015.0  27.4  29.2  24.1   MM -0.7    MM
2017 06 04 05 00 140  4.1  5.1    MM    MM    MM  MM 1015.5  27.5  29.3  24.4   MM +0.0    MM
2017 06 04 04 00 120  5.1  6.2    MM    MM    MM  MM 1015.6  28.0  29.4  23.8   MM +0.0    MM
2017 06 04 03 00 110  4.1  5.1    MM    MM    MM  MM 1015.7  27.8  29.4  24.1   MM +0.6    MM
2017 06 04 02 00 100  4.1  5.7    MM    MM    MM  MM 1015.7  27.7  29.5  24.0   MM +0.9    MM
2017 06 04 01 00 120  3.6  4.6    MM    MM    MM  MM 1015.4  27.6  29.5  23.7   MM +0.6    MM
2017 06 04 00 00  70  5.7  6.2    MM    MM    MM  MM 1015.1  27.2  29.6  24.4   MM +0.5    MM
2017 06 03 23 00  60  5.7  6.2    MM    MM    MM  MM 1014.8  27.3  29.7  24.1   MM +0.0    MM
2017 06 03 22 00  70  1.5  2.6    MM    MM    MM  MM 1014.8  28.2  29.6  22.4   MM -0.4    MM
2017 06 03 21 00  MM  0.0  0.5    MM    MM    MM  MM 1014.6  29.0  29.5  23.2   MM   MM    MM
2017 06 03 20 00 170  2.6  3.6    MM    MM    MM  MM 1014.8  28.9  29.4  23.4   MM   MM    MM
2017 06 03 19 00 170  3.1  3.6    MM    MM    MM  MM 1015.2  28.7  29.2  23.4   MM -1.3    MM
2017 06 03 16 00 220  4.1  5.1    MM    MM    MM  MM 1016.5  24.7  29.2  21.3   MM +0.3    MM
2017 06 03 15 00 190  2.1  2.6    MM    MM    MM  MM 1016.4  28.4  29.2  23.3   MM +0.6    MM
2017 06 03 14 00 170  4.1  4.6    MM    MM    MM  MM 1016.2  28.4  29.2  23.5   MM +1.0    MM
2017 06 03 13 00 170  3.6  3.6    MM    MM    MM  MM 1016.2  28.4  29.2  23.2   MM +1.4    MM
2017 06 03 12 00 140  4.1  4.6    MM    MM    MM  MM 1015.8  28.3  29.2  23.3   MM +1.1    MM
2017 06 03 11 00 160  3.6  4.1    MM    MM    MM  MM 1015.2  28.0  29.2  22.9   MM +0.7    MM
2017 06 03 10 00 170  2.1  3.1    MM    MM    MM  MM 1014.8  27.8  29.2  23.5   MM -0.0    MM
2017 06 03 09 00 170  3.1  4.1    MM    MM    MM  MM 1014.7  27.8  29.2  23.5   MM -0.8    MM
2017 06 03 08 00 150  4.6  5.1    MM    MM    MM  MM 1014.5  27.7  29.3  23.5   MM -1.8    MM
2017 06 03 07 00 130  4.6  5.7    MM    MM    MM  MM 1015.0  27.6  29.4  23.9   MM -1.7    MM
2017 06 03 06 00 120  4.6  5.7    MM    MM    MM  MM 1015.5  27.8  29.5  24.0   MM -1.3    MM
2017 06 03 05 00 110  4.1  6.2    MM    MM    MM  MM 1016.3  27.8  29.6  23.7   MM +0.0    MM
2017 06 03 04 00 120  2.6  4.1    MM    MM    MM  MM 1016.7  27.9  29.6  23.3   MM +0.8    MM
2017 06 03 03 00 100  4.6  5.7    MM    MM    MM  MM 1016.8  28.0  29.7  22.9   MM +1.2    MM
2017 06 03 02 00 140  1.5  2.6    MM    MM    MM  MM 1016.2  28.0  29.8  22.6   MM +1.0    MM
2017 06 03 01 00  MM  0.0  1.0    MM    MM    MM  MM 1015.9  27.9  30.0  22.5   MM +0.7    MM
2017 06 03 00 00  70  2.1  2.6    MM    MM    MM  MM 1015.6  27.8  30.1  22.2   MM +0.3    MM
2017 06 02 23 00  60  0.5  1.5    MM    MM    MM  MM 1015.2  27.9  30.1  22.8   MM   MM    MM
2017 06 02 22 00  MM  0.0  0.5    MM    MM    MM  MM 1015.2  27.7  30.1  22.1   MM   MM    MM
2017 06 02 21 00 120  2.1  2.6    MM    MM    MM  MM 1015.3  27.9  29.9  22.7   MM -1.2    MM
2017 06 02 19 00 170  3.6  4.1    MM    MM    MM  MM     MM  27.6  29.8  24.2   MM   MM    MM
2017 06 02 18 00 170  2.1  2.6    MM    MM    MM  MM 1016.5  26.8  29.8  23.1   MM -1.0    MM
2017 06 02 17 00 160  4.1  4.6    MM    MM    MM  MM 1017.1  25.7  29.7  21.6   MM -0.7    MM
2017 06 02 16 00 180  5.7  6.2    MM    MM    MM  MM 1017.3  28.5  29.8  23.7   MM +0.0    MM
2017 06 02 15 00  MM  0.0  0.5    MM    MM    MM  MM 1017.5  26.3  29.7  23.4   MM +0.9    MM
2017 06 02 14 00  80  4.6  5.7    MM    MM    MM  MM 1017.8  24.6  29.9  22.5   MM +1.6    MM
2017 06 02 13 00 180  7.7  8.2    MM    MM    MM  MM 1017.1  27.3  30.0  23.7   MM +1.5    MM
2017 06 02 12 00 160  7.2  8.2    MM    MM    MM  MM 1016.6  28.0  30.1  23.8   MM +0.9    MM
2017 06 02 11 00 140  5.7  6.2    MM    MM    MM  MM 1016.2  27.9  30.2  23.8   MM +0.3    MM
2017 06 02 10 00 160  6.2  6.7    MM    MM    MM  MM 1015.6  27.5  30.3  22.3   MM +0.0    MM
2017 06 02 09 00 150  5.7  6.7    MM    MM    MM  MM 1015.7  27.7  30.4  20.7   MM -0.6    MM
2017 06 02 08 00 150  7.2  7.7    MM    MM    MM  MM 1015.9  27.1  30.5  21.9   MM -0.7    MM
2017 06 02 07 00 140  4.1  6.2    MM    MM    MM  MM 1015.8  28.0  30.7  24.6   MM -1.2    MM
2017 06 02 06 00 130  5.7  6.2    MM    MM    MM  MM 1016.3  28.0  30.8  24.5   MM -1.0    MM
2017 06 02 05 00 130  5.7  6.2    MM    MM    MM  MM 1016.6  28.2  30.9  24.5   MM -0.5    MM
2017 06 02 04 00 130  5.1  6.2    MM    MM    MM  MM 1017.0  28.1  31.1  24.6   MM +0.3    MM
2017 06 02 03 00 110  5.1  6.2    MM    MM    MM  MM 1017.3  28.1  31.1  24.3   MM +1.2    MM
2017 06 02 02 00 130  5.7  6.2    MM    MM    MM  MM 1017.1  28.4  31.2  23.7   MM +1.5    MM
2017 06 02 01 00 150  4.6  5.1    MM    MM    MM  MM 1016.7  28.5  31.3  22.6   MM +1.0    MM
2017 06 02 00 00 160  3.6  5.1    MM    MM    MM  MM 1016.1  28.4  31.5  23.1   MM -0.0    MM
2017 06 01 23 00 140  4.6  5.1    MM    MM    MM  MM 1015.6  28.9  31.6  23.1   MM -0.8    MM
2017 06 01 22 00 150  3.6  4.1    MM    MM    MM  MM 1015.7  29.1  31.6  25.1   MM -1.4    MM
2017 06 01 21 00 160  5.7  6.2    MM    MM    MM  MM 1015.9  28.6  31.5  24.9   MM -1.9    MM
2017 06 01 20 00 150  8.2  9.3    MM    MM    MM  MM 1016.4  28.2  31.3  23.8   MM -1.8    MM
2017 06 01 19 00 150  4.1  4.6    MM    MM    MM  MM 1017.1  28.8  31.2  24.3   MM -1.6    MM
2017 06 01 18 00 190  4.1  4.6    MM    MM    MM  MM 1017.8  28.7  31.0  23.5   MM -0.7    MM
2017 06 01 17 00 140  5.1  5.7    MM    MM    MM  MM 1018.2  28.6  30.8  24.9   MM -0.6    MM
2017 06 01 16 00 180  3.6  4.1    MM    MM    MM  MM 1018.7  28.6  30.6  25.0   MM +0.0    MM
2017 06 01 15 00 160  5.7  6.7    MM    MM    MM  MM 1018.5  28.4  30.5  24.7   MM +0.3    MM
2017 06 01 14 00 110  4.6  5.7    MM    MM    MM  MM 1018.8  28.7  30.3  25.0   MM +0.6    MM
2017 06 01 13 00 150  5.1  6.7    MM    MM    MM  MM 1018.6  28.5  30.2  24.4   MM +0.8    MM
2017 06 01 12 00 150  4.1  5.1    MM    MM    MM  MM 1018.2  28.6  30.2  25.0   MM +0.8    MM
2017 06 01 11 00 130  3.1  3.6    MM    MM    MM  MM 1018.2  27.9  30.3  24.2   MM +1.0    MM
2017 06 01 10 00 140  3.1  4.6    MM    MM    MM  MM 1017.8  28.0  30.4  24.7   MM -0.0    MM
2017 06 01 09 00 150  6.7  7.7    MM    MM    MM  MM 1017.4  27.4  30.5  23.1   MM -0.4    MM
2017 06 01 08 00 130  4.6  5.7    MM    MM    MM  MM 1017.2  28.1  30.6  24.4   MM -0.4    MM
2017 06 01 07 00 130  4.6  5.1    MM    MM    MM  MM 1017.7  28.3  30.7  24.2   MM -0.7    MM
2017 06 01 06 00 140  5.7  6.2    MM    MM    MM  MM 1017.8  28.0  30.8  24.5   MM -0.9    MM
2017 06 01 05 00 120  6.2  7.2    MM    MM    MM  MM 1017.6  28.3  30.8  24.7   MM -1.0    MM
2017 06 01 04 00 120  4.6  5.1    MM    MM    MM  MM 1018.4  28.4  31.0  24.9   MM +0.3    MM
2017 06 01 03 00 140  4.6  5.7    MM    MM    MM  MM 1018.7  28.4  31.1  25.1   MM +0.9    MM
2017 06 01 02 00 120  6.2  6.7    MM    MM    MM  MM 1018.6  28.4  31.1  25.0   MM +1.4    MM
2017 06 01 01 00 130  6.2  6.7    MM    MM    MM  MM 1018.1  28.4  31.2  24.5   MM +1.2    MM
2017 06 01 00 00 140  5.1  5.7    MM    MM    MM  MM 1017.8  28.5  31.5  24.2   MM +0.5    MM
2017 05 31 23 00 130  5.1  6.2    MM    MM    MM  MM 1017.2  28.8  31.6  24.4   MM -0.3    MM
2017 05 31 22 00 140  3.6  5.1    MM    MM    MM  MM 1016.9  28.9  31.7  24.3   MM -1.0    MM
2017 05 31 21 00 140  4.1  4.6    MM    MM    MM  MM 1017.3  29.1  31.7  23.9   MM -1.2    MM
2017 05 31 20 00 150  4.1  5.7    MM    MM    MM  MM 1017.5  29.4  31.5  24.7   MM -1.3    MM
2017 05 31 19 00 150  3.6  4.1    MM    MM    MM  MM 1017.9  29.3  31.3  24.3   MM -1.1    MM
2017 05 31 18 00 160  3.6  4.1    MM    MM    MM  MM 1018.5  28.9  31.0  24.1   MM -0.8    MM
2017 05 31 17 00 160  3.6  5.1    MM    MM    MM  MM 1018.8  29.0  30.6  23.3   MM -0.3    MM
2017 05 31 16 00 130  4.1  5.1    MM    MM    MM  MM 1019.0  28.9  30.4  24.0   MM +0.0    MM
2017 05 31 15 00 170  3.6  4.1    MM    MM    MM  MM 1019.3  29.0  30.3  24.4   MM +0.8    MM
2017 05 31 14 00 170  4.6  5.1    MM    MM    MM  MM 1019.1  28.6  30.2  23.6   MM +0.8    MM
2017 05 31 13 00 140  4.6  5.7    MM    MM    MM  MM 1019.1  28.7  30.3  23.7   MM +1.1    MM
2017 05 31 12 00 140  4.6  5.7    MM    MM    MM  MM 1018.5  28.6  30.3  23.3   MM +0.8    MM
2017 05 31 11 00 140  5.1  5.7    MM    MM    MM  MM 1018.3  28.1  30.4  23.3   MM +0.6    MM
2017 05 31 10 00 140  5.7  7.2    MM    MM    MM  MM 1018.0  28.0  30.5  23.3   MM -0.0    MM
2017 05 31 09 00 140  6.7  7.2    MM    MM    MM  MM 1017.7  28.2  30.6  23.0   MM -0.5    MM
2017 05 31 08 00 150  7.2  7.7    MM    MM    MM  MM 1017.7  28.2  30.7  23.2   MM -1.3    MM
2017 05 31 07 00 140  6.7  7.7    MM    MM    MM  MM 1017.9  28.5  30.8  23.4   MM -1.4    MM
2017 05 31 06 00 150  7.7  8.8    MM    MM    MM  MM 1018.2  28.7  30.9  23.3   MM -0.9    MM
2017 05 31 05 00 130  6.2  6.7    MM    MM    MM  MM 1019.0  28.4  31.1  23.6   MM +0.0    MM
2017 05 31 04 00 120  5.7  6.7    MM    MM    MM  MM 1019.3  28.6  31.3  23.4   MM +1.0    MM
2017 05 31 03 00 120  6.7  7.7    MM    MM    MM  MM 1019.1  28.5  31.5  22.8   MM +1.3    MM
2017 05 31 02 00 120  5.7  6.7    MM    MM    MM  MM 1018.8  28.7  31.6  23.5   MM +1.4    MM
2017 05 31 01 00 120  5.7  6.7    MM    MM    MM  MM 1018.3  28.3  31.7  23.3   MM +1.2    MM
2017 05 31 00 00 150  4.6  5.7    MM    MM    MM  MM 1017.8  28.6  31.9  23.9   MM -0.0    MM
2017 05 30 23 00 140  4.1  5.1    MM    MM    MM  MM 1017.4  29.0  32.1  23.9   MM -0.5    MM
2017 05 30 22 00 150  4.1  5.1    MM    MM    MM  MM 1017.1  29.3  32.2  23.9   MM -1.3    MM
2017 05 30 21 00 180  3.1  4.1    MM    MM    MM  MM 1017.6  29.2  32.2  24.4   MM -1.2    MM
2017 05 30 20 00 150  3.6  4.1    MM    MM    MM  MM 1017.9  29.4  32.1  23.8   MM -1.4    MM
2017 05 30 19 00 140  3.1  4.6    MM    MM    MM  MM 1018.4  29.6  31.9  23.4   MM -1.3    MM
2017 05 30 18 00 110  3.6  4.1    MM    MM    MM  MM 1018.8  29.2  31.6  23.6   MM -0.8    MM
2017 05 30 17 00 150  3.1  3.6    MM    MM    MM  MM 1019.3  29.2  31.3  23.6   MM -0.5    MM
2017 05 30 16 00 150  4.1  5.1    MM    MM    MM  MM 1019.7  29.1  30.9  23.3   MM +0.0    MM
2017 05 30 15 00 170  5.1  5.7    MM    MM    MM  MM 1019.6  28.8  30.8  23.8   MM +0.5    MM
2017 05 30 14 00 150  5.7  6.7    MM    MM    MM  MM 1019.8  28.8  30.7  23.4   MM +1.0    MM
2017 05 30 13 00 150  6.7  7.2    MM    MM    MM  MM 1019.8  28.9  30.7  22.8   MM +1.1    MM
2017 05 30 12 00 140  6.2  7.2    MM    MM    MM  MM 1019.1  28.8  30.7  23.0   MM +0.9    MM
2017 05 30 11 00 170  2.6  3.1    MM    MM    MM  MM 1018.8  27.6  30.8  22.9   MM +0.7    MM
2017 05 30 10 00 140  6.7  7.7    MM    MM    MM  MM 1018.7  26.6  30.9  21.8   MM +0.5    MM
2017 05 30 09 00 180  3.1  3.6    MM    MM    MM  MM 1018.2  28.4  31.1  23.9   MM -0.4    MM
2017 05 30 08 00 160  2.6  4.6    MM    MM    MM  MM 1018.1  28.6  31.2  23.7   MM -0.8    MM
2017 05 30 07 00 130  5.7  6.7    MM    MM    MM  MM 1018.2  28.6  31.3  23.5   MM -1.0    MM
2017 05 30 06 00 140  5.1  6.2    MM    MM    MM  MM 1018.6  28.7  31.5  22.8   MM -0.5    MM
2017 05 30 05 00 120  5.7  7.2    MM    MM    MM  MM 1018.9  28.8  31.8  23.1   MM +0.4    MM
2017 05 30 04 00 100  5.1  5.7    MM    MM    MM  MM 1019.2  28.7  31.9  23.4   MM +1.1    MM
2017 05 30 03 00 140  4.6  5.7    MM    MM    MM  MM 1019.1  28.7  32.1  23.4   MM +1.0    MM
2017 05 30 02 00 140  3.6  5.1    MM    MM    MM  MM 1018.5  28.7  32.2  22.9   MM +1.5    MM
2017 05 30 01 00 170  2.1  3.1    MM    MM    MM  MM 1018.1  28.8  32.3  23.0   MM +1.2    MM
2017 05 30 00 00 180  1.5  2.6    MM    MM    MM  MM 1018.1  28.8  32.5  23.8   MM +0.8    MM
2017 05 29 23 00 180  2.6  3.1    MM    MM    MM  MM 1017.0  29.7  32.7  24.4   MM -0.9    MM
2017 05 29 22 00 120  2.1  3.6    MM    MM    MM  MM 1016.9  29.6  33.0  24.0   MM -1.5    MM
2017 05 29 21 00 190  3.1  3.6    MM    MM    MM  MM 1017.3  29.6  33.0  23.7   MM -1.3    MM
2017 05 29 20 00 140  2.1  2.6    MM    MM    MM  MM 1017.9  29.5  32.9  23.8   MM -1.2    MM
2017 05 29 19 00 190  2.6  3.1    MM    MM    MM  MM 1018.4  29.0  32.8  23.2   MM -0.8    MM
2017 05 29 18 00 190  4.1  4.6    MM    MM    MM  MM 1018.6  29.1  32.5  23.0   MM -0.3    MM
2017 05 29 17 00 160  3.1  3.6    MM    MM    MM  MM 1019.1  29.3  32.1  22.5   MM +0.9    MM
2017 05 29 16 00 200  2.1  3.1    MM    MM    MM  MM 1019.2  29.3  31.7  24.0   MM +1.4    MM
2017 05 29 15 00 180  2.6  3.6    MM    MM    MM  MM 1018.9  29.0  31.3  23.2   MM +1.5    MM
2017 05 29 14 00 170  3.6  4.6    MM    MM    MM  MM 1018.2  28.9  31.1  22.7   MM +1.0    MM
2017 05 29 13 00 180  3.1  3.6    MM    MM    MM  MM 1017.8  28.6  31.0  23.9   MM +1.4    MM
2017 05 29 12 00 180  4.6  5.1    MM    MM    MM  MM 1017.4  28.5  31.1  24.4   MM +1.5    MM
2017 05 29 11 00 190  1.5  2.1    MM    MM    MM  MM 1017.2  28.5  31.1  24.0   MM +1.1    MM
2017 05 29 10 00 190  2.6  3.1    MM    MM    MM  MM 1016.4  28.2  31.2  23.7   MM -0.3    MM
2017 05 29 09 00 190  2.1  2.1    MM    MM    MM  MM 1015.9  28.3  31.3  23.5   MM -1.2    MM
2017 05 29 08 00  MM  0.0  0.5    MM    MM    MM  MM 1016.1  28.3  31.4  23.7   MM -1.3    MM
2017 05 29 07 00  MM  0.0  0.0    MM    MM    MM  MM 1016.7  28.4  31.5  23.6   MM -0.8    MM
2017 05 29 06 00 360  2.1  2.6    MM    MM    MM  MM 1017.1  28.6  31.6  23.1   MM -0.4    MM
2017 05 29 05 00 300  1.0  2.1    MM    MM    MM  MM 1017.4  28.9  31.6  22.7   MM +0.3    MM
2017 05 29 04 00 260  1.0  2.1    MM    MM    MM  MM 1017.5  29.0  31.7  22.9   MM +0.5    MM
2017 05 29 03 00  MM  0.0  1.0    MM    MM    MM  MM 1017.5  29.0  31.7  23.4   MM +0.9    MM
2017 05 29 02 00 250  0.5  1.5    MM    MM    MM  MM 1017.1  28.7  31.9  24.1   MM +0.5    MM
2017 05 29 01 00 260  2.1  2.6    MM    MM    MM  MM 1017.0  28.8  31.9  24.2   MM +0.4    MM
2017 05 29 00 00 250  2.6  4.1    MM    MM    MM  MM 1016.6  28.8  32.1  24.0   MM +0.0    MM
