YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 07 17 134 11.2 12.4 99.00 99.00 99.00 999 1013.0  25.4  23.3 999.0 99.0
98 01 07 18 136 10.1 11.0 99.00 99.00 99.00 999 1012.1  25.5  23.3 999.0 99.0
98 01 07 19 137  9.6 10.1 99.00 99.00 99.00 999 1011.4  25.7  23.4 999.0 99.0
98 01 07 20 143 10.2 10.8 99.00 99.00 99.00 999 1011.0  25.9  23.7 999.0 99.0
98 01 07 21 141  9.3 10.3 99.00 99.00 99.00 999 1010.8  25.9  23.9 999.0 99.0
98 01 07 22 125  9.2  9.7 99.00 99.00 99.00 999 1010.9  25.9  24.0 999.0 99.0
98 01 07 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 08 00 131  9.0  9.7 99.00 99.00 99.00 999 1011.3  24.9  24.0 999.0 99.0
98 01 08 01 136  9.4  9.9 99.00 99.00 99.00 999 1011.8  24.9  24.0 999.0 99.0
98 01 08 02 136 10.2 11.1 99.00 99.00 99.00 999 1012.2  24.9  23.9 999.0 99.0
98 01 08 03 141 10.2 11.0 99.00 99.00 99.00 999 1012.1  24.9  23.9 999.0 99.0
98 01 08 04 143 11.0 11.8 99.00 99.00 99.00 999 1011.7  24.9  23.9 999.0 99.0
98 01 08 05 154 10.3 11.2 99.00 99.00 99.00 999 1011.6  24.8  23.9 999.0 99.0
98 01 08 06 162  8.5  8.9 99.00 99.00 99.00 999 1011.7  24.7  23.9 999.0 99.0
98 01 08 07 165  8.6  9.7 99.00 99.00 99.00 999 1011.5  24.9  23.9 999.0 99.0
98 01 08 08 168  9.0  9.5 99.00 99.00 99.00 999 1011.3  24.9  23.8 999.0 99.0
98 01 08 09 165  9.9 10.8 99.00 99.00 99.00 999 1011.0  24.8  23.7 999.0 99.0
98 01 08 10 178 11.3 11.9 99.00 99.00 99.00 999 1011.2  25.1  23.9 999.0 99.0
98 01 08 11 160  9.9 10.7 99.00 99.00 99.00 999 1011.4  25.0  23.9 999.0 99.0
98 01 08 12 166 12.0 12.9 99.00 99.00 99.00 999 1011.8  24.9  23.9 999.0 99.0
98 01 08 13 177 10.2 10.9 99.00 99.00 99.00 999 1012.6  24.8  23.9 999.0 99.0
98 01 08 14 167 10.8 11.4 99.00 99.00 99.00 999 1013.0  25.1  23.9 999.0 99.0
98 01 08 15 160 11.4 12.0 99.00 99.00 99.00 999 1013.0  25.1  24.0 999.0 99.0
98 01 08 16 163 11.9 12.9 99.00 99.00 99.00 999 1012.5  25.4  24.1 999.0 99.0
98 01 08 17 171 11.1 11.9 99.00 99.00 99.00 999 1011.9  25.5  24.1 999.0 99.0
98 01 08 18 171 10.7 11.3 99.00 99.00 99.00 999 1011.1  25.6  24.2 999.0 99.0
98 01 08 19 177  9.3  9.7 99.00 99.00 99.00 999 1010.9  25.9  24.3 999.0 99.0
98 01 08 20 173  8.0  8.3 99.00 99.00 99.00 999 1010.6  26.1  24.3 999.0 99.0
98 01 08 21 173  6.2  6.6 99.00 99.00 99.00 999 1011.1  26.1  24.2 999.0 99.0
98 01 08 22 171  5.7  6.2 99.00 99.00 99.00 999 1011.3  25.2  24.2 999.0 99.0
98 01 08 23 177  7.8  7.9 99.00 99.00 99.00 999 1011.4  25.1  24.2 999.0 99.0
98 01 09 00 226 10.8 12.1 99.00 99.00 99.00 999 1011.9  25.2  24.2 999.0 99.0
98 01 09 01 230 10.2 10.7 99.00 99.00 99.00 999 1012.9  24.2  24.1 999.0 99.0
98 01 09 02 245  9.0  9.7 99.00 99.00 99.00 999 1013.0  24.3  24.1 999.0 99.0
98 01 09 03 239  8.3  8.8 99.00 99.00 99.00 999 1013.4  24.2  24.1 999.0 99.0
98 01 09 04 248  8.0  8.4 99.00 99.00 99.00 999 1013.7  24.2  24.0 999.0 99.0
98 01 09 05 243  5.7  6.0 99.00 99.00 99.00 999 1013.6  24.1  23.9 999.0 99.0
98 01 09 06 228  4.4  5.0 99.00 99.00 99.00 999 1013.7  23.9  23.8 999.0 99.0
98 01 09 07 237  5.0  5.4 99.00 99.00 99.00 999 1013.8  23.9  23.8 999.0 99.0
98 01 09 08 253  3.2  3.6 99.00 99.00 99.00 999 1013.8  23.9  23.7 999.0 99.0
98 01 09 09 280  3.8  4.0 99.00 99.00 99.00 999 1013.9  23.4  23.7 999.0 99.0
98 01 09 10  26  2.0  2.2 99.00 99.00 99.00 999 1014.3  22.7  23.9 999.0 99.0
98 01 09 11   2  1.8  2.0 99.00 99.00 99.00 999 1014.7  22.7  23.9 999.0 99.0
98 01 09 12 333  3.6  3.7 99.00 99.00 99.00 999 1015.4  22.7  23.8 999.0 99.0
98 01 09 13 346  2.6  2.8 99.00 99.00 99.00 999 1015.7  22.8  23.7 999.0 99.0
98 01 09 14   5  2.5  2.7 99.00 99.00 99.00 999 1016.3  22.7  23.7 999.0 99.0
98 01 09 15 348  2.5  2.8 99.00 99.00 99.00 999 1017.5  22.7  23.8 999.0 99.0
98 01 09 16 343  4.0  4.2 99.00 99.00 99.00 999 1017.3  22.8  23.8 999.0 99.0
98 01 09 17 343  4.4  4.6 99.00 99.00 99.00 999 1016.8  23.0  23.9 999.0 99.0
98 01 09 18 344  3.2  3.9 99.00 99.00 99.00 999 1016.3  23.5  24.0 999.0 99.0
98 01 09 19 338  5.2  5.4 99.00 99.00 99.00 999 1015.8  23.2  23.9 999.0 99.0
