#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 12 12 10 00 360  6.2  6.7    MM    MM    MM  MM 1019.1  15.1  24.1    MM   MM -1.0    MM
2017 12 12 09 00 360  7.7  8.2    MM    MM    MM  MM 1019.2  15.2  24.2    MM   MM -1.4    MM
2017 12 12 08 00 360  5.7  6.7    MM    MM    MM  MM 1019.6  15.5  24.2    MM   MM -1.5    MM
2017 12 12 07 00 360  6.2  6.7    MM    MM    MM  MM 1020.1  15.6  24.1    MM   MM -1.7    MM
2017 12 12 06 00 360  6.2  6.7    MM    MM    MM  MM 1020.6  15.9  24.0    MM   MM -1.4    MM
2017 12 12 05 00 360  6.7  7.2    MM    MM    MM  MM 1021.1  16.1  23.8    MM   MM -0.8    MM
2017 12 12 04 00 360  6.7  7.2    MM    MM    MM  MM 1021.8  16.2  23.6    MM   MM +0.0    MM
2017 12 12 03 00 360  5.7  6.2    MM    MM    MM  MM 1022.0  16.3  23.6    MM   MM +0.5    MM
2017 12 12 02 00 360  5.7  6.7    MM    MM    MM  MM 1021.9  16.5  23.7    MM   MM +0.6    MM
2017 12 12 01 00  10  6.2  6.7    MM    MM    MM  MM 1021.7  16.8  23.9    MM   MM +0.8    MM
2017 12 12 00 00 360  6.7  7.7    MM    MM    MM  MM 1021.5  16.9  24.1    MM   MM +0.6    MM
2017 12 11 23 00 350  5.7  6.7    MM    MM    MM  MM 1021.3  17.9  24.0    MM   MM +0.3    MM
2017 12 11 22 00  10  5.7  6.7    MM    MM    MM  MM 1020.9  18.4  23.8    MM   MM -0.5    MM
2017 12 11 21 00 360  6.2  7.2    MM    MM    MM  MM 1020.9  18.3  23.3    MM   MM -1.3    MM
2017 12 11 20 00 360  6.2  7.2    MM    MM    MM  MM 1021.0  17.9  22.8    MM   MM -2.5    MM
2017 12 11 19 00 360  6.2  7.2    MM    MM    MM  MM 1021.4  17.4  22.6    MM   MM -3.4    MM
2017 12 11 18 00 360  6.2  7.2    MM    MM    MM  MM 1022.2  16.5  22.8    MM   MM -3.1    MM
2017 12 11 17 00  10  5.7  7.2    MM    MM    MM  MM 1023.5  15.5  22.8    MM   MM -1.2    MM
2017 12 11 16 00 360  5.1  5.7    MM    MM    MM  MM 1024.8  14.8  23.1    MM   MM +0.3    MM
2017 12 11 15 00  10  7.7  8.8    MM    MM    MM  MM 1025.3  13.9  23.3    MM   MM +1.4    MM
2017 12 11 14 00 360  9.8 10.8    MM    MM    MM  MM 1024.7  13.2  23.4    MM   MM +1.2    MM
2017 12 11 13 00 360  9.8 10.8    MM    MM    MM  MM 1024.5  12.8  23.6    MM   MM +1.0    MM
2017 12 11 12 00 360 10.3 12.4    MM    MM    MM  MM 1023.9  13.1  23.9    MM   MM +0.3    MM
2017 12 11 11 00 360 11.3 12.9    MM    MM    MM  MM 1023.5  13.1  24.4    MM   MM +0.3    MM
2017 12 11 10 00 360  9.8 10.8    MM    MM    MM  MM 1023.5  13.4  24.9    MM   MM +0.0    MM
2017 12 11 09 00 360  9.3 10.3    MM    MM    MM  MM 1023.6  13.3  25.1    MM   MM -0.4    MM
2017 12 11 08 00 360 11.3 11.8    MM    MM    MM  MM 1023.2  13.3  25.1    MM   MM -1.3    MM
2017 12 11 07 00 360  9.8 11.3    MM    MM    MM  MM 1023.4  13.6  25.1    MM   MM -1.7    MM
2017 12 11 06 00 360  9.8 11.3    MM    MM    MM  MM 1024.0  13.6  25.1    MM   MM -1.3    MM
2017 12 11 05 00 360  9.8 10.3    MM    MM    MM  MM 1024.5  13.6  25.1    MM   MM -0.5    MM
2017 12 11 04 00 350  9.3 10.3    MM    MM    MM  MM 1025.1  13.7  25.0    MM   MM +0.5    MM
2017 12 11 03 00 350 10.3 11.3    MM    MM    MM  MM 1025.3  13.5  24.8    MM   MM +1.0    MM
2017 12 11 02 00 350 10.3 11.3    MM    MM    MM  MM 1025.0  13.8  24.8    MM   MM +0.6    MM
2017 12 11 01 00 360  9.3 10.3    MM    MM    MM  MM 1024.6  14.2  24.9    MM   MM +1.0    MM
2017 12 11 00 00 350  8.2  9.3    MM    MM    MM  MM 1024.3  14.6  24.9    MM   MM +0.8    MM
2017 12 10 23 00 360  6.2  7.2    MM    MM    MM  MM 1024.4  15.5  24.8    MM   MM +1.3    MM
2017 12 10 22 00 350  6.2  6.7    MM    MM    MM  MM 1023.6  15.9  24.7    MM   MM +0.8    MM
2017 12 10 21 00 360  6.7  8.2    MM    MM    MM  MM 1023.5  15.9  24.7    MM   MM -0.0    MM
2017 12 10 20 00  10  7.7  9.3    MM    MM    MM  MM 1023.1  15.4  24.6    MM   MM -1.0    MM
2017 12 10 19 00  10  6.2  7.7    MM    MM    MM  MM 1022.8  14.9  24.4    MM   MM -2.1    MM
2017 12 10 18 00  10  6.2  7.7    MM    MM    MM  MM 1023.4  14.3  24.5    MM   MM -1.6    MM
2017 12 10 17 00 360  9.3  9.8    MM    MM    MM  MM 1024.1  13.6  24.7    MM   MM -0.9    MM
2017 12 10 16 00 360  8.8 10.3    MM    MM    MM  MM 1024.9  13.5  24.9    MM   MM +0.9    MM
2017 12 10 15 00  20  9.8 11.3    MM    MM    MM  MM 1025.0  12.8  24.9    MM   MM +1.8    MM
2017 12 10 13 00 360 11.8 12.9    MM    MM    MM  MM 1024.0  11.8  25.0    MM   MM +2.5    MM
2017 12 10 12 00 360 11.3 12.9    MM    MM    MM  MM 1023.2  12.1  25.0    MM   MM +2.2    MM
2017 12 10 11 00 350 13.4 14.9    MM    MM    MM  MM 1021.8  12.6  25.1    MM   MM +1.6    MM
2017 12 10 10 00 350 12.4 14.4    MM    MM    MM  MM 1021.5  13.0  25.2    MM   MM +1.6    MM
2017 12 10 09 00 360 12.9 14.4    MM    MM    MM  MM 1021.0  13.2  25.4    MM   MM +1.5    MM
2017 12 10 08 00 350 11.8 13.4    MM    MM    MM  MM 1020.2  13.7  25.4    MM   MM -0.0    MM
2017 12 10 07 00 360 12.4 13.9    MM    MM    MM  MM 1019.9  14.9  25.5    MM   MM -0.0    MM
2017 12 10 06 00 360 14.4 16.0    MM    MM    MM  MM 1019.5  15.6  25.6    MM   MM +0.0    MM
2017 12 10 05 00 360 12.4 13.9    MM    MM    MM  MM 1020.0  16.5  25.7    MM   MM +1.2    MM
2017 12 10 04 00 360 10.8 13.4    MM    MM    MM  MM 1020.1  17.3  25.7    MM   MM +2.2    MM
2017 12 10 03 00 360 11.8 13.4    MM    MM    MM  MM 1019.7  17.7  25.7    MM   MM +2.7    MM
2017 12 10 02 00  10 10.3 11.8    MM    MM    MM  MM 1018.8  18.1  25.8    MM   MM +2.4    MM
2017 12 10 01 00 360 10.3 12.4    MM    MM    MM  MM 1017.9  18.4  25.9    MM   MM +2.5    MM
2017 12 10 00 00  10  9.8 11.3    MM    MM    MM  MM 1017.0  18.9  26.0    MM   MM +2.3    MM
2017 12 09 23 00  10  9.8 11.8    MM    MM    MM  MM 1016.4  19.1  26.0    MM   MM +1.9    MM
2017 12 09 22 00 350  9.3 10.3    MM    MM    MM  MM 1015.4  19.8  26.0    MM   MM +1.7    MM
2017 12 09 21 00 360  8.2 10.3    MM    MM    MM  MM 1014.7  19.6  26.0    MM   MM +1.1    MM
2017 12 09 20 00 360  8.8 10.3    MM    MM    MM  MM 1014.5  19.7  26.1    MM   MM -0.0    MM
2017 12 09 19 00 350 10.8 11.8    MM    MM    MM  MM 1013.7  19.4  26.2    MM   MM -0.8    MM
2017 12 09 18 00 360 11.3 12.4    MM    MM    MM  MM 1013.6  19.4  26.3    MM   MM +1.3    MM
2017 12 09 17 00 350 11.3 12.9    MM    MM    MM  MM 1014.6  19.4  26.3    MM   MM +2.0    MM
2017 12 09 16 00 350 13.9 14.9    MM    MM    MM  MM 1014.5  20.4  26.3    MM   MM +2.5    MM
2017 12 09 15 00 210 12.9 14.4    MM    MM    MM  MM 1012.3  26.5  26.3    MM   MM +1.3    MM
2017 12 09 14 00 210  9.8 10.8    MM    MM    MM  MM 1012.6  26.5  26.4    MM   MM   MM    MM
2017 12 09 13 00 210  7.7  8.8    MM    MM    MM  MM 1012.0  26.1  26.4    MM   MM +0.9    MM
2017 12 09 12 00 220  9.8 10.3    MM    MM    MM  MM 1011.0  25.2  26.4    MM   MM +0.0    MM
2017 12 09 10 00 230  7.2  8.2    MM    MM    MM  MM 1011.1  26.5  26.4    MM   MM -0.3    MM
2017 12 09 09 00 240  5.7  6.7    MM    MM    MM  MM 1011.1  26.5  26.4    MM   MM -1.1    MM
2017 12 09 08 00 240  6.7  7.2    MM    MM    MM  MM 1011.4  26.4  26.4    MM   MM -0.9    MM
2017 12 09 07 00 250  5.7  7.2    MM    MM    MM  MM 1011.4  26.4  26.4    MM   MM -1.4    MM
2017 12 09 06 00 240  7.2  8.8    MM    MM    MM  MM 1012.2  26.4  26.4    MM   MM -0.5    MM
2017 12 09 05 00 210  6.7  7.7    MM    MM    MM  MM 1012.3  26.3  26.5    MM   MM +0.0    MM
2017 12 09 04 00 210  6.2  6.7    MM    MM    MM  MM 1012.8  26.3  26.5    MM   MM +0.4    MM
2017 12 09 03 00 210  5.7  6.2    MM    MM    MM  MM 1012.7  26.3  26.5    MM   MM +0.8    MM
2017 12 09 02 00 200  4.6  4.6    MM    MM    MM  MM 1012.5  26.0  26.5    MM   MM +0.8    MM
2017 12 09 01 00 210  5.1  5.7    MM    MM    MM  MM 1012.4  26.1  26.5    MM   MM +0.7    MM
2017 12 09 00 00 220  4.1  4.6    MM    MM    MM  MM 1011.9  26.0  26.6    MM   MM +0.5    MM
2017 12 08 23 00 230  3.6  4.6    MM    MM    MM  MM 1011.7  26.1  26.6    MM   MM +0.5    MM
2017 12 08 22 00 200  5.7  6.2    MM    MM    MM  MM 1011.7  26.4  26.6    MM   MM +0.4    MM
2017 12 08 21 00 230  4.6  5.7    MM    MM    MM  MM 1011.4  26.5  26.5    MM   MM -0.4    MM
2017 12 08 20 00 190  6.2  6.7    MM    MM    MM  MM 1011.2  26.5  26.5    MM   MM -2.1    MM
2017 12 08 19 00 180  6.2  6.7    MM    MM    MM  MM 1011.3  26.5  26.5    MM   MM -2.9    MM
2017 12 08 18 00 190  6.2  6.7    MM    MM    MM  MM 1011.8  26.4  26.5    MM   MM -2.7    MM
2017 12 08 17 00 190  6.7  6.7    MM    MM    MM  MM 1013.3  26.3  26.4    MM   MM -1.0    MM
2017 12 08 16 00 240  3.6  5.1    MM    MM    MM  MM 1014.2  26.3  26.4    MM   MM +0.7    MM
2017 12 08 15 00 240  3.6  4.6    MM    MM    MM  MM 1014.5  26.2  26.4    MM   MM   MM    MM
2017 12 08 14 00 210  5.1  5.7    MM    MM    MM  MM 1014.3  26.0  26.4    MM   MM +1.1    MM
2017 12 08 13 00 200  6.2  6.7    MM    MM    MM  MM 1013.5  25.8  26.4    MM   MM +0.8    MM
2017 12 08 11 00 190  5.1  5.7    MM    MM    MM  MM 1013.2  25.8  26.4    MM   MM -0.0    MM
2017 12 08 10 00 210  4.6  5.1    MM    MM    MM  MM 1012.7  25.8  26.4    MM   MM -0.7    MM
2017 12 08 09 00 200  4.6  5.1    MM    MM    MM  MM 1012.9  25.7  26.4    MM   MM -1.2    MM
2017 12 08 08 00 180  5.7  5.7    MM    MM    MM  MM 1013.0  25.6  26.4    MM   MM -1.6    MM
2017 12 08 07 00 180  4.1  4.6    MM    MM    MM  MM 1013.4  25.7  26.4    MM   MM -1.4    MM
2017 12 08 06 00 190  4.1  4.6    MM    MM    MM  MM 1014.1  25.7  26.5    MM   MM -0.9    MM
2017 12 08 05 00 180  3.6  4.1    MM    MM    MM  MM 1014.6  25.7  26.5    MM   MM -0.4    MM
2017 12 08 04 00 170  4.6  4.6    MM    MM    MM  MM 1014.8  25.7  26.5    MM   MM +0.0    MM
2017 12 08 03 00 150  4.6  5.1    MM    MM    MM  MM 1015.0  25.8  26.5    MM   MM +0.8    MM
2017 12 08 02 00  70  1.5  3.6    MM    MM    MM  MM 1015.0  25.8  26.5    MM   MM +1.3    MM
2017 12 08 01 00  90  2.1  4.1    MM    MM    MM  MM 1014.8  25.8  26.5    MM   MM +1.0    MM
2017 12 08 00 00 130  4.6  5.7    MM    MM    MM  MM 1014.2  25.7  26.6    MM   MM +0.6    MM
2017 12 07 23 00 140  5.1  5.7    MM    MM    MM  MM 1013.7  25.8  26.7    MM   MM -0.3    MM
2017 12 07 22 00 140  5.1  5.1    MM    MM    MM  MM 1013.8  25.9  26.7    MM   MM -0.6    MM
2017 12 07 21 00  50  1.0  1.5    MM    MM    MM  MM 1013.6  26.3  26.7    MM   MM -1.5    MM
2017 12 07 20 00 130  3.6  4.1    MM    MM    MM  MM 1014.0  26.1  26.7    MM   MM -1.9    MM
2017 12 07 19 00  40  1.0  1.5    MM    MM    MM  MM 1014.4  26.2  26.7    MM   MM -2.3    MM
2017 12 07 18 00 140  4.1  4.6    MM    MM    MM  MM 1015.1  26.2  26.6    MM   MM -2.0    MM
2017 12 07 17 00 130  4.1  4.6    MM    MM    MM  MM 1015.9  26.0  26.5    MM   MM -1.1    MM
2017 12 07 16 00 130  4.6  5.1    MM    MM    MM  MM 1016.7  26.0  26.4    MM   MM +0.0    MM
2017 12 07 15 00 120  5.1  6.2    MM    MM    MM  MM 1017.1  26.1  26.4    MM   MM +0.9    MM
2017 12 07 14 00 130  5.7  6.2    MM    MM    MM  MM 1017.0  26.0  26.4    MM   MM +1.1    MM
2017 12 07 13 00 130  4.1  4.6    MM    MM    MM  MM 1016.5  25.9  26.4    MM   MM +0.5    MM
2017 12 07 12 00  70  2.1  3.1    MM    MM    MM  MM 1016.2  25.4  26.4    MM   MM -0.0    MM
2017 12 07 11 00  30  0.5  1.0    MM    MM    MM  MM 1015.9  25.4  26.4    MM   MM -0.4    MM
2017 12 07 10 00  60  1.5  3.1    MM    MM    MM  MM 1016.0  25.5  26.4    MM   MM -0.5    MM
2017 12 07 09 00  MM  0.0  1.0    MM    MM    MM  MM 1016.2  25.5  26.3    MM   MM -0.8    MM
2017 12 07 08 00  MM  0.0  1.0    MM    MM    MM  MM 1016.3  25.5  26.3    MM   MM   MM    MM
2017 12 07 07 00  40  1.0  1.5    MM    MM    MM  MM 1016.5  25.5  26.4    MM   MM -1.7    MM
2017 12 07 06 00  60  1.5  2.6    MM    MM    MM  MM 1017.0  25.5  26.4    MM   MM -1.5    MM
2017 12 07 05 00  40  1.0   MM    MM    MM    MM  MM     MM  25.5    MM    MM   MM   MM    MM
2017 12 07 04 00  50  2.1  3.1    MM    MM    MM  MM 1018.2  25.5  26.4    MM   MM +0.0    MM
2017 12 07 03 00  50  1.5  3.1    MM    MM    MM  MM 1018.5  25.6  26.4    MM   MM   MM    MM
2017 12 07 02 00  40  0.5  2.1    MM    MM    MM  MM 1018.4  25.6  26.4    MM   MM +0.8    MM
2017 12 07 01 00 110  2.1  2.1    MM    MM    MM  MM 1018.3  25.6  26.5    MM   MM +0.8    MM
2017 12 07 00 00 140  2.1  2.6    MM    MM    MM  MM 1017.9  25.4  26.5    MM   MM +0.8    MM
2017 12 06 23 00 120  2.6  3.1    MM    MM    MM  MM 1017.6  25.4  26.5    MM   MM   MM    MM
2017 12 06 22 00 120  2.6  3.1    MM    MM    MM  MM 1017.5  25.7  26.5    MM   MM -0.0    MM
2017 12 06 21 00 140  5.1  5.1    MM    MM    MM  MM 1017.1  25.7  26.6    MM   MM -0.9    MM
2017 12 06 20 00 110  3.1  3.1    MM    MM    MM  MM 1017.5  26.0  26.6    MM   MM -1.6    MM
2017 12 06 19 00 130  4.6  5.1    MM    MM    MM  MM 1017.5  25.6  26.5    MM   MM -2.7    MM
2017 12 06 18 00 130  4.6  5.7    MM    MM    MM  MM 1018.0  25.5  26.5    MM   MM -2.6    MM
2017 12 06 17 00 140  5.1  6.2    MM    MM    MM  MM 1019.1  25.5  26.4    MM   MM -1.3    MM
2017 12 06 16 00 130  6.2  6.7    MM    MM    MM  MM 1020.2  25.5  26.4    MM   MM +0.6    MM
2017 12 06 15 00 130  6.2  6.7    MM    MM    MM  MM 1020.6  25.7  26.3    MM   MM +1.2    MM
2017 12 06 14 00 130  5.7  6.2    MM    MM    MM  MM 1020.4  25.6  26.3    MM   MM +1.5    MM
2017 12 06 13 00 110  5.7  5.7    MM    MM    MM  MM 1019.6  25.3  26.3    MM   MM +1.1    MM
2017 12 06 12 00 120  4.6  5.1    MM    MM    MM  MM 1019.4  25.0  26.3    MM   MM +0.9    MM
2017 12 06 11 00 110  5.1  5.1    MM    MM    MM  MM 1018.9  25.0  26.3    MM   MM -0.0    MM
2017 12 06 10 00 120  5.7  6.2    MM    MM    MM  MM 1018.5  25.1  26.3    MM   MM -0.6    MM
2017 12 06 09 00 120  5.7  6.2    MM    MM    MM  MM 1018.5  25.1  26.3    MM   MM -0.9    MM
2017 12 06 08 00 130  6.2  6.7    MM    MM    MM  MM 1018.7  25.2  26.3    MM   MM -1.1    MM
2017 12 06 07 00 130  6.7  7.7    MM    MM    MM  MM 1019.1  25.3  26.3    MM   MM -1.3    MM
2017 12 06 06 00 130  7.7  8.2    MM    MM    MM  MM 1019.4  25.4  26.4    MM   MM -1.1    MM
2017 12 06 05 00 140  8.2  9.3    MM    MM    MM  MM 1019.8  25.6  26.4    MM   MM -0.8    MM
2017 12 06 04 00 130  8.2  9.3    MM    MM    MM  MM 1020.4  25.7  26.4    MM   MM +0.0    MM
2017 12 06 03 00 120  6.7  7.2    MM    MM    MM  MM 1020.5  25.7  26.4    MM   MM +0.4    MM
2017 12 06 02 00  70  5.1  7.2    MM    MM    MM  MM 1020.6  25.7  26.3    MM   MM +0.9    MM
2017 12 06 01 00  70  4.1  5.7    MM    MM    MM  MM 1020.6  25.6  26.3    MM   MM +1.1    MM
2017 12 06 00 00  50  3.6  4.6    MM    MM    MM  MM 1020.1  25.5  26.2    MM   MM +0.7    MM
2017 12 05 23 00  50  3.1  4.1    MM    MM    MM  MM 1019.7  25.5  26.2    MM   MM +0.0    MM
2017 12 05 22 00 100  6.7  7.2    MM    MM    MM  MM 1019.5  25.6  26.2    MM   MM +0.0    MM
2017 12 05 21 00 100  6.7  7.2    MM    MM    MM  MM 1019.4  25.6  26.1    MM   MM -0.9    MM
2017 12 05 20 00 110  7.2  7.7    MM    MM    MM  MM 1019.5  25.5  26.1    MM   MM -1.8    MM
2017 12 05 19 00 110  7.7  8.2    MM    MM    MM  MM 1019.6  25.4  26.0    MM   MM -2.1    MM
2017 12 05 18 00 120  8.2  9.3    MM    MM    MM  MM 1020.3  25.4  25.8    MM   MM -1.7    MM
2017 12 05 17 00 120  7.7  8.8    MM    MM    MM  MM 1021.3  25.5  25.9    MM   MM -0.7    MM
2017 12 05 16 00 120  8.2  9.8    MM    MM    MM  MM 1021.7  25.4  25.9    MM   MM +0.0    MM
2017 12 05 15 00 120 10.3 11.3    MM    MM    MM  MM 1022.0  25.4  25.9    MM   MM +1.2    MM
2017 12 05 14 00 110  9.3  9.8    MM    MM    MM  MM 1022.0  25.4  25.8    MM   MM +1.7    MM
2017 12 05 13 00 120  8.8  9.8    MM    MM    MM  MM 1021.5  25.2  25.9    MM   MM +1.5    MM
2017 12 05 12 00 100  7.7  8.2    MM    MM    MM  MM 1020.8  25.0  25.9    MM   MM +1.0    MM
2017 12 05 11 00  90  8.8  9.8    MM    MM    MM  MM 1020.3  24.7  25.9    MM   MM +0.8    MM
2017 12 05 10 00  70  5.7  7.2    MM    MM    MM  MM 1020.0  25.0  25.9    MM   MM +0.3    MM
2017 12 05 09 00  80  5.7  6.2    MM    MM    MM  MM 1019.8  25.0  25.9    MM   MM -0.0    MM
2017 12 05 08 00  80  6.2  7.7    MM    MM    MM  MM 1019.5  25.0  25.9    MM   MM -1.0    MM
2017 12 05 07 00  90  6.7  8.2    MM    MM    MM  MM 1019.7  25.0  25.9    MM   MM -1.2    MM
2017 12 05 06 00 100  8.2  8.8    MM    MM    MM  MM 1019.9  25.0  25.9    MM   MM -1.0    MM
2017 12 05 05 00  90  7.2  7.7    MM    MM    MM  MM 1020.5  25.0  25.9    MM   MM +0.0    MM
2017 12 05 04 00  70  6.7  7.7    MM    MM    MM  MM 1020.9  25.0  25.9    MM   MM +0.6    MM
2017 12 05 03 00  90  7.2  8.2    MM    MM    MM  MM 1020.9  25.1  25.9    MM   MM +1.1    MM
2017 12 05 02 00  70  7.2  8.2    MM    MM    MM  MM 1020.7  25.0  25.9    MM   MM +1.4    MM
2017 12 05 01 00  80  7.2  8.8    MM    MM    MM  MM 1020.3  25.0  25.9    MM   MM +1.1    MM
2017 12 05 00 00  70  7.7  8.2    MM    MM    MM  MM 1019.8  24.9  25.8    MM   MM +0.7    MM
2017 12 04 23 00  70  7.2  8.2    MM    MM    MM  MM 1019.3  24.8  25.6    MM   MM -0.0    MM
2017 12 04 22 00  90  7.2  8.8    MM    MM    MM  MM 1019.2  24.8  25.4    MM   MM +0.0    MM
2017 12 04 21 00  80  7.7  8.2    MM    MM    MM  MM 1019.1  25.0  25.6    MM   MM -0.5    MM
2017 12 04 20 00  90  7.2  8.2    MM    MM    MM  MM 1019.4  25.0  25.7    MM   MM -1.0    MM
2017 12 04 19 00  90  7.7  8.8    MM    MM    MM  MM 1019.4  24.9  25.6    MM   MM -1.9    MM
2017 12 04 18 00 100  8.2  9.3    MM    MM    MM  MM 1019.6  24.7  25.6    MM   MM -1.5    MM
2017 12 04 17 00  90  8.2  9.3    MM    MM    MM  MM 1020.4  24.7  25.8    MM   MM -0.3    MM
2017 12 04 16 00 100  7.7  8.8    MM    MM    MM  MM 1021.3  24.9  25.9    MM   MM +1.3    MM
2017 12 04 15 00 100  9.3 10.3    MM    MM    MM  MM 1021.1  24.8  25.9    MM   MM +1.8    MM
2017 12 04 14 00  90  9.3 10.8    MM    MM    MM  MM 1020.7  24.5  25.9    MM   MM +1.7    MM
2017 12 04 13 00  80  8.8  9.3    MM    MM    MM  MM 1020.0  24.6  25.9    MM   MM +1.6    MM
2017 12 04 12 00  80  7.7  8.2    MM    MM    MM  MM 1019.3  24.6  25.9    MM   MM +1.1    MM
2017 12 04 11 00  70  5.7  7.2    MM    MM    MM  MM 1019.0  24.5  25.9    MM   MM +0.7    MM
2017 12 04 10 00  60  5.1  6.7    MM    MM    MM  MM 1018.4  24.5  25.9    MM   MM -0.3    MM
2017 12 04 09 00  60  5.7  6.7    MM    MM    MM  MM 1018.2  24.5  25.9    MM   MM -0.7    MM
2017 12 04 08 00  60  3.1  3.6    MM    MM    MM  MM 1018.3  24.5  25.9    MM   MM -0.8    MM
2017 12 04 07 00  60  4.1  5.7    MM    MM    MM  MM 1018.7  24.6  25.9    MM   MM -0.4    MM
2017 12 04 06 00  50  4.1  5.1    MM    MM    MM  MM 1018.9  24.6  25.9    MM   MM +0.0    MM
2017 12 04 05 00  50  5.1  5.7    MM    MM    MM  MM 1019.1  24.7  25.9    MM   MM +0.4    MM
2017 12 04 04 00  50  6.2  7.2    MM    MM    MM  MM 1019.1  24.7  25.9    MM   MM   MM    MM
2017 12 04 03 00  60  6.2  7.7    MM    MM    MM  MM 1019.0  24.8  25.9    MM   MM +0.8    MM
2017 12 04 02 00  50  5.7  6.7    MM    MM    MM  MM 1018.7  24.6  25.9    MM   MM +1.0    MM
2017 12 04 01 00  50  5.1  6.2    MM    MM    MM  MM 1018.6  24.6  25.9    MM   MM +1.0    MM
2017 12 04 00 00  50  5.1  6.2    MM    MM    MM  MM 1018.2  24.8  25.9    MM   MM   MM    MM
2017 12 03 23 00  70  7.2  7.2    MM    MM    MM  MM 1017.7  24.7  25.9    MM   MM +0.3    MM
2017 12 03 22 00  80  6.7  7.2    MM    MM    MM  MM 1017.6  24.8  25.8    MM   MM -0.0    MM
2017 12 03 21 00  80  5.7  6.2    MM    MM    MM  MM 1017.6  25.0  25.7    MM   MM -0.7    MM
2017 12 03 20 00  80  5.1  5.7    MM    MM    MM  MM 1017.4  25.0  25.6    MM   MM -1.7    MM
2017 12 03 19 00  70  5.1  6.2    MM    MM    MM  MM 1017.8  24.9  25.6    MM   MM -1.9    MM
2017 12 03 18 00  80  5.1  5.7    MM    MM    MM  MM 1018.3  24.8  25.6    MM   MM -1.6    MM
2017 12 03 17 00  80  6.2  7.2    MM    MM    MM  MM 1019.1  25.0  25.6    MM   MM -0.6    MM
2017 12 03 16 00 100  6.2  6.7    MM    MM    MM  MM 1019.7  24.9  25.7    MM   MM +0.3    MM
2017 12 03 15 00  80  6.7  7.2    MM    MM    MM  MM 1019.9  24.9  25.8    MM   MM +0.8    MM
2017 12 03 14 00  80  7.2  7.7    MM    MM    MM  MM 1019.7  24.9  25.8    MM   MM +1.4    MM
2017 12 03 13 00  80  6.2  7.2    MM    MM    MM  MM 1019.4  24.9  25.8    MM   MM +1.5    MM
2017 12 03 12 00  70  6.7  7.7    MM    MM    MM  MM 1019.1  24.6  25.8    MM   MM +1.2    MM
2017 12 03 11 00  40  6.2  6.2    MM    MM    MM  MM 1018.3  24.6  25.8    MM   MM -0.0    MM
2017 12 03 10 00  60  4.1  4.6    MM    MM    MM  MM 1017.9  24.6  25.9    MM   MM -0.8    MM
2017 12 03 09 00  40  4.1  5.1    MM    MM    MM  MM 1017.9  24.8  25.9    MM   MM -1.1    MM
2017 12 03 08 00  50  4.1  4.6    MM    MM    MM  MM 1018.2  24.7  25.9    MM   MM -1.1    MM
2017 12 03 07 00  30  3.1  3.6    MM    MM    MM  MM 1018.7  24.7  25.9    MM   MM -0.9    MM
2017 12 03 06 00  50  3.6  4.6    MM    MM    MM  MM 1019.0  24.8  25.9    MM   MM -0.7    MM
2017 12 03 05 00  70  5.7  5.7    MM    MM    MM  MM 1019.3  24.8  25.9    MM   MM +0.0    MM
2017 12 03 04 00  50  5.7  6.2    MM    MM    MM  MM 1019.6  24.9  25.9    MM   MM +0.5    MM
2017 12 03 03 00  60  4.6  5.7    MM    MM    MM  MM 1019.7  24.9  25.9    MM   MM +1.2    MM
2017 12 03 02 00  50  5.7  6.7    MM    MM    MM  MM 1019.5  24.9  25.9    MM   MM +1.6    MM
2017 12 03 01 00  30  4.6  5.7    MM    MM    MM  MM 1019.1  24.8  25.9    MM   MM +1.3    MM
2017 12 03 00 00  40  5.1  6.2    MM    MM    MM  MM 1018.5  24.8  25.9    MM   MM +0.8    MM
2017 12 02 23 00  70  8.2  8.8    MM    MM    MM  MM 1017.9  24.8  25.8    MM   MM +0.0    MM
2017 12 02 22 00  70  7.2  7.7    MM    MM    MM  MM 1017.8  24.9  25.7    MM   MM -0.0    MM
2017 12 02 21 00  70  7.7  8.8    MM    MM    MM  MM 1017.7  25.0  25.5    MM   MM -0.8    MM
2017 12 02 20 00  70  8.8  9.3    MM    MM    MM  MM 1017.7  24.9  25.4    MM   MM -1.7    MM
2017 12 02 19 00  70  7.7  9.8    MM    MM    MM  MM 1018.0  24.8  25.4    MM   MM -1.8    MM
2017 12 02 18 00  60  6.7  7.7    MM    MM    MM  MM 1018.5  24.7  25.3    MM   MM   MM    MM
2017 12 02 17 00  80  6.2  7.2    MM    MM    MM  MM 1019.4  25.1  25.3    MM   MM -0.7    MM
2017 12 02 16 00  80  7.2  7.7    MM    MM    MM  MM 1019.8  25.1  25.4    MM   MM +0.5    MM
2017 12 02 14 00  70  6.7  7.2    MM    MM    MM  MM 1020.1  25.2  25.8    MM   MM +2.0    MM
2017 12 02 13 00  60  7.7  8.2    MM    MM    MM  MM 1019.3  24.9  25.9    MM   MM +1.7    MM
2017 12 02 12 00  60  8.2  8.8    MM    MM    MM  MM 1018.6  24.7  25.9    MM   MM +1.1    MM
