YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 03 21 00 243  3.3  3.7 99.00 99.00 99.00 999 1016.6  24.0  23.8 999.0 99.0 -0.16
2006 01 03 22 00 251  4.6  4.9 99.00 99.00 99.00 999 1016.8  23.8  23.8 999.0 99.0 -0.33
2006 01 03 23 00 274  4.0  4.3 99.00 99.00 99.00 999 1017.2  23.4  23.8 999.0 99.0 -0.28
2006 01 04 00 00 278  4.7  4.9 99.00 99.00 99.00 999 1017.5  23.8  23.8 999.0 99.0  0.01
2006 01 04 01 00 293  6.1  6.3 99.00 99.00 99.00 999 1017.9  23.5  23.6 999.0 99.0  0.42
2006 01 04 02 00 279  4.8  5.1 99.00 99.00 99.00 999 1017.9  23.4  23.6 999.0 99.0  0.86
2006 01 04 03 00 269  5.0  5.4 99.00 99.00 99.00 999 1017.8  23.2  23.5 999.0 99.0  1.29
2006 01 04 04 00 266  4.3  4.8 99.00 99.00 99.00 999 1017.8  23.1  23.4 999.0 99.0  1.57
2006 01 04 05 00 293  5.3  6.0 99.00 99.00 99.00 999 1017.5  23.2  23.4 999.0 99.0  1.64
2006 01 04 06 00 301  6.6  7.3 99.00 99.00 99.00 999 1017.0  23.3  23.4 999.0 99.0  1.47
2006 01 04 07 00 304  6.8  7.3 99.00 99.00 99.00 999 1016.9  23.1  23.3 999.0 99.0  1.07
2006 01 04 08 00 334  7.2  8.1 99.00 99.00 99.00 999 1016.9  22.6  23.4 999.0 99.0  0.53
2006 01 04 09 00 354  7.0  7.6 99.00 99.00 99.00 999 1016.8  21.5  23.4 999.0 99.0 -0.01
2006 01 04 10 00 356  8.9  9.2 99.00 99.00 99.00 999 1016.8  22.1  23.3 999.0 99.0 -0.43
2006 01 04 11 00   9  6.7  7.3 99.00 99.00 99.00 999 1017.1  21.4  23.3 999.0 99.0 -0.61
2006 01 04 12 00  12  6.2  6.6 99.00 99.00 99.00 999 1017.3  20.8  23.1 999.0 99.0 -0.46
2006 01 04 13 00   6  5.7  6.2 99.00 99.00 99.00 999 1018.2  20.3  23.3 999.0 99.0 -0.18
2006 01 04 14 00 356  9.3 10.1 99.00 99.00 99.00 999 1018.8  20.0  23.3 999.0 99.0  0.21
2006 01 04 15 00   2  6.4  7.1 99.00 99.00 99.00 999 1019.2  19.5  23.3 999.0 99.0  0.61
2006 01 04 16 00 356  3.6  4.1 99.00 99.00 99.00 999 1018.7  19.6  23.5 999.0 99.0  0.92
2006 01 04 17 00 352  4.2  4.9 99.00 99.00 99.00 999 1018.1  19.6  23.5 999.0 99.0  1.13
2006 01 04 18 00 339  3.6  4.0 99.00 99.00 99.00 999 1016.8  19.9  23.6 999.0 99.0  1.14
2006 01 04 19 00 323  3.1  3.7 99.00 99.00 99.00 999 1016.0  20.3  23.7 999.0 99.0  0.95
2006 01 04 20 00 321  3.2  3.8 99.00 99.00 99.00 999 1015.7  20.5  23.7 999.0 99.0  0.65
2006 01 04 21 00 304  3.0  3.6 99.00 99.00 99.00 999 1015.9  20.6  23.6 999.0 99.0  0.28
2006 01 04 22 00 322  5.7  6.2 99.00 99.00 99.00 999 1016.1  20.7  23.6 999.0 99.0 -0.08
2006 01 04 23 00 319  6.2  6.7 99.00 99.00 99.00 999 1016.5  20.3  23.2 999.0 99.0 -0.30
2006 01 05 00 00 308  6.1  6.7 99.00 99.00 99.00 999 1016.6  20.5  23.1 999.0 99.0 -0.26
2006 01 05 01 00 315  5.8  6.3 99.00 99.00 99.00 999 1017.0  20.6  22.9 999.0 99.0  0.00
2006 01 05 02 00 307  5.1  5.9 99.00 99.00 99.00 999 1017.2  20.5  22.9 999.0 99.0  0.35
2006 01 05 03 00 310  4.8  5.1 99.00 99.00 99.00 999 1017.2  20.5  22.9 999.0 99.0  0.73
2006 01 05 04 00 323  4.9  5.8 99.00 99.00 99.00 999 1017.3  20.5  22.9 999.0 99.0  1.09
2006 01 05 05 00 324  5.3  5.7 99.00 99.00 99.00 999 1016.8  20.4  22.8 999.0 99.0  1.35
2006 01 05 06 00 327  4.8  5.8 99.00 99.00 99.00 999 1016.3  20.2  22.7 999.0 99.0  1.43
2006 01 05 07 00 338  7.1  7.5 99.00 99.00 99.00 999 1016.1  19.9  22.7 999.0 99.0  1.31
2006 01 05 08 00 347  5.5  6.3 99.00 99.00 99.00 999 1015.7  19.7  22.7 999.0 99.0  0.96
2006 01 05 09 00 338  4.3  4.9 99.00 99.00 99.00 999 1015.0  19.6  22.7 999.0 99.0  0.53
2006 01 05 10 00 347  3.3  3.8 99.00 99.00 99.00 999 1014.5  19.5  22.8 999.0 99.0  0.12
2006 01 05 11 00 329  4.4  5.1 99.00 99.00 99.00 999 1015.0  19.4  22.8 999.0 99.0 -0.20
2006 01 05 12 00 332  4.2  5.0 99.00 99.00 99.00 999 1015.5  19.3  22.8 999.0 99.0 -0.34
2006 01 05 13 00 331  1.7  2.2 99.00 99.00 99.00 999 1015.8  19.3  23.0 999.0 99.0 -0.17
2006 01 05 14 00 329  2.0  2.4 99.00 99.00 99.00 999 1016.5  19.4  23.0 999.0 99.0  0.18
2006 01 05 15 00 291  2.7  3.1 99.00 99.00 99.00 999 1016.7  19.4  23.1 999.0 99.0  0.55
2006 01 05 16 00 261  2.6  3.1 99.00 99.00 99.00 999 1016.2  19.7  23.2 999.0 99.0  0.87
2006 01 05 17 00 273  2.6  3.2 99.00 99.00 99.00 999 1015.2  19.8  23.2 999.0 99.0  1.16
2006 01 05 18 00 285  1.9  2.8 99.00 99.00 99.00 999 1013.8  20.0  23.3 999.0 99.0  1.31
2006 01 05 19 00 304  3.4  3.9 99.00 99.00 99.00 999 1013.2  20.2  23.4 999.0 99.0  1.28
2006 01 05 20 00 298  5.7  6.9 99.00 99.00 99.00 999 1012.9  20.6  23.5 999.0 99.0  1.05
2006 01 05 21 00 275  5.7  6.4 99.00 99.00 99.00 999 1012.9  21.1  23.5 999.0 99.0  0.71
2006 01 05 22 00 298  7.3  7.8 99.00 99.00 99.00 999 1013.0  21.0  23.3 999.0 99.0  0.34
2006 01 05 23 00 279  7.5  8.1 99.00 99.00 99.00 999 1013.1  20.7  23.0 999.0 99.0  0.00
2006 01 06 00 00 293  5.9  6.6 99.00 99.00 99.00 999 1013.4  20.7  22.9 999.0 99.0 -0.19
2006 01 06 01 00 278  6.0  6.5 99.00 99.00 99.00 999 1013.2  20.7  22.9 999.0 99.0 -0.16
2006 01 06 02 00 274  6.0  7.0 99.00 99.00 99.00 999 1012.8  20.8  22.8 999.0 99.0  0.04
2006 01 06 03 00 270  7.2  8.1 99.00 99.00 99.00 999 1012.7  21.0  22.8 999.0 99.0  0.35
2006 01 06 04 00 271  7.6  7.9 99.00 99.00 99.00 999 1012.7  21.1  22.8 999.0 99.0  0.69
2006 01 06 05 00 272  7.6  8.4 99.00 99.00 99.00 999 1012.5  21.1  22.8 999.0 99.0  1.02
2006 01 06 06 00 273  6.7  7.4 99.00 99.00 99.00 999 1011.9  21.1  22.8 999.0 99.0  1.22
2006 01 06 07 00 270  7.1  8.0 99.00 99.00 99.00 999 1011.5  21.2  22.8 999.0 99.0  1.29
2006 01 06 08 00 261  7.1  7.7 99.00 99.00 99.00 999 1011.1  21.4  22.7 999.0 99.0  1.13
2006 01 06 09 00 258  8.4  9.1 99.00 99.00 99.00 999 1010.7  21.8  22.7 999.0 99.0  0.86
2006 01 06 10 00 256  8.0  8.9 99.00 99.00 99.00 999 1010.6  22.0  22.7 999.0 99.0  0.56
2006 01 06 11 00 257  8.8  9.8 99.00 99.00 99.00 999 1010.6  22.3  22.7 999.0 99.0  0.24
2006 01 06 12 00 320 15.9 17.0 99.00 99.00 99.00 999 1012.3  20.5  22.6 999.0 99.0 -0.06
2006 01 06 13 00 322 15.9 16.7 99.00 99.00 99.00 999 1013.3  20.0  22.8 999.0 99.0 -0.19
2006 01 06 14 00 335 16.8 19.3 99.00 99.00 99.00 999 1014.2  18.5  22.8 999.0 99.0 -0.09
2006 01 06 15 00 343 16.8 17.7 99.00 99.00 99.00 999 1015.2  18.0  22.7 999.0 99.0  0.22
2006 01 06 16 00 336 15.8 16.9 99.00 99.00 99.00 999 1015.3  17.9  22.6 999.0 99.0  0.58
2006 01 06 17 00 331 13.7 15.3 99.00 99.00 99.00 999 1015.1  18.0  22.6 999.0 99.0  0.89
2006 01 06 18 00 328 12.7 13.8 99.00 99.00 99.00 999 1014.0  17.6  22.7 999.0 99.0  1.15
2006 01 06 19 00 320 10.9 11.4 99.00 99.00 99.00 999 1013.3  17.9  22.7 999.0 99.0  1.28
2006 01 06 20 00 336 11.9 12.7 99.00 99.00 99.00 999 1013.6  17.9  22.8 999.0 99.0  1.21
2006 01 06 21 00 332 12.8 14.2 99.00 99.00 99.00 999 1014.1  17.7  22.8 999.0 99.0  0.95
2006 01 06 22 00 325 11.4 12.5 99.00 99.00 99.00 999 1014.7  18.2  22.5 999.0 99.0  0.62
2006 01 06 23 00 317 13.3 15.2 99.00 99.00 99.00 999 1015.4  18.0  22.3 999.0 99.0  0.23
2006 01 07 00 00 321 14.2 14.9 99.00 99.00 99.00 999 1015.8  18.3  22.3 999.0 99.0 -0.03
2006 01 07 01 00 312 10.3 11.0 99.00 99.00 99.00 999 1016.7  17.5  22.2 999.0 99.0 -0.31
2006 01 07 02 00 319 11.5 13.8 99.00 99.00 99.00 999 1017.2  17.3  21.8 999.0 99.0 -0.34
2006 01 07 03 00 335 12.4 13.4 99.00 99.00 99.00 999 1017.7  16.4  21.5 999.0 99.0 -0.20
2006 01 07 04 00 355 11.9 13.4 99.00 99.00 99.00 999 1018.2  16.2  21.4 999.0 99.0  0.08
2006 01 07 05 00   1 12.3 13.5 99.00 99.00 99.00 999 1018.7  14.5  21.9 999.0 99.0  0.35
2006 01 07 06 00 348  8.8  9.8 99.00 99.00 99.00 999 1018.7  15.4  21.7 999.0 99.0  0.71
2006 01 07 07 00   5 10.1 12.4 99.00 99.00 99.00 999 1018.5  15.4  21.6 999.0 99.0  0.90
2006 01 07 08 00  12  8.9  9.5 99.00 99.00 99.00 999 1018.5  14.8  21.4 999.0 99.0  0.91
2006 01 07 09 00  12 10.0 12.4 99.00 99.00 99.00 999 1018.9  13.7  21.6 999.0 99.0  0.87
2006 01 07 10 00  22 10.9 12.3 99.00 99.00 99.00 999 1018.8  13.2  22.0 999.0 99.0  0.72
2006 01 07 11 00  17  9.6 10.8 99.00 99.00 99.00 999 1019.9  12.6  22.1 999.0 99.0  0.46
2006 01 07 12 00   5  7.6  8.3 99.00 99.00 99.00 999 1020.8  12.8  22.0 999.0 99.0  0.20
2006 01 07 13 00   2  7.5  8.0 99.00 99.00 99.00 999 1022.1  13.1  21.8 999.0 99.0 -0.03
2006 01 07 14 00 358  8.1  9.2 99.00 99.00 99.00 999 1023.5  12.8  22.1 999.0 99.0 -0.11
2006 01 07 15 00   5  6.1  8.2 99.00 99.00 99.00 999 1024.2  12.4  21.8 999.0 99.0  0.07
2006 01 07 16 00 354  4.4  6.0 99.00 99.00 99.00 999 1024.5  12.3  21.8 999.0 99.0  0.33
2006 01 07 17 00 348  4.1  6.9 99.00 99.00 99.00 999 1024.1  12.9  21.3 999.0 99.0  0.52
