YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 01 05 08   8  9.9 11.2 99.00 99.00 99.00 999 1025.2  11.9  24.1   8.7 99.0
1999 01 05 09 359 10.9 11.6 99.00 99.00 99.00 999 1025.4  12.9  23.1   6.2 99.0
1999 01 05 10   2 12.3 13.3 99.00 99.00 99.00 999 1025.6  12.2  23.0   5.0 99.0
1999 01 05 11 357 10.8 12.4 99.00 99.00 99.00 999 1026.4  11.8  23.0   3.4 99.0
1999 01 05 12   0 11.4 12.5 99.00 99.00 99.00 999 1027.4  11.8  22.7    .2 99.0
1999 01 05 13   2 10.5 11.9 99.00 99.00 99.00 999 1027.9  12.9  23.4   2.5 99.0
1999 01 05 14 359 12.2 13.1 99.00 99.00 99.00 999 1029.0  12.3  24.0   1.8 99.0
1999 01 05 15   1 11.3 13.2 99.00 99.00 99.00 999 1029.3  12.6  24.2   3.8 99.0
1999 01 05 16 354 11.4 12.9 99.00 99.00 99.00 999 1029.0  13.0  24.3    .3 99.0
1999 01 05 17 355 11.2 12.4 99.00 99.00 99.00 999 1028.4  12.9  24.2    .0 99.0
1999 01 05 18 346 12.0 13.4 99.00 99.00 99.00 999 1027.1  13.7  24.2  -3.2 99.0
1999 01 05 19 348 12.5 14.0 99.00 99.00 99.00 999 1026.6  13.3  24.2   2.4 99.0
1999 01 05 20 356 11.5 12.3 99.00 99.00 99.00 999 1026.1  13.9  24.1  -2.0 99.0
1999 01 05 21 358 10.4 11.3 99.00 99.00 99.00 999 1026.1  14.2  23.7   1.4 99.0
1999 01 05 22 359  9.1 10.1 99.00 99.00 99.00 999 1026.3  14.0  22.2    .8 99.0
1999 01 05 23   6  9.4 10.7 99.00 99.00 99.00 999 1026.4  14.7  22.4   1.6 99.0
1999 01 06 00  12  9.9 10.7 99.00 99.00 99.00 999 1026.6  13.7  22.7   2.3 99.0
1999 01 06 01   9 11.0 12.1 99.00 99.00 99.00 999 1026.8  13.6  22.8   1.4 99.0
1999 01 06 02  10 10.9 11.5 99.00 99.00 99.00 999 1027.5  13.2  22.9   1.2 99.0
1999 01 06 03  15 10.5 11.7 99.00 99.00 99.00 999 1027.8  12.6  23.2   2.7 99.0
1999 01 06 04  12 11.1 12.3 99.00 99.00 99.00 999 1027.9  12.0  23.9   2.6 99.0
1999 01 06 05  13 11.4 11.8 99.00 99.00 99.00 999 1027.6  11.4  24.0   2.8 99.0
1999 01 06 06   7 12.3 13.0 99.00 99.00 99.00 999 1027.0  11.3  23.7   3.6 99.0
1999 01 06 07   4 11.7 12.4 99.00 99.00 99.00 999 1026.4  11.2  23.5   3.3 99.0
1999 01 06 08  10 10.8 12.1 99.00 99.00 99.00 999 1025.8  11.3  23.1   5.6 99.0
1999 01 06 09  12 10.5 11.4 99.00 99.00 99.00 999 1025.7  11.3  20.8   6.2 99.0
1999 01 06 10   9 10.3 11.2 99.00 99.00 99.00 999 1025.7  11.2  20.6   6.6 99.0
1999 01 06 11   7 10.2 10.8 99.00 99.00 99.00 999 1026.2  11.5  20.6   7.5 99.0
1999 01 06 12  15  9.1  9.9 99.00 99.00 99.00 999 1026.3  11.3  20.7   7.7 99.0
1999 01 06 13  24  8.9  9.9 99.00 99.00 99.00 999 1026.1  12.0  20.7   8.1 99.0
1999 01 06 14  15  8.7  9.3 99.00 99.00 99.00 999 1026.6  12.4  23.0   8.6 99.0
1999 01 06 15  16  8.9  9.6 99.00 99.00 99.00 999 1027.0  13.4  23.4   9.3 99.0
1999 01 06 16  16  8.1  9.0 99.00 99.00 99.00 999 1027.1  13.9  23.8   9.9 99.0
1999 01 06 17  22  8.4  9.4 99.00 99.00 99.00 999 1026.6  15.1  24.0  10.2 99.0
1999 01 06 18  19  8.4  9.3 99.00 99.00 99.00 999 1026.1  16.2  24.0  10.8 99.0
1999 01 06 19  23  8.8  9.6 99.00 99.00 99.00 999 1025.4  16.8  23.8  10.3 99.0
1999 01 06 20  29  8.9  9.8 99.00 99.00 99.00 999 1025.0  17.6  24.0  10.6 99.0
1999 01 06 21  28  8.2  8.8 99.00 99.00 99.00 999 1024.8  17.9  23.8  10.9 99.0
1999 01 06 22  40  9.1  9.9 99.00 99.00 99.00 999 1024.9  18.5  23.4   9.9 99.0
1999 01 06 23  41  9.4  9.9 99.00 99.00 99.00 999 1025.1  18.5  23.0   9.8 99.0
1999 01 07 00  42  8.6  9.5 99.00 99.00 99.00 999 1025.4  18.4  23.1  11.2 99.0
1999 01 07 01  34  9.3 10.2 99.00 99.00 99.00 999 1025.5  18.5  23.9  11.3 99.0
1999 01 07 02  25  8.7  9.4 99.00 99.00 99.00 999 1025.5  18.2  24.0  11.0 99.0
1999 01 07 03  14  8.3  9.1 99.00 99.00 99.00 999 1025.7  17.7  24.1  12.2 99.0
1999 01 07 04   6  8.8  9.6 99.00 99.00 99.00 999 1025.8  17.1  24.1  12.8 99.0
1999 01 07 05  11  8.7  9.6 99.00 99.00 99.00 999 1025.6  16.7  24.1  13.3 99.0
1999 01 07 06  13  9.7 10.5 99.00 99.00 99.00 999 1025.1  16.1  24.1  12.7 99.0
1999 01 07 07  21  9.1 10.6 99.00 99.00 99.00 999 1024.6  16.5  24.1  12.4 99.0
1999 01 07 08  24  8.9  9.6 99.00 99.00 99.00 999 1024.4  16.2  24.0  12.4 99.0
1999 01 07 09  28  9.4 10.7 99.00 99.00 99.00 999 1024.0  16.6  24.0  12.4 99.0
1999 01 07 10  27  9.3 10.1 99.00 99.00 99.00 999 1024.2  16.5  23.8  12.0 99.0
1999 01 07 11  28  9.4 10.8 99.00 99.00 99.00 999 1024.5  16.6  23.7  12.3 99.0
1999 01 07 12  26 10.1 11.2 99.00 99.00 99.00 999 1024.9  16.3  23.5  12.2 99.0
1999 01 07 13  30 10.6 11.6 99.00 99.00 99.00 999 1025.2  16.7  23.1  12.0 99.0
1999 01 07 14  33 10.0 11.1 99.00 99.00 99.00 999 1025.8  17.1  22.9  12.2 99.0
1999 01 07 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 01 07 16  35 10.3 11.4 99.00 99.00 99.00 999 1026.0  17.8  23.5  12.1 99.0
1999 01 07 17  34 10.3 11.3 99.00 99.00 99.00 999 1025.4  18.8  23.7  12.4 99.0
1999 01 07 18  41  8.1  8.9 99.00 99.00 99.00 999 1024.6  19.5  23.9  13.2 99.0
1999 01 07 19  45  9.1  9.9 99.00 99.00 99.00 999 1023.7  20.2  24.0  12.8 99.0
1999 01 07 20  46  9.2 10.1 99.00 99.00 99.00 999 1023.3  20.6  24.0  12.3 99.0
1999 01 07 21  50  9.1  9.8 99.00 99.00 99.00 999 1023.3  20.6  24.0  12.6 99.0
1999 01 07 22  49  9.7 10.5 99.00 99.00 99.00 999 1023.2  20.4  23.9  13.1 99.0
1999 01 07 23  45  8.2  9.2 99.00 99.00 99.00 999 1023.3  20.0  23.9  14.1 99.0
1999 01 08 00  41  8.8  9.8 99.00 99.00 99.00 999 1023.3  19.9  23.7  14.0 99.0
1999 01 08 01  40  9.1  9.8 99.00 99.00 99.00 999 1023.6  19.8  23.3  13.6 99.0
1999 01 08 02  40  8.2  9.1 99.00 99.00 99.00 999 1023.6  19.3  23.3  13.9 99.0
1999 01 08 03  38  8.7  9.5 99.00 99.00 99.00 999 1023.6  19.2  23.3  13.4 99.0
1999 01 08 04  37  7.5  8.4 99.00 99.00 99.00 999 1023.6  19.2  23.4  13.8 99.0
1999 01 08 05  41  7.7  8.3 99.00 99.00 99.00 999 1022.9  19.3  23.7  14.3 99.0
1999 01 08 06  40  7.2  7.6 99.00 99.00 99.00 999 1022.6  18.9  23.8  14.7 99.0
1999 01 08 07  39  6.7  7.5 99.00 99.00 99.00 999 1022.2  18.9  23.8  14.9 99.0
1999 01 08 08  34  6.8  7.3 99.00 99.00 99.00 999 1021.6  18.8  23.8  15.1 99.0
1999 01 08 09  38  6.6  7.5 99.00 99.00 99.00 999 1021.2  18.7  23.8  15.3 99.0
1999 01 08 10  38  6.5  7.1 99.00 99.00 99.00 999 1021.1  18.7  23.7  15.1 99.0
1999 01 08 11  35  6.5  7.1 99.00 99.00 99.00 999 1021.1  18.9  23.5  15.0 99.0
1999 01 08 12  39  5.6  6.3 99.00 99.00 99.00 999 1021.1  18.8  23.1  15.3 99.0
1999 01 08 13  42  5.6  6.1 99.00 99.00 99.00 999 1021.4  18.9  22.8  14.7 99.0
1999 01 08 14 108  9.2 10.3 99.00 99.00 99.00 999 1021.7  23.3  22.5  16.3 99.0
1999 01 08 15 103  8.6  9.6 99.00 99.00 99.00 999 1022.0  23.7  23.1  16.6 99.0
1999 01 08 16 106 10.1 10.8 99.00 99.00 99.00 999 1021.7  23.9  23.4  17.4 99.0
1999 01 08 17 102  8.6  9.5 99.00 99.00 99.00 999 1020.9  24.2  23.7  17.5 99.0
1999 01 08 18  97  8.8  9.5 99.00 99.00 99.00 999 1020.0  24.4  23.9  17.9 99.0
1999 01 08 19  99  8.1  8.6 99.00 99.00 99.00 999 1019.2  24.4  24.2  18.6 99.0
1999 01 08 20 103  7.7  8.2 99.00 99.00 99.00 999 1018.7  24.8  24.5  19.1 99.0
1999 01 08 21  99  7.2  7.7 99.00 99.00 99.00 999 1018.7  24.7  24.8  19.0 99.0
1999 01 08 22 111  8.1  9.0 99.00 99.00 99.00 999 1018.5  24.5  24.7  18.9 99.0
1999 01 08 23  97  7.6  8.0 99.00 99.00 99.00 999 1018.6  24.2  24.4  19.0 99.0
1999 01 09 00  98  8.0  8.8 99.00 99.00 99.00 999 1018.6  24.1  23.8  19.1 99.0
1999 01 09 01 100  8.1  8.5 99.00 99.00 99.00 999 1018.9  24.1  23.0  18.9 99.0
1999 01 09 02  98  8.3  9.0 99.00 99.00 99.00 999 1018.9  24.3  22.4  18.9 99.0
1999 01 09 03 104  8.0  8.8 99.00 99.00 99.00 999 1018.3  24.2  22.3  19.3 99.0
1999 01 09 04 107  6.6  6.9 99.00 99.00 99.00 999 1018.4  24.3  24.0  19.3 99.0
1999 01 09 05 109  5.7  6.0 99.00 99.00 99.00 999 1017.6  24.2  24.3  19.4 99.0
1999 01 09 06 120  7.6  8.0 99.00 99.00 99.00 999 1016.8  24.2  24.4  18.9 99.0
1999 01 09 07 116  6.5  7.0 99.00 99.00 99.00 999 1016.5  24.2  24.4  19.3 99.0
1999 01 09 08 132  6.4  6.9 99.00 99.00 99.00 999 1015.8  24.3  24.5  19.1 99.0
1999 01 09 09 142  5.3  5.7 99.00 99.00 99.00 999 1015.7  24.2  24.6  19.3 99.0
1999 01 09 10 148  6.3  6.6 99.00 99.00 99.00 999 1016.0  24.3  24.6  19.4 99.0
1999 01 09 11 145  6.8  7.4 99.00 99.00 99.00 999 1016.0  24.2  24.4  19.1 99.0
1999 01 09 12 132  5.6  6.0 99.00 99.00 99.00 999 1016.5  24.1  24.3  19.6 99.0
1999 01 09 13 132  4.6  5.1 99.00 99.00 99.00 999 1016.7  24.3  24.2  19.5 99.0
1999 01 09 14 124  5.0  5.3 99.00 99.00 99.00 999 1017.0  24.7  24.4  20.3 99.0
1999 01 09 15 146  5.6  6.1 99.00 99.00 99.00 999 1017.1  24.9  24.7  20.3 99.0
1999 01 09 16 155  6.0  6.3 99.00 99.00 99.00 999 1017.0  25.2  24.8  20.9 99.0
1999 01 09 17 156  6.2  6.5 99.00 99.00 99.00 999 1016.1  25.2  24.9  20.9 99.0
1999 01 09 18 169  6.8  7.5 99.00 99.00 99.00 999 1014.6  25.2  25.0  21.3 99.0
1999 01 09 19 178  6.2  6.7 99.00 99.00 99.00 999 1013.4  25.5  25.0  21.7 99.0
1999 01 09 20 180  6.4  7.3 99.00 99.00 99.00 999 1013.0  25.4  25.0  21.2 99.0
1999 01 09 21 159  6.7  7.3 99.00 99.00 99.00 999 1012.7  25.7  25.0  21.4 99.0
1999 01 09 22 158  8.4  8.9 99.00 99.00 99.00 999 1012.2  25.5  24.9  21.2 99.0
1999 01 09 23 154  6.0  6.4 99.00 99.00 99.00 999 1012.7  25.0  24.9  21.4 99.0
1999 01 10 00 149  3.8  3.9 99.00 99.00 99.00 999 1013.6  24.8  24.9  21.4 99.0
1999 01 10 01 152  3.3  3.6 99.00 99.00 99.00 999 1014.2  24.7  24.8  22.1 99.0
1999 01 10 02 174  3.8  3.9 99.00 99.00 99.00 999 1014.6  24.7  24.8  22.1 99.0
1999 01 10 03 259  2.5  2.5 99.00 99.00 99.00 999 1015.4  24.5  24.8  21.9 99.0
1999 01 10 04 146   .9  1.0 99.00 99.00 99.00 999 1014.7  23.5  24.8  21.5 99.0
1999 01 10 05 186  1.5  1.6 99.00 99.00 99.00 999 1014.5  23.7  24.6  20.8 99.0
1999 01 10 06 179  2.8  2.9 99.00 99.00 99.00 999 1013.9  23.6  24.5  20.5 99.0
1999 01 10 07 304 10.2 11.8 99.00 99.00 99.00 999 1014.8  20.3  24.8  18.5 99.0
1999 01 10 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
