YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2000 01 01 00  79  5.1  5.5 99.00 99.00 99.00 999 1021.2  23.1  23.3  19.4 99.0  99.0
2000 01 01 01  75  3.9  4.6 99.00 99.00 99.00 999 1021.7  22.8  23.2  19.3 99.0  99.0
2000 01 01 02  61  5.4  5.7 99.00 99.00 99.00 999 1022.1  22.0  23.2  18.7 99.0  99.0
2000 01 01 03  44  5.0  5.3 99.00 99.00 99.00 999 1022.5  21.8  23.1  18.7 99.0  99.0
2000 01 01 04  46  5.3  5.4 99.00 99.00 99.00 999 1022.4  21.5  22.6  18.7 99.0  99.0
2000 01 01 05  46  5.0  5.2 99.00 99.00 99.00 999 1022.3  21.5  22.5  18.8 99.0  99.0
2000 01 01 06  48  5.3  5.7 99.00 99.00 99.00 999 1022.0  21.6  22.5  19.0 99.0  99.0
2000 01 01 07  48  5.8  6.4 99.00 99.00 99.00 999 1021.3  21.5  22.4  18.8 99.0  99.0
2000 01 01 08  70  6.7  7.4 99.00 99.00 99.00 999 1020.8  21.7  22.4  18.4 99.0  99.0
2000 01 01 09  59  6.6  7.1 99.00 99.00 99.00 999 1020.7  21.9  22.6  18.6 99.0  99.0
2000 01 01 10  53  6.7  7.3 99.00 99.00 99.00 999 1021.0  22.0  22.8  18.7 99.0  99.0
2000 01 01 11  53  6.2  6.4 99.00 99.00 99.00 999 1021.5  21.6  22.9  18.5 99.0  99.0
2000 01 01 12  60  5.7  6.1 99.00 99.00 99.00 999 1022.1  21.7  23.0  19.0 99.0  99.0
2000 01 01 13  57  5.2  6.0 99.00 99.00 99.00 999 1022.9  21.9  23.1  18.4 99.0  99.0
2000 01 01 14  90  6.8  7.4 99.00 99.00 99.00 999 1023.5  23.4  23.2  18.1 99.0  99.0
2000 01 01 15  94  6.9  7.3 99.00 99.00 99.00 999 1024.0  23.6  23.3  18.1 99.0  99.0
2000 01 01 16  86  6.7  7.2 99.00 99.00 99.00 999 1023.9  23.7  23.4  18.4 99.0  99.0
2000 01 01 17  89  7.6  8.1 99.00 99.00 99.00 999 1023.4  23.8  23.5  18.2 99.0  99.0
2000 01 01 18  89  7.8  8.1 99.00 99.00 99.00 999 1022.5  23.9  23.5  18.3 99.0  99.0
2000 01 01 19  83  6.4  7.2 99.00 99.00 99.00 999 1021.8  24.0  23.2  18.8 99.0  99.0
2000 01 01 20  87  6.9  7.4 99.00 99.00 99.00 999 1021.4  24.2  23.3  19.3 99.0  99.0
2000 01 01 21  81  6.4  7.0 99.00 99.00 99.00 999 1021.7  24.1  23.5  19.1 99.0  99.0
2000 01 01 22  76  6.4  6.9 99.00 99.00 99.00 999 1022.0  24.0  23.4  19.2 99.0  99.0
2000 01 01 23  61  6.6  6.9 99.00 99.00 99.00 999 1022.4  22.9  23.4  19.0 99.0  99.0
2000 01 02 00  56  7.4  7.7 99.00 99.00 99.00 999 1022.7  22.7  23.4  19.3 99.0  99.0
2000 01 02 01  51  7.6  8.0 99.00 99.00 99.00 999 1023.3  22.5  23.3  19.1 99.0  99.0
2000 01 02 02  53  8.1  8.5 99.00 99.00 99.00 999 1023.7  22.4  23.3  18.8 99.0  99.0
2000 01 02 03  60  7.6  8.2 99.00 99.00 99.00 999 1023.9  22.6  23.2  19.0 99.0  99.0
2000 01 02 04  74  9.1  9.7 99.00 99.00 99.00 999 1023.7  23.1  23.0  18.1 99.0  99.0
2000 01 02 05  71  9.1  9.5 99.00 99.00 99.00 999 1023.2  23.0  22.8  18.6 99.0  99.0
2000 01 02 06  78  9.2 10.0 99.00 99.00 99.00 999 1022.7  23.1  22.7  18.6 99.0  99.0
2000 01 02 07  82  9.3  9.9 99.00 99.00 99.00 999 1022.4  23.2  22.6  18.4 99.0  99.0
2000 01 02 08  80  8.9  9.4 99.00 99.00 99.00 999 1022.0  23.2  22.6  17.9 99.0  99.0
2000 01 02 09  76  9.3  9.7 99.00 99.00 99.00 999 1022.0  23.1  22.6  17.8 99.0  99.0
2000 01 02 10  78  7.9  8.6 99.00 99.00 99.00 999 1022.2  23.2  23.0  17.6 99.0  99.0
2000 01 02 11  80  8.0  8.6 99.00 99.00 99.00 999 1022.6  23.2  23.3  17.8 99.0  99.0
2000 01 02 12  69  7.8  8.3 99.00 99.00 99.00 999 1022.9  23.1  23.4  18.0 99.0  99.0
2000 01 02 13  68  8.3  9.1 99.00 99.00 99.00 999 1023.5  23.0  23.4  18.4 99.0  99.0
2000 01 02 14  68  8.9  9.4 99.00 99.00 99.00 999 1024.1  23.1  23.3  17.8 99.0  99.0
2000 01 02 15  74  9.3 10.0 99.00 99.00 99.00 999 1024.5  23.2  23.3  17.5 99.0  99.0
2000 01 02 16  76  8.9  9.3 99.00 99.00 99.00 999 1024.3  23.4  23.4  17.0 99.0  99.0
2000 01 02 17  77  9.0  9.3 99.00 99.00 99.00 999 1023.7  23.5  23.2  17.2 99.0  99.0
2000 01 02 18  73  8.8  9.3 99.00 99.00 99.00 999 1022.8  23.5  22.9  17.8 99.0  99.0
2000 01 02 19  75  8.3  8.9 99.00 99.00 99.00 999 1021.9  23.7  22.8  17.9 99.0  99.0
2000 01 02 20  74  9.1  9.4 99.00 99.00 99.00 999 1021.4  23.8  22.7  17.9 99.0  99.0
2000 01 02 21  75  8.8  9.4 99.00 99.00 99.00 999 1021.3  23.9  22.9  17.6 99.0  99.0
2000 01 02 22  72  8.2  8.8 99.00 99.00 99.00 999 1021.5  23.8  23.2  18.0 99.0  99.0
2000 01 02 23  49  6.8  7.5 99.00 99.00 99.00 999 1022.0  22.8  23.2  18.5 99.0  99.0
2000 01 03 00  48  6.9  7.6 99.00 99.00 99.00 999 1022.3  22.7  23.3  18.4 99.0  99.0
2000 01 03 01  42  7.4  7.8 99.00 99.00 99.00 999 1022.6  22.3  23.2  18.5 99.0  99.0
2000 01 03 02  42  7.6  8.4 99.00 99.00 99.00 999 1023.0  22.3  23.2  18.5 99.0  99.0
2000 01 03 03  40  7.2  7.6 99.00 99.00 99.00 999 1023.2  22.2  23.2  18.5 99.0  99.0
2000 01 03 04  40  7.2  7.8 99.00 99.00 99.00 999 1023.1  22.1  22.9  18.8 99.0  99.0
2000 01 03 05  43  6.7  7.2 99.00 99.00 99.00 999 1022.3  22.0  22.6  18.9 99.0  99.0
2000 01 03 06  45  7.1  7.6 99.00 99.00 99.00 999 1021.7  21.9  22.6  19.2 99.0  99.0
2000 01 03 07  44  6.7  7.2 99.00 99.00 99.00 999 1021.0  21.7  22.6  19.3 99.0  99.0
2000 01 03 08  62  7.8  8.2 99.00 99.00 99.00 999 1020.3  21.9  22.6  19.4 99.0  99.0
2000 01 03 09  85  7.1  7.8 99.00 99.00 99.00 999 1020.1  22.9  22.5  19.6 99.0  99.0
2000 01 03 10  87  7.9  8.4 99.00 99.00 99.00 999 1020.0  23.1  22.6  19.2 99.0  99.0
2000 01 03 11 102  5.4  6.6 99.00 99.00 99.00 999 1020.3  22.7  22.8  20.0 99.0  99.0
2000 01 03 12  96  9.6 10.4 99.00 99.00 99.00 999 1020.7  23.5  23.0  19.9 99.0  99.0
2000 01 03 13 100  9.4  9.9 99.00 99.00 99.00 999 1021.1  23.6  23.2  19.7 99.0  99.0
2000 01 03 14 102 10.0 10.8 99.00 99.00 99.00 999 1021.7  23.4  23.3  20.0 99.0  99.0
2000 01 03 15 111  9.9 11.0 99.00 99.00 99.00 999 1022.4  23.3  23.3  18.9 99.0  99.0
2000 01 03 16 108 10.2 10.8 99.00 99.00 99.00 999 1022.3  23.8  23.4  19.8 99.0  99.0
2000 01 03 17 108 10.4 11.5 99.00 99.00 99.00 999 1021.5  24.4  23.4  20.4 99.0  99.0
2000 01 03 18 106  9.8 10.5 99.00 99.00 99.00 999 1020.7  24.5  23.4  20.4 99.0  99.0
2000 01 03 19 108  9.8 10.6 99.00 99.00 99.00 999 1019.8  24.6  23.4  20.8 99.0  99.0
2000 01 03 20 103 10.1 10.7 99.00 99.00 99.00 999 1019.4  24.8  23.3  20.9 99.0  99.0
2000 01 03 21 109  9.0 10.1 99.00 99.00 99.00 999 1019.6  24.9  23.4  20.8 99.0  99.0
2000 01 03 22 108  9.6 10.2 99.00 99.00 99.00 999 1019.8  24.7  23.5  20.5 99.0  99.0
2000 01 03 23 103  9.8 10.4 99.00 99.00 99.00 999 1020.1  24.1  23.6  19.9 99.0  99.0
2000 01 04 00 104  9.2  9.6 99.00 99.00 99.00 999 1020.6  24.1  23.8  20.0 99.0  99.0
2000 01 04 01 105  9.2  9.8 99.00 99.00 99.00 999 1021.0  24.2  23.9  20.0 99.0  99.0
2000 01 04 02 105  9.2  9.7 99.00 99.00 99.00 999 1021.2  24.1  24.0  20.1 99.0  99.0
2000 01 04 03 107  8.0  8.6 99.00 99.00 99.00 999 1021.3  24.1  24.0  20.4 99.0  99.0
2000 01 04 04 109  8.1  8.9 99.00 99.00 99.00 999 1021.1  24.2  23.9  20.6 99.0  99.0
2000 01 04 05 117  8.4  9.2 99.00 99.00 99.00 999 1020.5  24.1  23.8  20.7 99.0  99.0
2000 01 04 06 127  7.9  8.8 99.00 99.00 99.00 999 1020.1  24.0  23.6  20.3 99.0  99.0
2000 01 04 07 127  8.6  9.3 99.00 99.00 99.00 999 1019.8  24.0  23.4  20.3 99.0  99.0
2000 01 04 08 123  8.1  9.0 99.00 99.00 99.00 999 1019.4  24.0  23.8  20.1 99.0  99.0
2000 01 04 09 119  7.5  8.0 99.00 99.00 99.00 999 1019.3  24.0  23.8  20.1 99.0  99.0
2000 01 04 10 129  7.4  7.9 99.00 99.00 99.00 999 1019.4  24.1  23.9  20.1 99.0  99.0
2000 01 04 11 131  7.6  8.0 99.00 99.00 99.00 999 1019.8  24.0  24.0  19.7 99.0  99.0
2000 01 04 12 130  7.1  7.9 99.00 99.00 99.00 999 1020.2  24.0  24.0  19.6 99.0  99.0
2000 01 04 13 128  7.9  8.4 99.00 99.00 99.00 999 1021.1  24.2  24.0  19.7 99.0  99.0
2000 01 04 14 128  7.8  8.6 99.00 99.00 99.00 999 1021.8  24.4  23.9  19.6 99.0  99.0
2000 01 04 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0  99.0
2000 01 04 16 179  9.2 10.4 99.00 99.00 99.00 999 1022.4  24.6  24.0  19.8 99.0  99.0
2000 01 04 17 192  7.3  7.8 99.00 99.00 99.00 999 1021.9  23.2  24.0  17.8 99.0  99.0
2000 01 04 18 199  2.9  3.4 99.00 99.00 99.00 999 1021.0  23.5  24.1  17.5 99.0  99.0
2000 01 04 19 219  1.7  1.8 99.00 99.00 99.00 999 1020.1  24.3  24.2  18.2 99.0  99.0
2000 01 04 20 303  4.6  4.7 99.00 99.00 99.00 999 1019.6  22.6  24.3  19.2 99.0  99.0
2000 01 04 21 348  2.4  2.5 99.00 99.00 99.00 999 1019.4  22.5  24.2  18.8 99.0  99.0
2000 01 04 22  21  3.8  3.9 99.00 99.00 99.00 999 1019.6  22.5  24.1  19.0 99.0  99.0
2000 01 04 23  23  2.0  2.2 99.00 99.00 99.00 999 1019.8  22.6  24.0  19.6 99.0  99.0
2000 01 05 00  35  1.1  1.2 99.00 99.00 99.00 999 1020.3  22.7  23.9  19.5 99.0  99.0
2000 01 05 01 326  9.1  9.6 99.00 99.00 99.00 999 1020.7  21.9  23.9  19.6 99.0  99.0
2000 01 05 02 322  6.6  7.0 99.00 99.00 99.00 999 1020.9  21.6  23.9  18.9 99.0  99.0
2000 01 05 03 331  4.6  4.9 99.00 99.00 99.00 999 1021.2  22.0  23.9  18.8 99.0  99.0
