#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 04 08 23 00 113  3.8  4.1 99.00 99.00 99.00 999 1019.4  21.8  24.3 999.0 99.0 99.00
2007 04 09 00 00 123  3.3  4.0 99.00 99.00 99.00 999 1019.7  21.9  24.3 999.0 99.0 99.00
2007 04 09 01 00 141  3.6  3.8 99.00 99.00 99.00 999 1020.1  22.1  24.2 999.0 99.0 99.00
2007 04 09 02 00 128  2.5  2.8 99.00 99.00 99.00 999 1020.7  22.3  24.2 999.0 99.0 99.00
2007 04 09 03 00 168  2.1  2.5 99.00 99.00 99.00 999 1020.8  22.2  24.2 999.0 99.0 99.00
2007 04 09 04 00 163  0.8  1.1 99.00 99.00 99.00 999 1020.6  22.0  24.2 999.0 99.0 99.00
2007 04 09 05 00 154  1.1  1.3 99.00 99.00 99.00 999 1019.8  22.2  24.1 999.0 99.0 99.00
2007 04 09 06 00 119  1.8  1.9 99.00 99.00 99.00 999 1019.4  22.4  24.1 999.0 99.0 99.00
2007 04 09 07 00 134  4.2  5.3 99.00 99.00 99.00 999 1018.8  22.4  24.1 999.0 99.0 99.00
2007 04 09 08 00 130  3.9  4.4 99.00 99.00 99.00 999 1018.5  22.6  24.0 999.0 99.0 99.00
2007 04 09 09 00 144  4.8  6.2 99.00 99.00 99.00 999 1018.3  22.7  24.0 999.0 99.0 99.00
2007 04 09 10 00 140  4.4  4.9 99.00 99.00 99.00 999 1018.6  22.8  23.9 999.0 99.0 99.00
2007 04 09 11 00 133  5.2  6.2 99.00 99.00 99.00 999 1019.0  22.9  23.9 999.0 99.0 99.00
2007 04 09 12 00 146  5.2  6.2 99.00 99.00 99.00 999 1019.7  23.1  23.9 999.0 99.0 99.00
2007 04 09 13 00 132  6.1  6.4 99.00 99.00 99.00 999 1019.8  23.2  24.0 999.0 99.0 99.00
2007 04 09 14 00 141  7.8  8.4 99.00 99.00 99.00 999 1019.9  23.3  24.2 999.0 99.0 99.00
2007 04 09 15 00 134  7.0  8.1 99.00 99.00 99.00 999 1019.8  23.5  24.3 999.0 99.0 99.00
2007 04 09 16 00 133  6.2  6.6 99.00 99.00 99.00 999 1019.6  23.5  24.4 999.0 99.0 99.00
2007 04 09 17 00 136  5.2  5.9 99.00 99.00 99.00 999 1019.0  23.6  24.5 999.0 99.0 99.00
2007 04 09 18 00 137  5.3  5.8 99.00 99.00 99.00 999 1018.1  23.5  24.6 999.0 99.0 99.00
2007 04 09 19 00 136  5.2  5.8 99.00 99.00 99.00 999 1017.5  23.6  24.7 999.0 99.0 99.00
2007 04 09 20 00 135  5.1  5.6 99.00 99.00 99.00 999 1017.3  23.7  24.9 999.0 99.0 99.00
2007 04 09 21 00 139  6.0  6.3 99.00 99.00 99.00 999 1017.0  23.7  24.8 999.0 99.0 99.00
2007 04 09 22 00 132  5.8  6.0 99.00 99.00 99.00 999 1016.7  23.7  24.7 999.0 99.0 99.00
2007 04 09 23 00 132  7.1  7.9 99.00 99.00 99.00 999 1016.5  23.6  24.7 999.0 99.0 99.00
2007 04 10 00 00 121  7.5  7.9 99.00 99.00 99.00 999 1016.2  23.6  24.6 999.0 99.0 99.00
2007 04 10 01 00 131  6.2  6.4 99.00 99.00 99.00 999 1016.9  23.7  24.6 999.0 99.0 99.00
2007 04 10 02 00 117  6.6  7.0 99.00 99.00 99.00 999 1016.8  23.7  24.6 999.0 99.0 99.00
2007 04 10 03 00 143  7.0  7.4 99.00 99.00 99.00 999 1017.6  23.9  24.5 999.0 99.0 99.00
2007 04 10 04 00 146  7.5  7.8 99.00 99.00 99.00 999 1017.1  24.0  24.3 999.0 99.0 99.00
2007 04 10 05 00 151  6.4  7.1 99.00 99.00 99.00 999 1016.8  24.2  24.3 999.0 99.0 99.00
2007 04 10 06 00 158  5.6  5.8 99.00 99.00 99.00 999 1016.6  24.3  24.2 999.0 99.0 99.00
2007 04 10 07 00 163  6.7  7.2 99.00 99.00 99.00 999 1016.0  24.3  24.1 999.0 99.0 99.00
2007 04 10 08 00 157  8.6  9.2 99.00 99.00 99.00 999 1015.1  24.2  24.1 999.0 99.0 99.00
2007 04 10 09 00 166  6.3  7.0 99.00 99.00 99.00 999 1015.1  24.2  24.1 999.0 99.0 99.00
2007 04 10 10 00 175  5.0  5.4 99.00 99.00 99.00 999 1015.1  24.2  24.1 999.0 99.0 99.00
2007 04 10 11 00 177  4.9  5.5 99.00 99.00 99.00 999 1015.3  24.3  24.1 999.0 99.0 99.00
2007 04 10 12 00 164  4.7  5.1 99.00 99.00 99.00 999 1015.1  24.5  24.1 999.0 99.0 99.00
2007 04 10 13 00 168  5.9  6.4 99.00 99.00 99.00 999 1015.0  25.0  24.2 999.0 99.0 99.00
2007 04 10 14 00 167  6.5  6.9 99.00 99.00 99.00 999 1014.9  25.5  24.3 999.0 99.0 99.00
2007 04 10 15 00 164  5.6  6.1 99.00 99.00 99.00 999 1014.9  25.9  24.4 999.0 99.0 99.00
2007 04 10 16 00 165  5.7  6.3 99.00 99.00 99.00 999 1014.6  26.3  24.4 999.0 99.0 99.00
2007 04 10 17 00 154  5.0  5.5 99.00 99.00 99.00 999 1013.7  26.1  24.5 999.0 99.0 99.00
2007 04 10 18 00 155  6.8  7.4 99.00 99.00 99.00 999 1012.9  26.2  24.6 999.0 99.0 99.00
2007 04 10 19 00 161  6.4  6.8 99.00 99.00 99.00 999 1012.0  25.8  24.8 999.0 99.0 99.00
2007 04 10 20 00 159  7.1  7.5 99.00 99.00 99.00 999 1011.4  25.9  24.9 999.0 99.0 99.00
2007 04 10 21 00 177  5.3  5.5 99.00 99.00 99.00 999 1011.0  26.1  24.7 999.0 99.0 99.00
2007 04 10 22 00 178  5.0  5.6 99.00 99.00 99.00 999 1010.6  25.7  24.7 999.0 99.0 99.00
2007 04 10 23 00 170  4.4  4.6 99.00 99.00 99.00 999 1010.7  25.4  24.8 999.0 99.0 99.00
2007 04 11 00 00 154  4.7  4.9 99.00 99.00 99.00 999 1010.7  25.0  25.0 999.0 99.0 99.00
2007 04 11 01 00 149  7.1  7.7 99.00 99.00 99.00 999 1010.6  24.7  25.0 999.0 99.0 99.00
2007 04 11 02 00 158  6.5  6.8 99.00 99.00 99.00 999 1011.0  24.2  25.0 999.0 99.0 99.00
2007 04 11 03 00 261  1.4  5.3 99.00 99.00 99.00 999 1011.3  24.5  24.9 999.0 99.0 99.00
2007 04 11 04 00 354 11.0 13.0 99.00 99.00 99.00 999 1012.3  21.2  24.9 999.0 99.0 99.00
2007 04 11 05 00   2 11.6 12.4 99.00 99.00 99.00 999 1010.9  22.4  24.4 999.0 99.0 99.00
2007 04 11 06 00 343  8.9  9.7 99.00 99.00 99.00 999 1012.4  22.4  24.4 999.0 99.0 99.00
2007 04 11 07 00 336 10.2 11.3 99.00 99.00 99.00 999 1012.9  21.3  24.4 999.0 99.0 99.00
2007 04 11 08 00  14  9.1  9.9 99.00 99.00 99.00 999 1011.6  21.7  24.4 999.0 99.0 99.00
2007 04 11 09 00  19  5.3  5.7 99.00 99.00 99.00 999 1012.4  21.5  24.4 999.0 99.0 99.00
2007 04 11 10 00  87  5.2  5.8 99.00 99.00 99.00 999 1011.8  21.3  24.2 999.0 99.0 99.00
2007 04 11 11 00 128  9.5 10.1 99.00 99.00 99.00 999 1010.4  22.2  24.2 999.0 99.0 99.00
2007 04 11 12 00 145 11.5 12.0 99.00 99.00 99.00 999 1010.1  22.6  24.2 999.0 99.0 99.00
2007 04 11 13 00 155 12.7 13.4 99.00 99.00 99.00 999 1010.0  22.9  24.2 999.0 99.0 99.00
2007 04 11 14 00 174 13.1 14.8 99.00 99.00 99.00 999 1011.0  23.6  24.1 999.0 99.0 99.00
2007 04 11 15 00 186 11.2 12.0 99.00 99.00 99.00 999 1011.1  24.1  24.1 999.0 99.0 99.00
2007 04 11 16 00 193  9.4 10.0 99.00 99.00 99.00 999 1011.0  24.4  24.2 999.0 99.0 99.00
2007 04 11 17 00 189 11.3 12.2 99.00 99.00 99.00 999 1010.6  24.5  24.3 999.0 99.0 99.00
2007 04 11 18 00 193 11.7 12.7 99.00 99.00 99.00 999 1010.4  24.7  24.5 999.0 99.0 99.00
2007 04 11 19 00 202 10.5 11.1 99.00 99.00 99.00 999 1010.3  24.8  24.6 999.0 99.0 99.00
2007 04 11 20 00 181 10.0 10.5 99.00 99.00 99.00 999 1009.1  24.6  24.6 999.0 99.0 99.00
2007 04 11 21 00 188  9.3 10.5 99.00 99.00 99.00 999 1009.2  24.6  24.6 999.0 99.0 99.00
2007 04 11 22 00 236  4.3  4.7 99.00 99.00 99.00 999 1009.8  25.4  24.6 999.0 99.0 99.00
2007 04 11 23 00 188  5.0  5.3 99.00 99.00 99.00 999 1010.1  25.3  24.6 999.0 99.0 99.00
2007 04 12 00 00 191  5.1  5.5 99.00 99.00 99.00 999 1010.7  24.7  24.7 999.0 99.0 99.00
2007 04 12 01 00 195  6.3  6.8 99.00 99.00 99.00 999 1011.2  24.4  24.7 999.0 99.0 99.00
2007 04 12 02 00 215  5.6  6.0 99.00 99.00 99.00 999 1011.8  24.5  24.7 999.0 99.0 99.00
2007 04 12 03 00 240  6.8  7.4 99.00 99.00 99.00 999 1012.7  24.7  24.7 999.0 99.0 99.00
2007 04 12 04 00 238  7.8  8.5 99.00 99.00 99.00 999 1013.1  24.4  24.6 999.0 99.0 99.00
2007 04 12 05 00 238  6.9  7.7 99.00 99.00 99.00 999 1013.1  24.2  24.6 999.0 99.0 99.00
2007 04 12 06 00 226  6.7  7.2 99.00 99.00 99.00 999 1012.9  24.0  24.4 999.0 99.0 99.00
2007 04 12 07 00 212  5.8  6.7 99.00 99.00 99.00 999 1012.7  24.2  24.4 999.0 99.0 99.00
2007 04 12 08 00 217  4.9  5.4 99.00 99.00 99.00 999 1012.9  24.1  24.4 999.0 99.0 99.00
2007 04 12 09 00 219  4.8  5.0 99.00 99.00 99.00 999 1012.7  24.0  24.3 999.0 99.0 99.00
2007 04 12 10 00 208  4.4  4.7 99.00 99.00 99.00 999 1013.1  24.1  24.3 999.0 99.0 99.00
2007 04 12 11 00 170  2.8  3.1 99.00 99.00 99.00 999 1013.7  24.1  24.2 999.0 99.0 99.00
2007 04 12 12 00 139  3.3  3.4 99.00 99.00 99.00 999 1013.7  24.1  24.2 999.0 99.0 99.00
2007 04 12 13 00 142  2.5  2.9 99.00 99.00 99.00 999 1014.4  24.4  24.3 999.0 99.0 99.00
2007 04 12 14 00 162  3.2  3.3 99.00 99.00 99.00 999 1015.3  24.9  24.3 999.0 99.0 99.00
2007 04 12 15 00 155  5.3  5.5 99.00 99.00 99.00 999 1015.0  24.6  24.4 999.0 99.0 99.00
2007 04 12 16 00 337 10.7 11.5 99.00 99.00 99.00 999 1016.7  21.1  24.4 999.0 99.0 99.00
2007 04 12 17 00 287  5.3  5.9 99.00 99.00 99.00 999 1016.1  21.7  24.3 999.0 99.0 99.00
2007 04 12 18 00 161  5.1  5.4 99.00 99.00 99.00 999 1014.6  22.3  24.3 999.0 99.0 99.00
2007 04 12 19 00 129  2.4  2.5 99.00 99.00 99.00 999 1014.1  22.9  24.4 999.0 99.0 99.00
2007 04 12 20 00 152  4.7  4.9 99.00 99.00 99.00 999 1013.6  23.3  24.4 999.0 99.0 99.00
2007 04 12 21 00 179  5.0  5.4 99.00 99.00 99.00 999 1013.8  24.2  24.6 999.0 99.0 99.00
2007 04 12 22 00 174  4.7  4.9 99.00 99.00 99.00 999 1014.2  24.5  24.5 999.0 99.0 99.00
2007 04 12 23 00 183  6.0  6.2 99.00 99.00 99.00 999 1014.3  24.2  24.5 999.0 99.0 99.00
2007 04 13 00 00 187  6.3  6.6 99.00 99.00 99.00 999 1014.8  24.1  24.4 999.0 99.0 99.00
2007 04 13 01 00 178  7.2  7.5 99.00 99.00 99.00 999 1015.6  24.2  24.6 999.0 99.0 99.00
2007 04 13 02 00 182  5.0  5.4 99.00 99.00 99.00 999 1016.1  24.1  24.6 999.0 99.0 99.00
2007 04 13 03 00 215  4.7  5.3 99.00 99.00 99.00 999 1016.9  24.3  24.6 999.0 99.0 99.00
2007 04 13 04 00 243  4.0  4.1 99.00 99.00 99.00 999 1016.6  24.1  24.6 999.0 99.0 99.00
2007 04 13 05 00 275  5.7  6.4 99.00 99.00 99.00 999 1016.6  23.9  24.5 999.0 99.0 99.00
2007 04 13 06 00 265  3.4  3.7 99.00 99.00 99.00 999 1016.3  23.8  24.5 999.0 99.0 99.00
2007 04 13 07 00 266  3.6  3.8 99.00 99.00 99.00 999 1016.4  23.5  24.5 999.0 99.0 99.00
2007 04 13 08 00 289  2.8  3.1 99.00 99.00 99.00 999 1016.2  23.5  24.4 999.0 99.0 99.00
2007 04 13 09 00 297  3.9  4.2 99.00 99.00 99.00 999 1016.2  23.3  24.3 999.0 99.0 99.00
2007 04 13 10 00 290  2.9  3.4 99.00 99.00 99.00 999 1016.4  23.0  24.3 999.0 99.0 99.00
2007 04 13 11 00 317  3.2  3.5 99.00 99.00 99.00 999 1017.1  22.9  24.4 999.0 99.0 99.00
2007 04 13 12 00  23  1.8  2.0 99.00 99.00 99.00 999 1018.1  23.3  24.3 999.0 99.0 99.00
2007 04 13 13 00 355  2.0  2.3 99.00 99.00 99.00 999 1018.3  23.4  24.4 999.0 99.0 99.00
2007 04 13 14 00  79  0.5  0.7 99.00 99.00 99.00 999 1018.5  24.3  24.5 999.0 99.0 99.00
2007 04 13 15 00  13  2.7  2.9 99.00 99.00 99.00 999 1018.8  23.6  24.6 999.0 99.0 99.00
2007 04 13 16 00  39  3.8  4.1 99.00 99.00 99.00 999 1018.6  24.0  24.8 999.0 99.0 99.00
2007 04 13 17 00  53  4.2  4.5 99.00 99.00 99.00 999 1018.1  24.4  24.9 999.0 99.0 99.00
2007 04 13 18 00  72  4.4  4.8 99.00 99.00 99.00 999 1017.7  24.9  25.3 999.0 99.0 99.00
2007 04 13 19 00  72  4.3  4.8 99.00 99.00 99.00 999 1017.2  25.2  25.2 999.0 99.0 99.00
2007 04 13 20 00  84  5.3  5.7 99.00 99.00 99.00 999 1016.9  25.5  25.3 999.0 99.0 99.00
2007 04 13 21 00  88  6.4  6.9 99.00 99.00 99.00 999 1016.2  25.5  25.4 999.0 99.0 99.00
2007 04 13 22 00 100  6.5  6.9 99.00 99.00 99.00 999 1016.1  25.3  25.3 999.0 99.0 99.00
2007 04 13 23 00  96  5.0  5.1 99.00 99.00 99.00 999 1016.4  25.5  25.0 999.0 99.0 99.00
2007 04 14 00 00  90  5.4  5.6 99.00 99.00 99.00 999 1016.8  25.5  24.8 999.0 99.0 99.00
2007 04 14 01 00  93  6.8  7.2 99.00 99.00 99.00 999 1017.0  25.5  24.9 999.0 99.0 99.00
2007 04 14 02 00  97  8.4  8.9 99.00 99.00 99.00 999 1017.4  25.5  25.1 999.0 99.0 99.00
2007 04 14 03 00  91  9.0  9.5 99.00 99.00 99.00 999 1017.3  25.5  25.1 999.0 99.0 99.00
2007 04 14 04 00  90  8.0  8.9 99.00 99.00 99.00 999 1017.1  25.3  25.1 999.0 99.0 99.00
2007 04 14 05 00 104  8.6  9.2 99.00 99.00 99.00 999 1016.8  25.2  25.0 999.0 99.0 99.00
2007 04 14 06 00 108  7.4  7.7 99.00 99.00 99.00 999 1016.4  25.2  25.0 999.0 99.0 99.00
2007 04 14 07 00 104  8.6  9.0 99.00 99.00 99.00 999 1015.8  25.3  25.0 999.0 99.0 99.00
2007 04 14 08 00 111  7.7  8.7 99.00 99.00 99.00 999 1015.3  25.0  24.9 999.0 99.0 99.00
2007 04 14 09 00 113  8.4  8.9 99.00 99.00 99.00 999 1014.9  24.9  24.8 999.0 99.0 99.00
2007 04 14 10 00 115  8.1  8.6 99.00 99.00 99.00 999 1015.1  24.8  24.6 999.0 99.0 99.00
2007 04 14 11 00 108  7.5  7.9 99.00 99.00 99.00 999 1015.6  24.9  24.6 999.0 99.0 99.00
2007 04 14 12 00 114  8.5  9.2 99.00 99.00 99.00 999 1015.8  25.1  24.5 999.0 99.0 99.00
2007 04 14 13 00 109  8.6  9.0 99.00 99.00 99.00 999 1016.2  25.2  24.6 999.0 99.0 99.00
2007 04 14 14 00 120  8.5  9.0 99.00 99.00 99.00 999 1016.5  25.2  24.7 999.0 99.0 99.00
2007 04 14 15 00 116  8.9  9.8 99.00 99.00 99.00 999 1016.6  25.3  24.9 999.0 99.0 99.00
2007 04 14 16 00 119  8.3  8.8 99.00 99.00 99.00 999 1016.8  25.4  24.9 999.0 99.0 99.00
2007 04 14 17 00 129  7.9  8.7 99.00 99.00 99.00 999 1016.5  25.4  25.1 999.0 99.0 99.00
2007 04 14 18 00 131  8.6  9.1 99.00 99.00 99.00 999 1015.6  25.4  25.3 999.0 99.0 99.00
2007 04 14 19 00 132  8.8  9.2 99.00 99.00 99.00 999 1014.8  25.4  25.6 999.0 99.0 99.00
2007 04 14 20 00 137  7.5  8.1 99.00 99.00 99.00 999 1014.3  25.4  25.3 999.0 99.0 99.00
2007 04 14 21 00 134  6.8  7.5 99.00 99.00 99.00 999 1013.8  25.5  25.3 999.0 99.0 99.00
2007 04 14 22 00 137  7.5  7.8 99.00 99.00 99.00 999 1013.6  25.5  25.1 999.0 99.0 99.00
2007 04 14 23 00 130  6.9  7.7 99.00 99.00 99.00 999 1013.6  25.4  24.9 999.0 99.0 99.00
2007 04 15 00 00 133  7.9  8.6 99.00 99.00 99.00 999 1013.1  25.3  24.8 999.0 99.0 99.00
2007 04 15 01 00 131  8.2  8.4 99.00 99.00 99.00 999 1013.3  25.5  24.6 999.0 99.0 99.00
2007 04 15 02 00 141 10.2 11.1 99.00 99.00 99.00 999 1013.6  25.9  24.8 999.0 99.0 99.00
2007 04 15 03 00 143 12.2 13.2 99.00 99.00 99.00 999 1013.0  26.2  25.2 999.0 99.0 99.00
2007 04 15 04 00 151 12.7 14.0 99.00 99.00 99.00 999 1012.6  26.0  25.4 999.0 99.0 99.00
2007 04 15 05 00 157 12.6 14.0 99.00 99.00 99.00 999 1012.6  25.9  25.2 999.0 99.0 99.00
2007 04 15 06 00 156 11.5 12.1 99.00 99.00 99.00 999 1012.0  25.9  25.0 999.0 99.0 99.00
2007 04 15 07 00 161 11.6 12.4 99.00 99.00 99.00 999 1011.4  26.0  24.8 999.0 99.0 99.00
2007 04 15 08 00 165 13.3 14.1 99.00 99.00 99.00 999 1010.4  25.9  24.7 999.0 99.0 99.00
2007 04 15 09 00 169 12.4 13.5 99.00 99.00 99.00 999 1010.2  25.9  24.8 999.0 99.0 99.00
2007 04 15 10 00 178 12.7 13.6 99.00 99.00 99.00 999 1010.2  25.9  24.8 999.0 99.0 99.00
2007 04 15 11 00 185 11.2 11.8 99.00 99.00 99.00 999 1010.6  25.6  24.7 999.0 99.0 99.00
2007 04 15 12 00 190 10.9 11.6 99.00 99.00 99.00 999 1011.2  25.6  24.7 999.0 99.0 99.00
2007 04 15 13 00 194 10.2 11.1 99.00 99.00 99.00 999 1011.3  25.8  24.9 999.0 99.0 99.00
2007 04 15 14 00 197 11.7 13.2 99.00 99.00 99.00 999 1011.1  26.0  24.9 999.0 99.0 99.00
2007 04 15 15 00 195 11.9 12.7 99.00 99.00 99.00 999 1011.0  26.1  24.9 999.0 99.0 99.00
2007 04 15 16 00 195 12.8 13.6 99.00 99.00 99.00 999 1011.2  26.2  24.8 999.0 99.0 99.00
2007 04 15 17 00 195 12.3 13.6 99.00 99.00 99.00 999 1011.1  26.2  25.1 999.0 99.0 99.00
2007 04 15 18 00 197 12.5 13.5 99.00 99.00 99.00 999 1009.9  26.3  25.3 999.0 99.0 99.00
2007 04 15 19 00 211 14.4 15.6 99.00 99.00 99.00 999 1009.4  26.6  25.1 999.0 99.0 99.00
2007 04 15 20 00 221 13.6 15.1 99.00 99.00 99.00 999 1009.0  26.9  25.1 999.0 99.0 99.00
2007 04 15 21 00 223 16.6 18.7 99.00 99.00 99.00 999 1008.2  26.3  24.9 999.0 99.0 99.00
2007 04 15 22 00 227 13.7 15.7 99.00 99.00 99.00 999 1008.7  25.8  24.9 999.0 99.0 99.00
2007 04 15 23 00 277 14.5 16.2 99.00 99.00 99.00 999 1009.4  24.1  25.1 999.0 99.0 99.00
2007 04 16 00 00 289 13.1 14.0 99.00 99.00 99.00 999 1010.5  22.8  25.1 999.0 99.0 99.00
2007 04 16 01 00 283 12.8 14.2 99.00 99.00 99.00 999 1011.8  22.3  25.1 999.0 99.0 99.00
2007 04 16 02 00 295 14.0 15.6 99.00 99.00 99.00 999 1013.3  21.3  25.0 999.0 99.0 99.00
2007 04 16 03 00 300 15.8 19.5 99.00 99.00 99.00 999 1014.1  20.6  24.9 999.0 99.0 99.00
2007 04 16 04 00 295 17.7 19.7 99.00 99.00 99.00 999 1015.0  19.7  24.8 999.0 99.0 99.00
2007 04 16 05 00 301 12.8 15.1 99.00 99.00 99.00 999 1015.5  18.6  24.5 999.0 99.0 99.00
2007 04 16 06 00 314 13.8 15.5 99.00 99.00 99.00 999 1015.4  17.9  24.3 999.0 99.0 99.00
2007 04 16 07 00 308 12.8 14.2 99.00 99.00 99.00 999 1015.2  17.4  24.2 999.0 99.0 99.00
2007 04 16 08 00 310 15.0 16.4 99.00 99.00 99.00 999 1015.0  16.8  24.1 999.0 99.0 99.00
2007 04 16 09 00 306 15.0 17.9 99.00 99.00 99.00 999 1015.4  17.0  23.9 999.0 99.0 99.00
2007 04 16 10 00 312 16.2 17.8 99.00 99.00 99.00 999 1015.8  16.6  23.9 999.0 99.0 99.00
2007 04 16 11 00 327 16.3 18.4 99.00 99.00 99.00 999 1016.8  15.1  23.8 999.0 99.0 99.00
2007 04 16 12 00 323 16.3 18.6 99.00 99.00 99.00 999 1018.4  13.6  24.1 999.0 99.0 99.00
2007 04 16 13 00 329 12.6 15.1 99.00 99.00 99.00 999 1018.9  13.0  24.1 999.0 99.0 99.00
2007 04 16 14 00 324 10.9 12.7 99.00 99.00 99.00 999 1018.9  13.4  24.3 999.0 99.0 99.00
2007 04 16 15 00 317 10.5 12.2 99.00 99.00 99.00 999 1019.1  14.0  24.3 999.0 99.0 99.00
2007 04 16 16 00 332  7.1  8.7 99.00 99.00 99.00 999 1018.9  15.1  24.1 999.0 99.0 99.00
2007 04 16 17 00 315  8.8 10.6 99.00 99.00 99.00 999 1018.3  16.7  24.0 999.0 99.0 99.00
2007 04 16 18 00 316  8.7 10.7 99.00 99.00 99.00 999 1017.7  17.8  24.0 999.0 99.0 99.00
2007 04 16 19 00 311  8.2  9.6 99.00 99.00 99.00 999 1016.9  19.1  24.1 999.0 99.0 99.00
2007 04 16 20 00 318  8.1 10.1 99.00 99.00 99.00 999 1016.0  20.2  24.5 999.0 99.0 99.00
2007 04 16 21 00 318  7.2  8.4 99.00 99.00 99.00 999 1015.4  21.2  24.7 999.0 99.0 99.00
2007 04 16 22 00 300  5.5  6.5 99.00 99.00 99.00 999 1014.8  21.7  24.7 999.0 99.0 99.00
2007 04 16 23 00 300  4.3  5.1 99.00 99.00 99.00 999 1015.0  22.0  24.7 999.0 99.0 99.00
2007 04 17 00 00 279  4.4  5.2 99.00 99.00 99.00 999 1015.2  21.9  24.7 999.0 99.0 99.00
2007 04 17 01 00 291  5.9  6.2 99.00 99.00 99.00 999 1015.9  22.1  24.7 999.0 99.0 99.00
2007 04 17 02 00 263  9.5 10.4 99.00 99.00 99.00 999 1016.1  19.9  24.5 999.0 99.0 99.00
2007 04 17 03 00 289 10.7 11.7 99.00 99.00 99.00 999 1016.1  19.0  24.5 999.0 99.0 99.00
2007 04 17 04 00 303 10.9 12.1 99.00 99.00 99.00 999 1016.1  18.0  24.4 999.0 99.0 99.00
2007 04 17 05 00 315 12.7 13.6 99.00 99.00 99.00 999 1016.7  17.1  24.2 999.0 99.0 99.00
2007 04 17 06 00 328 10.9 11.7 99.00 99.00 99.00 999 1016.3  16.7  24.0 999.0 99.0 99.00
2007 04 17 07 00 332 11.8 12.8 99.00 99.00 99.00 999 1015.6  16.2  23.8 999.0 99.0 99.00
2007 04 17 08 00 328 10.4 11.6 99.00 99.00 99.00 999 1015.0  16.0  23.7 999.0 99.0 99.00
2007 04 17 09 00 323 11.5 12.8 99.00 99.00 99.00 999 1015.0  15.9  24.1 999.0 99.0 99.00
2007 04 17 10 00 324 10.3 12.6 99.00 99.00 99.00 999 1015.1  15.5  24.3 999.0 99.0 99.00
2007 04 17 11 00 329  9.4 10.5 99.00 99.00 99.00 999 1015.3  15.4  24.3 999.0 99.0 99.00
2007 04 17 12 00 324 10.1 10.8 99.00 99.00 99.00 999 1015.4  16.3  24.3 999.0 99.0 99.00
2007 04 17 13 00 326  9.5 10.3 99.00 99.00 99.00 999 1015.4  17.0  24.3 999.0 99.0 99.00
2007 04 17 14 00 328  8.4  9.5 99.00 99.00 99.00 999 1015.5  18.3  24.3 999.0 99.0 99.00
2007 04 17 15 00 333  7.3  8.0 99.00 99.00 99.00 999 1015.4  19.5  24.2 999.0 99.0 99.00
2007 04 17 16 00 345  4.8  5.5 99.00 99.00 99.00 999 1014.7  20.6  24.2 999.0 99.0 99.00
2007 04 17 17 00 338  2.1  2.4 99.00 99.00 99.00 999 1013.9  21.2  24.4 999.0 99.0 99.00
2007 04 17 18 00 165  0.2  0.4 99.00 99.00 99.00 999 1013.3  22.2  24.6 999.0 99.0 99.00
2007 04 17 19 00 156  2.4  2.7 99.00 99.00 99.00 999 1012.2  22.7  24.8 999.0 99.0 99.00
2007 04 17 20 00 154  3.7  4.3 99.00 99.00 99.00 999 1011.1  22.5  24.8 999.0 99.0 99.00
2007 04 17 21 00 186  4.9  5.1 99.00 99.00 99.00 999 1010.5  23.8  24.8 999.0 99.0 99.00
2007 04 17 22 00 196  7.7  8.2 99.00 99.00 99.00 999 1010.2  23.1  24.8 999.0 99.0 99.00
2007 04 17 23 00 206  8.3  9.5 99.00 99.00 99.00 999 1010.2  23.0  24.7 999.0 99.0 99.00
2007 04 18 00 00 210  9.7 10.5 99.00 99.00 99.00 999 1010.0  22.3  24.6 999.0 99.0 99.00
2007 04 18 01 00 258 10.9 11.2 99.00 99.00 99.00 999 1010.3  22.8  24.6 999.0 99.0 99.00
2007 04 18 02 00 256  9.3 10.0 99.00 99.00 99.00 999 1010.5  21.4  24.5 999.0 99.0 99.00
2007 04 18 03 00 263  9.2  9.9 99.00 99.00 99.00 999 1010.8  20.7  24.4 999.0 99.0 99.00
2007 04 18 04 00 287  8.3  9.0 99.00 99.00 99.00 999 1011.0  20.3  24.3 999.0 99.0 99.00
2007 04 18 05 00 287  9.4 10.2 99.00 99.00 99.00 999 1011.1  19.9  24.3 999.0 99.0 99.00
2007 04 18 06 00 289  7.4  8.3 99.00 99.00 99.00 999 1010.2  19.8  24.2 999.0 99.0 99.00
2007 04 18 07 00 293  6.5  7.2 99.00 99.00 99.00 999 1009.2  19.3  24.2 999.0 99.0 99.00
2007 04 18 08 00 310  6.1  7.1 99.00 99.00 99.00 999 1008.8  18.8  24.2 999.0 99.0 99.00
2007 04 18 09 00 312  5.6  6.0 99.00 99.00 99.00 999 1008.7  18.5  24.1 999.0 99.0 99.00
2007 04 18 10 00 322  4.4  4.8 99.00 99.00 99.00 999 1008.8  18.5  24.1 999.0 99.0 99.00
2007 04 18 11 00 319  5.7  6.4 99.00 99.00 99.00 999 1009.3  18.4  24.2 999.0 99.0 99.00
2007 04 18 12 00 310  5.1  5.7 99.00 99.00 99.00 999 1009.8  18.5  24.3 999.0 99.0 99.00
2007 04 18 13 00 302  5.1  6.1 99.00 99.00 99.00 999 1010.3  18.2  24.4 999.0 99.0 99.00
