#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 12 31 23 50  22  6.5  7.4 99.00 99.00 99.00 999 1021.2  23.3 999.0  20.3 99.0 99.00
2015 01 01 00 50  28  6.2  7.1 99.00 99.00 99.00 999 1021.5  23.3 999.0  19.9 99.0 99.00
2015 01 01 01 50  26  6.2  7.0 99.00 99.00 99.00 999 1021.9  23.6 999.0  19.4 99.0 99.00
2015 01 01 02 50  34  6.7  7.2 99.00 99.00 99.00 999 1022.0  23.5 999.0  18.7 99.0 99.00
2015 01 01 03 50  43  6.0  7.2 99.00 99.00 99.00 999 1021.7  24.0 999.0  19.3 99.0 99.00
2015 01 01 04 50  48  6.5  7.3 99.00 99.00 99.00 999 1021.3  23.4 999.0  19.9 99.0 99.00
2015 01 01 05 50  28  6.0  6.7 99.00 99.00 99.00 999 1020.6  23.1 999.0  20.2 99.0 99.00
2015 01 01 06 50  41  5.7  6.3 99.00 99.00 99.00 999 1020.4  23.2 999.0  20.3 99.0 99.00
2015 01 01 07 50  43  5.9  7.0 99.00 99.00 99.00 999 1020.2  22.9 999.0  20.2 99.0 99.00
2015 01 01 08 50  42  4.8  5.7 99.00 99.00 99.00 999 1019.9  22.9 999.0  20.5 99.0 99.00
2015 01 01 09 50  16  5.8  7.4 99.00 99.00 99.00 999 1020.1  23.0 999.0  20.4 99.0 99.00
2015 01 01 10 50  27  6.4  7.6 99.00 99.00 99.00 999 1020.7  22.3 999.0  19.7 99.0 99.00
2015 01 01 11 50  43  4.9  5.5 99.00 99.00 99.00 999 1021.2  22.5 999.0  19.9 99.0 99.00
2015 01 01 12 50  60  4.2  5.0 99.00 99.00 99.00 999 1021.7  22.7 999.0  20.0 99.0 99.00
2015 01 01 13 50  32  4.7  5.4 99.00 99.00 99.00 999 1022.2  22.9 999.0  20.1 99.0 99.00
2015 01 01 14 50  55  4.6  5.6 99.00 99.00 99.00 999 1022.6  23.1 999.0  20.2 99.0 99.00
2015 01 01 15 50  31  3.6  4.2 99.00 99.00 99.00 999 1022.7  23.4 999.0  20.4 99.0 99.00
2015 01 01 16 50  14  5.4  6.1 99.00 99.00 99.00 999 1022.1  23.1 999.0  20.8 99.0 99.00
2015 01 01 17 50  24  5.2  5.8 99.00 99.00 99.00 999 1020.9  22.8 999.0  20.7 99.0 99.00
2015 01 01 18 50  17  5.6  6.3 99.00 99.00 99.00 999 1019.8  22.7 999.0  20.6 99.0 99.00
2015 01 01 19 50  26  5.7  6.4 99.00 99.00 99.00 999 1019.6  22.9 999.0  20.8 99.0 99.00
2015 01 01 20 50  61  3.6  4.3 99.00 99.00 99.00 999 1019.5  23.7 999.0  20.8 99.0 99.00
2015 01 01 21 50  47  4.1  4.7 99.00 99.00 99.00 999 1019.5  24.1 999.0  21.3 99.0 99.00
2015 01 01 22 50  28  4.1  4.9 99.00 99.00 99.00 999 1019.7  23.7 999.0  21.7 99.0 99.00
2015 01 01 23 50  98  5.0  5.7 99.00 99.00 99.00 999 1020.2  25.0 999.0  19.4 99.0 99.00
