#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 01 00 00 118  3.0  3.4 99.00 99.00 99.00 999 1018.7  25.4  25.5  23.7 99.0  0.73
2008 01 01 01 00 104  3.0  3.3 99.00 99.00 99.00 999 1019.2  25.4  25.5  24.2 99.0  0.51
2008 01 01 02 00 121  2.9  3.2 99.00 99.00 99.00 999 1019.6  25.3  25.5  24.1 99.0  0.36
2008 01 01 03 00 133  2.5  2.8 99.00 99.00 99.00 999 1019.8  25.0  25.5  24.1 99.0  0.38
2008 01 01 04 00 131  3.0  3.2 99.00 99.00 99.00 999 1019.8  25.0  25.4  24.4 99.0  0.57
2008 01 01 05 00 108  2.7  3.0 99.00 99.00 99.00 999 1019.6  25.0  25.5  24.4 99.0  0.82
2008 01 01 06 00 111  3.6  4.0 99.00 99.00 99.00 999 1019.4  24.9  25.4  24.3 99.0  1.06
2008 01 01 07 00  95  2.7  2.8 99.00 99.00 99.00 999 1019.3  25.0  25.4  24.1 99.0  1.27
2008 01 01 08 00 115  3.1  3.3 99.00 99.00 99.00 999 1018.9  24.8  25.4  24.1 99.0  1.37
2008 01 01 09 00  94  3.1  3.3 99.00 99.00 99.00 999 1019.1  24.9  25.5  24.3 99.0  1.33
2008 01 01 10 00 102  3.3  3.4 99.00 99.00 99.00 999 1019.1  24.8  25.4  23.2 99.0  1.20
2008 01 01 11 00 113  4.5  4.7 99.00 99.00 99.00 999 1019.1  24.9  25.4  23.1 99.0  1.07
2008 01 01 12 00 123  4.8  5.0 99.00 99.00 99.00 999 1019.5  24.9  25.4  23.0 99.0  0.88
2008 01 01 13 00 123  3.0  3.2 99.00 99.00 99.00 999 1020.2  25.1  25.4  23.3 99.0  0.65
2008 01 01 14 00 110  2.3  2.6 99.00 99.00 99.00 999 1020.8  25.4  25.4  23.4 99.0  0.56
2008 01 01 15 00 116  2.0  2.1 99.00 99.00 99.00 999 1021.3  25.9  25.5  23.5 99.0  0.59
2008 01 01 16 00 127  2.0  2.3 99.00 99.00 99.00 999 1021.1  26.6  25.7  24.0 99.0  0.73
2008 01 01 17 00 156  1.9  2.1 99.00 99.00 99.00 999 1020.7  26.7  25.8  24.4 99.0  0.94
2008 01 01 18 00 204  1.0  1.1 99.00 99.00 99.00 999 1020.0  26.6  25.8  24.8 99.0  1.14
2008 01 01 19 00 224  1.5  2.0 99.00 99.00 99.00 999 1019.2  25.8  25.7  24.0 99.0  1.32
2008 01 01 20 00 231  0.9  1.2 99.00 99.00 99.00 999 1018.9  25.8  25.9  23.8 99.0  1.40
2008 01 01 21 00 302  1.4  1.8 99.00 99.00 99.00 999 1018.9  25.1  25.9  24.3 99.0  1.36
2008 01 01 22 00 321  4.8  5.8 99.00 99.00 99.00 999 1019.4  24.6  25.8  24.5 99.0  1.24
2008 01 01 23 00 328  4.6  5.0 99.00 99.00 99.00 999 1019.9  24.0  25.6  24.0 99.0  1.00
2008 01 02 00 00 337  9.7 10.1 99.00 99.00 99.00 999 1020.3  23.9  25.6  21.7 99.0  0.72
2008 01 02 01 00 338 12.4 13.4 99.00 99.00 99.00 999 1021.0  23.2  25.6  21.5 99.0  0.30
2008 01 02 02 00 337 11.4 13.4 99.00 99.00 99.00 999 1021.6  22.4  25.5  21.7 99.0 -0.07
2008 01 02 03 00 346 11.7 12.8 99.00 99.00 99.00 999 1021.6  22.5  25.5  21.7 99.0 -0.17
2008 01 02 04 00 355 12.3 14.1 99.00 99.00 99.00 999 1021.6  22.2  25.5  18.2 99.0 -0.17
2008 01 02 05 00 353 14.1 14.9 99.00 99.00 99.00 999 1021.5  21.9  25.7  12.4 99.0 -0.02
2008 01 02 06 00 358 13.2 14.7 99.00 99.00 99.00 999 1021.4  20.7  25.6  12.4 99.0  0.19
2008 01 02 07 00 350 13.6 15.3 99.00 99.00 99.00 999 1021.4  20.3  25.8  12.5 99.0  0.38
2008 01 02 08 00 347 15.0 16.3 99.00 99.00 99.00 999 1021.4  18.7  26.8  13.5 99.0  0.61
2008 01 02 09 00 348 16.5 18.1 99.00 99.00 99.00 999 1021.9  16.9  27.2  10.6 99.0  0.71
2008 01 02 10 00   3 15.5 17.1 99.00 99.00 99.00 999 1022.4  15.8  25.8   8.3 99.0  0.68
2008 01 02 11 00   2 14.3 16.2 99.00 99.00 99.00 999 1023.5  14.6  27.3   8.2 99.0  0.61
2008 01 02 12 00   2 16.2 18.2 99.00 99.00 99.00 999 1024.3  12.9  27.1   6.2 99.0  0.52
2008 01 02 13 00   2 16.6 17.9 99.00 99.00 99.00 999 1025.5  12.1  27.0   3.8 99.0  0.37
2008 01 02 14 00   2 16.6 17.7 99.00 99.00 99.00 999 1026.6  11.7  27.2   3.9 99.0  0.30
2008 01 02 15 00   2 15.9 17.5 99.00 99.00 99.00 999 1027.4  11.9  26.9   4.0 99.0  0.27
