#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 09 06 00  71 13.4 15.5 99.00 99.00 99.00 999 1021.4  23.1  25.1 999.0 99.0 99.00
2014 01 09 07 00  77 13.7 14.5 99.00 99.00 99.00 999 1021.0  23.6  25.1 999.0 99.0 99.00
2014 01 09 08 00  74 12.3 13.1 99.00 99.00 99.00 999 1020.8  23.5  25.2 999.0 99.0 99.00
2014 01 09 09 00  71 12.0 12.8 99.00 99.00 99.00 999 1021.0  23.5  25.2 999.0 99.0 99.00
2014 01 09 10 00  80 10.9 11.7 99.00 99.00 99.00 999 1020.9  23.7  25.2 999.0 99.0 99.00
2014 01 09 11 00  79 11.0 11.7 99.00 99.00 99.00 999 1021.0  23.6  25.1 999.0 99.0 99.00
2014 01 09 12 00  80 11.3 12.0 99.00 99.00 99.00 999 1021.3  23.7  25.1 999.0 99.0 99.00
2014 01 09 13 00  77 10.1 10.7 99.00 99.00 99.00 999 1022.0  24.2  25.1 999.0 99.0 99.00
2014 01 09 14 00  77 10.7 11.7 99.00 99.00 99.00 999 1022.5  24.2  25.2 999.0 99.0 99.00
2014 01 09 15 00  84  9.1 10.1 99.00 99.00 99.00 999 1023.2  24.4  25.2 999.0 99.0 99.00
2014 01 09 16 00  90 10.3 11.0 99.00 99.00 99.00 999 1022.9  24.6  25.1 999.0 99.0 99.00
2014 01 09 17 00  85  9.0  9.6 99.00 99.00 99.00 999 1022.4  24.7  25.1 999.0 99.0 99.00
2014 01 09 18 00  88  8.8  9.7 99.00 99.00 99.00 999 1021.0  24.5  25.1 999.0 99.0 99.00
2014 01 09 19 00  97  7.9  8.3 99.00 99.00 99.00 999 1020.2  24.8  25.2 999.0 99.0 99.00
2014 01 09 20 00 113  6.7  7.3 99.00 99.00 99.00 999 1020.1  24.9  25.2 999.0 99.0 99.00
2014 01 09 21 00 108  5.9  6.3 99.00 99.00 99.00 999 1020.0  25.0  25.2 999.0 99.0 99.00
2014 01 09 22 00  97  6.8  7.2 99.00 99.00 99.00 999 1020.0  24.9  25.2 999.0 99.0 99.00
2014 01 09 23 00 101  5.9  6.6 99.00 99.00 99.00 999 1020.4  25.0  25.2 999.0 99.0 99.00
2014 01 10 00 00  99  6.7  7.3 99.00 99.00 99.00 999 1020.5  25.0  25.2 999.0 99.0 99.00
2014 01 10 01 00 102  7.9  8.3 99.00 99.00 99.00 999 1021.4  25.1  25.2 999.0 99.0 99.00
2014 01 10 02 00  96  8.5  9.1 99.00 99.00 99.00 999 1021.9  25.2  25.1 999.0 99.0 99.00
2014 01 10 03 00 107 10.2 10.7 99.00 99.00 99.00 999 1021.9  25.2  25.1 999.0 99.0 99.00
2014 01 10 04 00 106  9.2 10.1 99.00 99.00 99.00 999 1021.6  25.0  25.1 999.0 99.0 99.00
2014 01 10 05 00 103  8.8  9.5 99.00 99.00 99.00 999 1021.4  25.0  25.0 999.0 99.0 99.00
2014 01 10 06 00 108  9.5 10.3 99.00 99.00 99.00 999 1020.7  24.9  25.0 999.0 99.0 99.00
