#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 00 00 335  6.2  6.4 99.00 99.00 99.00 999 1018.0  21.9 999.0  14.8 99.0  0.46
2009 01 01 01 00 337  6.1  6.3 99.00 99.00 99.00 999 1018.4  21.9 999.0  14.9 99.0  0.73
2009 01 01 02 00 334  5.1  5.6 99.00 99.00 99.00 999 1018.6  21.8 999.0  15.5 99.0  1.02
2009 01 01 03 00 327  6.1  6.7 99.00 99.00 99.00 999 1018.8  21.8 999.0  15.6 99.0  1.32
2009 01 01 04 00 330  7.2  7.6 99.00 99.00 99.00 999 1018.6  21.8 999.0  15.4 99.0  1.50
2009 01 01 05 00 346  6.1  6.5 99.00 99.00 99.00 999 1018.3  21.6 999.0  16.2 99.0  1.51
2009 01 01 06 00 352  6.4  7.0 99.00 99.00 99.00 999 1018.1  21.7 999.0  16.3 99.0  1.30
2009 01 01 07 00   2  4.7  5.4 99.00 99.00 99.00 999 1017.9  21.7 999.0  16.6 99.0  0.97
2009 01 01 08 00   7  6.2  7.1 99.00 99.00 99.00 999 1017.8  21.5 999.0  16.5 99.0  0.54
2009 01 01 09 00  22  6.5  7.3 99.00 99.00 99.00 999 1017.7  21.2 999.0  16.5 99.0  0.16
2009 01 01 10 00  30  8.0  8.6 99.00 99.00 99.00 999 1017.5  20.6 999.0  16.5 99.0 -0.07
2009 01 01 11 00  43  7.6  8.2 99.00 99.00 99.00 999 1017.7  20.0 999.0  16.9 99.0 -0.14
2009 01 01 12 00  49  6.6  7.1 99.00 99.00 99.00 999 1018.3  19.7 999.0  16.6 99.0  0.03
2009 01 01 13 00  46  7.2  7.7 99.00 99.00 99.00 999 1019.1  19.9 999.0  15.7 99.0  0.31
2009 01 01 14 00  54  5.5  5.8 99.00 99.00 99.00 999 1020.0  20.1 999.0  14.5 99.0  0.64
2009 01 01 15 00  47  6.2  6.8 99.00 99.00 99.00 999 1020.5  20.2 999.0  14.5 99.0  0.99
2009 01 01 16 00  51  5.8  6.6 99.00 99.00 99.00 999 1020.4  20.6 999.0  14.1 99.0  1.24
