'winddir,'droz1-dir,'online,'( 1 366),'N-NE=(0 40),'NE-ENE=(40 80),'ENE-ESE=(80 120),'ESE-SSE=(120 160),'SSE-SSW=(160 200),'SSW-WSW=(200 240),'WSW-W=(240 280),'W-NW=(280 320),'NW-N=(320 360)
'parsurf,'droz1-surf-par,'online,'( 1 366),'DRASTIC-LOW=(-11 300),'VERY-LOW=(300 700),'LOW=(700 1000),'SOMEWHAT-LOW=(1000 1400),'AVERAGE=(1400 1900),'SOMEWHAT-HIGH=(1900 2100),'HIGH=(2100 2300),'VERY-HIGH=(2300 2500),'DRASTIC-HIGH=(2500 2600)
'mwsst,'droz1-amsre-mwsst,'online,'( 1 366),'DRASTIC-LOW=(22.7 23.7),'VERY-LOW=(23.7 24),'LOW=(24 24.2),'SOMEWHAT-LOW=(24.2 24.3),'AVERAGE=(24.3 29.7),'SOMEWHAT-HIGH=(29.7 29.8),'HIGH=(29.8 30.1),'VERY-HIGH=(30.1 30.6),'DRASTIC-HIGH=(30.6 32)
'sea1m2,'droz1-sea-t2,'online,'( 1 366),'DRASTIC-LOW=(19 20),'VERY-LOW=(20 21),'LOW=(21 22),'SOMEWHAT-LOW=(22 23),'AVERAGE=(23 28.5),'SOMEWHAT-HIGH=(28.5 29),'HIGH=(29 29.5),'VERY-HIGH=(29.5 30),'DRASTIC-HIGH=(30 33)
'sea1m,'droz1-sea-t,'online,'( 1 366),'DRASTIC-LOW=(19 20),'VERY-LOW=(20 21),'LOW=(21 22),'SOMEWHAT-LOW=(22 23),'AVERAGE=(23 28.5),'SOMEWHAT-HIGH=(28.5 29),'HIGH=(29 29.5),'VERY-HIGH=(29.5 30),'DRASTIC-HIGH=(30 33)
'barom,'droz1-barom,'online,'( 1 366),'DRASTIC-LOW=(980 990),'VERY-LOW=(990 1000),'LOW=(1000 1005),'SOMEWHAT-LOW=(1005 1010),'AVERAGE=(1010 1020),'SOMEWHAT-HIGH=(1020 1025),'HIGH=(1025 1030),'VERY-HIGH=(1030 1035),'DRASTIC-HIGH=(1035 1040)
'windsp,'droz1-speed,'online,'( 1 366),'DRASTIC-LOW=(0 2),'VERY-LOW=(2 4),'LOW=(4 7),'SOMEWHAT-LOW=(7 10),'AVERAGE=(10 21),'SOMEWHAT-HIGH=(21 33),'HIGH=(33 40),'VERY-HIGH=(40 64),'DRASTIC-HIGH=(64 100)
'airt,'droz1-air-t,'online,'( 1 366),'DRASTIC-LOW=(15 18),'VERY-LOW=(18 20),'LOW=(20 21),'SOMEWHAT-LOW=(21 22),'AVERAGE=(22 28),'SOMEWHAT-HIGH=(28 29),'HIGH=(29 30),'VERY-HIGH=(30 31),'DRASTIC-HIGH=(31 33)
