'mwsst,'cpoz1-amsre-mwsst,'online,'( 1 366),'DRASTIC-LOW=(25.2 25.7),'VERY-LOW=(25.7 25.9),'LOW=(25.9 26.7),'SOMEWHAT-LOW=(26.7 27.8),'AVERAGE=(27.8 30),'SOMEWHAT-HIGH=(30 30.4),'HIGH=(30.4 31),'VERY-HIGH=(31 31.2),'DRASTIC-HIGH=(31.2 31.5)
'parsurf,'cpoz1-amodis-par,'online,'( 1 366),'DRASTIC-LOW=(-0.1 100),'VERY-LOW=(100 200),'LOW=(200 500),'SOMEWHAT-LOW=(500 800),'AVERAGE=(800 1200),'SOMEWHAT-HIGH=(1200 1500),'HIGH=(1500 1800),'VERY-HIGH=(1800 2000),'DRASTIC-HIGH=(2000 2200)
'sst,'cpoz1-misst-sst,'online,'( 1 366),'DRASTIC-LOW=(19 21),'VERY-LOW=(21 23),'LOW=(23 25),'SOMEWHAT-LOW=(25 27),'AVERAGE=(27 30.5),'SOMEWHAT-HIGH=(30.5 31.2),'HIGH=(31.2 31.7),'VERY-HIGH=(31.7 32.2),'DRASTIC-HIGH=(32.2 33)
