'uvbu380-test,'srvi2-shallow-380nm,'test,'( 1 366),'DRASTIC-LOW=(0 10),'VERY-LOW=(10 17),'LOW=(17 22),'SOMEWHAT-LOW=(22 30),'AVERAGE=(30 35),'SOMEWHAT-HIGH=(35 45),'HIGH=(45 55),'VERY-HIGH=(55 60),'DRASTIC-HIGH=(60 70)
'uvbs380-test,'srvi2-surf-380nm,'test,'( 1 366),'DRASTIC-LOW=(0 10),'VERY-LOW=(10 15),'LOW=(15 25),'SOMEWHAT-LOW=(25 40),'AVERAGE=(40 65),'SOMEWHAT-HIGH=(65 70),'HIGH=(70 75),'VERY-HIGH=(75 80),'DRASTIC-HIGH=(80 90)
'uvbu330-test,'srvi2-shallow-330nm,'test,'( 1 366),'DRASTIC-LOW=(0 5),'VERY-LOW=(5 10),'LOW=(10 15),'SOMEWHAT-LOW=(15 20),'AVERAGE=(20 25),'SOMEWHAT-HIGH=(25 30),'HIGH=(30 35),'VERY-HIGH=(35 40),'DRASTIC-HIGH=(40 45)
'uvbs330-test,'srvi2-surf-330nm,'test,'( 1 366),'DRASTIC-LOW=(0 10),'VERY-LOW=(10 17),'LOW=(17 22),'SOMEWHAT-LOW=(22 30),'AVERAGE=(30 35),'SOMEWHAT-HIGH=(35 45),'HIGH=(45 55),'VERY-HIGH=(55 65),'DRASTIC-HIGH=(65 77)
'uvbu305-test,'srvi2-shallow-305nm,'test,'( 1 366),'DRASTIC-LOW=(0 1),'VERY-LOW=(1 1.5),'LOW=(1.5 2),'SOMEWHAT-LOW=(2 2.5),'AVERAGE=(2.5 2.75),'SOMEWHAT-HIGH=(2.75 3),'HIGH=(3 3.5),'VERY-HIGH=(3.5 4),'DRASTIC-HIGH=(4 6)
'uvbs305-test,'srvi2-surf-305nm,'test,'( 1 366),'DRASTIC-LOW=(0 1),'VERY-LOW=(1 2.5),'LOW=(2.5 3),'SOMEWHAT-LOW=(3 4),'AVERAGE=(4 5),'SOMEWHAT-HIGH=(5 6),'HIGH=(6 7),'VERY-HIGH=(7 8),'DRASTIC-HIGH=(8 11)
'parsurf-test,'srvi2-surf-par,'test,'( 1 366),'DRASTIC-LOW=(-0.1 50),'VERY-LOW=(50 100),'LOW=(100 300),'SOMEWHAT-LOW=(300 600),'AVERAGE=(600 1100),'SOMEWHAT-HIGH=(1100 1300),'HIGH=(1300 1500),'VERY-HIGH=(1500 1700),'DRASTIC-HIGH=(1700 2100)
'par1m-test,'srvi2-shallow-par,'test,'( 1 366),'DRASTIC-LOW=(0 50),'VERY-LOW=(50 100),'LOW=(100 200),'SOMEWHAT-LOW=(200 300),'AVERAGE=(300 600),'SOMEWHAT-HIGH=(600 900),'HIGH=(900 1200),'VERY-HIGH=(1200 1500),'DRASTIC-HIGH=(1500 1800)
'windgu2-test,'srvi2-wxt-wgust,'test,'( 1 366),'DRASTIC-LOW=(0 5),'VERY-LOW=(5 8),'LOW=(8 9.9),'SOMEWHAT-LOW=(9.9 10),'AVERAGE=(10 15),'SOMEWHAT-HIGH=(15 20),'HIGH=(20 30),'VERY-HIGH=(30 60),'DRASTIC-HIGH=(60 170)
'windgu-test,'srvi2-wind1-gust,'test,'( 1 366),'DRASTIC-LOW=(0 5),'VERY-LOW=(5 8),'LOW=(8 9.9),'SOMEWHAT-LOW=(9.9 10),'AVERAGE=(10 15),'SOMEWHAT-HIGH=(15 20),'HIGH=(20 30),'VERY-HIGH=(30 60),'DRASTIC-HIGH=(60 170)
'wxtairt-test,'srvi2-wxt-air-t,'test,'( 1 366),'DRASTIC-LOW=(8 10),'VERY-LOW=(10 13),'LOW=(13 15),'SOMEWHAT-LOW=(15 18),'AVERAGE=(18 22),'SOMEWHAT-HIGH=(22 24),'HIGH=(24 27),'VERY-HIGH=(27 30),'DRASTIC-HIGH=(30 32)
'wxtbarom-test,'srvi2-wxt-barom,'test,'( 1 366),'DRASTIC-LOW=(880 1005),'VERY-LOW=(1005 1008),'LOW=(1008 1010),'SOMEWHAT-LOW=(1010 1011),'AVERAGE=(1011 1015),'SOMEWHAT-HIGH=(1015 1018),'HIGH=(1018 1020),'VERY-HIGH=(1020 1022),'DRASTIC-HIGH=(1022 1024)
'winddir2-test,'srvi2-wxt-wdir,'test,'( 1 366),'N-NE=(0 40),'NE-ENE=(40 80),'ENE-ESE=(80 120),'ESE-SSE=(120 160),'SSE-SSW=(160 200),'SSW-WSW=(200 240),'WSW-W=(240 280),'W-NW=(280 320),'NW-N=(320 360)
'windsp2-test,'srvi2-wxt-wspeed,'test,'( 1 366),'DRASTIC-LOW=(0 2),'VERY-LOW=(2 4),'LOW=(4 7),'SOMEWHAT-LOW=(7 10),'AVERAGE=(10 21),'SOMEWHAT-HIGH=(21 33),'HIGH=(33 40),'VERY-HIGH=(40 64),'DRASTIC-HIGH=(64 100)
'windsp-test,'srvi2-wind1-speed,'test,'( 1 366),'DRASTIC-LOW=(0 2),'VERY-LOW=(2 4),'LOW=(4 7),'SOMEWHAT-LOW=(7 10),'AVERAGE=(10 21),'SOMEWHAT-HIGH=(21 33),'HIGH=(33 40),'VERY-HIGH=(40 64),'DRASTIC-HIGH=(64 100)
'winddir-test,'srvi2-wind1-dir,'test,'( 1 366),'N-NE=(0 40),'NE-ENE=(40 80),'ENE-ESE=(80 120),'ESE-SSE=(120 160),'SSE-SSW=(160 200),'SSW-WSW=(200 240),'WSW-W=(240 280),'W-NW=(280 320),'NW-N=(320 360)
'barom-test,'srvi2-barom,'test,'( 1 366),'DRASTIC-LOW=(880 1005),'VERY-LOW=(1005 1008),'LOW=(1008 1010),'SOMEWHAT-LOW=(1010 1011),'AVERAGE=(1011 1015),'SOMEWHAT-HIGH=(1015 1018),'HIGH=(1018 1020),'VERY-HIGH=(1020 1022),'DRASTIC-HIGH=(1022 1024)
'satsignal-test,'srvi2-daps-sig,'test,'( 1 366),'DRASTIC-LOW=(0 30),'VERY-LOW=(30 36),'LOW=(36 38),'SOMEWHAT-LOW=(38 40),'AVERAGE=(40 45),'SOMEWHAT-HIGH=(45 46),'HIGH=(46 47),'VERY-HIGH=(47 48),'DRASTIC-HIGH=(48 50)
'sea1m-monthly,'srvi2-ctd-shallow-seatemp-30-day-average,'online,'( 1 366),'DRASTIC-LOW=(15 17),'VERY-LOW=(17 19),'LOW=(19 21),'SOMEWHAT-LOW=(21 24),'AVERAGE=(24 29),'SOMEWHAT-HIGH=(29 29.4),'HIGH=(29.4 30),'VERY-HIGH=(30 30.5),'DRASTIC-HIGH=(30.5 32)
'windsp-3day,'srvi2-wxt-wspeed-3-day-average,'online,'( 1 366),'DRASTIC-LOW=(2 3),'VERY-LOW=(3 5),'LOW=(5 7),'SOMEWHAT-LOW=(7 10),'AVERAGE=(10 17),'SOMEWHAT-HIGH=(17 22),'HIGH=(22 25),'VERY-HIGH=(25 30),'DRASTIC-HIGH=(30 50)
'mwsst,'srvi2-amsre-mwsst,'online,'( 1 366),'DRASTIC-LOW=(15 17),'VERY-LOW=(17 19),'LOW=(19 21),'SOMEWHAT-LOW=(21 24),'AVERAGE=(24 29.8),'SOMEWHAT-HIGH=(29.8 30),'HIGH=(30 30.2),'VERY-HIGH=(30.2 30.6),'DRASTIC-HIGH=(30.6 32)
'bleaching-seatemp,'srvi2-ctd-deep-seatemp,'online,'( 1 366),'AVERAGE=(15 29.4),'HIGH=(29.4 30.4),'VERY-HIGH=(30.4 31.4),'DRASTIC-HIGH=(31.4 33)
'windsd-7day,'srvi2-wxt-u-7-day-deviation-sum-srvi2-wxt-v,'online,'( 1 366),'DRASTIC-LOW=(5 7),'VERY-LOW=(7 8),'LOW=(8 9),'SOMEWHAT-LOW=(9 10),'AVERAGE=(10 12),'SOMEWHAT-HIGH=(12 13),'HIGH=(13 15),'VERY-HIGH=(15 20),'DRASTIC-HIGH=(20 30)
'seandbc-variability,'srvi2-ctd-shallow-seatemp-1-day-deviation-3-day-average,'online,'( 1 366),'DRASTIC-LOW=(0.02 0.03),'VERY-LOW=(0.03 0.05),'LOW=(0.05 0.07),'SOMEWHAT-LOW=(0.07 0.1),'AVERAGE=(0.1 0.12),'SOMEWHAT-HIGH=(0.12 0.13),'HIGH=(0.13 0.14),'VERY-HIGH=(0.14 0.17),'DRASTIC-HIGH=(0.17 0.3)
'winddir,'srvi2-wxt-wdir,'online,'( 1 366),'N-NE=(0 40),'NE-ENE=(40 80),'ENE-ESE=(80 120),'ESE-SSE=(120 160),'SSE-SSW=(160 200),'SSW-WSW=(200 240),'WSW-W=(240 280),'W-NW=(280 320),'NW-N=(320 360)
'windsp,'srvi2-wxt-wspeed,'online,'( 1 366),'DRASTIC-LOW=(0 2),'VERY-LOW=(2 4),'LOW=(4 7),'SOMEWHAT-LOW=(7 10),'AVERAGE=(10 21),'SOMEWHAT-HIGH=(21 33),'HIGH=(33 40),'VERY-HIGH=(40 64),'DRASTIC-HIGH=(64 100)
'tide3m,'srvi2-ctd-deep-i-depth,'online,'( 1 366),'DRASTIC-LOW=(5.0 5.2),'VERY-LOW=(5.2 5.3),'LOW=(5.3 5.35),'SOMEWHAT-LOW=(5.35 5.4),'AVERAGE=(5.4 5.55),'SOMEWHAT-HIGH=(5.55 5.6),'HIGH=(5.6 5.62),'VERY-HIGH=(5.62 5.65),'DRASTIC-HIGH=(5.65 5.9)
'seatemp-groundt,'srvi2-ct-groundt-seatemp,'online,'( 1 366),'CONNECTED=(5 38)
'salin-groundt,'srvi2-ct-groundt-salinity,'online,'( 1 366),'CONNECTED=(15 42)
'tide1m,'srvi2-ctd-shallow-i-depth,'online,'( 1 366),'DRASTIC-LOW=(2.0 2.5),'VERY-LOW=(2.5 2.65),'LOW=(2.65 2.7),'SOMEWHAT-LOW=(2.7 2.8),'AVERAGE=(2.8 2.95),'SOMEWHAT-HIGH=(2.95 3.5),'HIGH=(3.5 3.55),'VERY-HIGH=(3.55 4.1),'DRASTIC-HIGH=(4.1 4.2)
'sst,'srvi2-misst-sst,'online,'( 1 366),'DRASTIC-LOW=(15 17),'VERY-LOW=(17 19),'LOW=(19 21),'SOMEWHAT-LOW=(21 24),'AVERAGE=(24 29.8),'SOMEWHAT-HIGH=(29.8 30),'HIGH=(30 30.2),'VERY-HIGH=(30.2 30.6),'DRASTIC-HIGH=(30.6 32)
'seandbc-monthly,'srvi2-ctd-shallow-seatemp-30-day-average,'online,'( 1 366),'DRASTIC-LOW=(15 17),'VERY-LOW=(17 19),'LOW=(19 21),'SOMEWHAT-LOW=(21 24),'AVERAGE=(24 29),'SOMEWHAT-HIGH=(29 30.4),'HIGH=(30.4 31),'VERY-HIGH=(31 32),'DRASTIC-HIGH=(32 34)
