'sea1m,'grst1-sea-t-shallow,'online,'( 1 366),'DRASTIC-LOW=(18 21),'VERY-LOW=(21 22),'LOW=(22 24.5),'SOMEWHAT-LOW=(24.5 26.8),'AVERAGE=(26.8 29.8),'SOMEWHAT-HIGH=(29.8 31),'HIGH=(31 31.5),'VERY-HIGH=(31.5 32),'DRASTIC-HIGH=(32 34)
'mwsst,'grst1-amsre-mwsst,'online,'( 1 366),'DRASTIC-LOW=(27 27.5),'VERY-LOW=(27.5 27.7),'LOW=(27.7 28.3),'SOMEWHAT-LOW=(28.3 28.8),'AVERAGE=(28.8 30.1),'SOMEWHAT-HIGH=(30.1 30.3),'HIGH=(30.3 30.8),'VERY-HIGH=(30.8 30.9),'DRASTIC-HIGH=(30.9 31.2)
